"N","Q","S","P0","P1","P2","R1","R2","A1","A2","t"
200,8,40,159.943885988104,0,0,0,0,0,0,1
200,8,20,159.958430160079,0,0,5.92340944534995,9.4094261061454,4.00000000072432,5.99999999853447,2
200,8,4,159.973120881633,0,0,8.33172397428613,10.3411212883961,8.99999999924263,9.00000000211969,3
200,8,0,159.988203765338,0,0,10.6158160014016,11.2629272629229,12.0000000001657,12.9999999977956,4
200,8,0,160.003960465868,0,0,12.707883150138,12.1689279381597,14.0000000000926,13.0000000013527,5
200,8,0,160.020710117784,0.000134648284945828,0,14.564456602451,13.0536896389681,15.9999999999846,13.9999999996856,6
200,8,0,160.038774398201,0.000392630993748563,0,16.1526702069332,13.9120047160236,15.9999999999846,13.9999999996856,7
200,8,0,160.058419412979,0.000773209299955036,0,17.4595838193657,14.7393422807186,8.29229371819517,6.21626019020464,8
200,8,0,160.079791394223,0.00127156768087641,0,18.4841721691572,15.5322971616989,7.50884770391197,5.7502955600879,9
200,8,0,160.102945759658,0.00185574392117223,0,19.2326785414518,16.2880187313171,6.7485923878589,5.30780302823999,10
200,8,0,160.127687715833,0.00241107583946352,0,19.7330248477159,17.0048542412075,6.02596255161895,4.90007917345021,11
200,8,0,160.153649105287,0.00276099646376015,0,20.0183820849041,17.6816042794642,5.35319792433605,4.53392000133902,12
200,8,0,160.180018525689,0.00256401962566585,0,20.1212389656008,18.3176849007407,4.74152369434724,4.21448516344611,13
200,8,0,160.205779734867,0.00140023172419478,0,20.0737024323037,18.9127160931245,4.19866011572458,3.94396461641047,14
200,8,0,160.229412823989,0,0,19.907130318905,19.4666283210348,3.72529437093796,3.72033769909653,15
200,8,0,160.248793646977,0,0,19.6530520097892,19.9798429522938,3.31963464154267,3.54011838789851,16
200,8,0,160.261466368201,0,0,19.3410757698995,20.4530246453211,2.97654039934052,3.39765861631557,17
200,8,0,160.264158602443,0,0,18.9927426369265,20.8873703843166,2.69022564328359,3.2858753016673,18
200,8,0,160.253175022491,0,0,18.6275323138625,21.2842296474707,2.45525772667968,3.19467844225528,19
