"N","Q","S","P0","P1","P2","R1","R2","A1","A2","t"
200,8,40,159.983827386038,0,0,0,0,0,0,1
200,8,16,159.987127588235,0,0,2.19503941915766,14.8964584799795,0.928565816620113,10.9999999993255,2
200,8,2,159.990471807987,0,0,3.9695099126663,15.9770638871675,2.13059997626189,16.9999999994833,3
200,8,0,159.993936225608,0,0,5.70434932159468,17.0422620346565,4.92760634435888,19.0000000011362,4
200,8,0,159.997610952809,0,0,7.35553995596082,18.0838065679985,8.10624024936799,20.9999999991813,5
200,8,0,160.001607174648,7.28405563388545e-05,0,8.86514677954745,19.0948464100536,10.8099281827358,21.0000000003149,6
200,8,0,160.006041283971,0.000206807885652314,0,10.178410112578,20.0691783860447,11.0921355477714,21.0000000003149,7
200,8,0,160.011025131028,0.000403404303196564,0,11.2726394616336,21.001988076193,11.0921355477714,8.16357904038239,8
200,8,0,160.016653303857,0.000660475893060566,0,12.1536006837322,21.8895298351798,5.48514313911888,7.9849854951622,9
200,8,0,160.02300057511,0.00096029855119935,0,12.8320807106941,22.7287159955884,4.77279647373669,7.81822110537747,10
200,8,0,160.030079657565,0.00123483492607935,0,13.3171491161105,23.5183211101856,4.08898843305459,7.66450847540672,11
200,8,0,160.037872550953,0.00138930349083123,0,13.6171234229868,24.2577973238418,3.44874722475149,7.51852231814322,12
200,8,0,160.04627501438,0.00125587247766694,0,13.7409709413312,24.9475369442908,2.8630112963319,7.37366236203921,13
200,8,0,160.055065815693,0.000586997107077596,0,13.7050987945915,25.5885123748502,2.33781742375364,7.2248078291571,14
200,8,0,160.063952378925,0,0,13.5295341806233,26.1818673815997,1.87772876546857,7.06732608954585,15
200,8,0,160.07245854606,0,0,13.2410220704449,26.7290631231402,1.48555185684133,6.89734807938925,16
200,8,0,160.079998459859,0,0,12.8682033561718,27.2316320954913,1.16313459993432,6.71393283985429,17
200,8,0,160.085731048244,0,0,12.4405848411467,27.6910747518267,0.909151430540329,6.51821420150112,18
200,8,0,160.088702119828,0,0,11.9895584964744,28.1088114607301,0.717375082329394,6.31694240967147,19
200,8,0,160.087706687166,0,0,11.5500219480452,28.4860714211306,0.579963123624503,6.11919192162234,20
200,8,0,160.081276312546,0,0,11.1458650915623,28.8244002615199,0.486994685952672,5.93438168968292,21
200,8,0,160.06781646898,0,0,10.7955418753522,29.1255204743618,0.428461097154223,5.77232719770323,22
200,8,0,160.045442407029,0,0,10.5084388783773,29.391473504569,0.396573480239646,5.64152044841168,23
200,8,0,160.01216951106,0.00679907127367609,0,10.2892148268923,29.6244737397084,0.385945056215609,5.54521227925875,24
200,8,0,159.965889728479,0.0578908717211716,0,10.1321472914977,29.8271358577166,0.39209561192706,5.48702807661054,25
200,8,0,159.90441091758,0.140426794228263,0,10.0269043756827,30.0022776298672,0.412200905088162,5.47047062623282,26
200,8,0,159.825649797071,0.258847192872517,0,9.96234663209082,30.1527498976745,0.443349478159477,5.49675514857222,27
200,8,0,159.728015305833,0.404496649684947,0,9.92625286672724,30.2814258948198,0.481184678036442,5.56584638178282,28
200,8,0,159.61004950464,0.562819619949688,0,9.90655720161021,30.3911329452945,0.523087188917612,5.67328216979433,29
200,8,0,159.47033472164,0.70875582400993,0.142232912356868,9.89289676944917,30.484492342162,0.567528938626208,5.80707164408167,30
200,8,0,159.307083691739,0.820142310113611,0.385934024826207,9.87568509602615,30.5640207828422,0.615108284210104,5.95231770175582,31
200,8,0,159.116870063296,0.897985668778281,0.652390246875914,9.84718906292842,30.6319546679145,0.667372771089439,6.08934842396389,32
200,8,0,158.895406039914,0.953117985000066,0.942798119396672,9.80182936896735,30.6902055292712,0.726911878688525,6.19781459836547,33
200,8,0,158.638384510718,0.998396318084186,1.2583407305241,9.73553248339653,30.7404952933361,0.794219106456789,6.26069084576611,34
200,8,0,158.341902891601,1.05047564173367,1.60015863288067,9.64844478041393,30.7840592454322,0.868240963365126,6.26650096200349,35
200,8,0,158.00207983092,1.1271603764057,1.96937529207855,9.54332167952309,30.8219054289098,0.944249557511287,6.20785234652914,36
200,8,0,157.614847384267,1.2438192642457,2.36708069595376,9.42938156660292,30.8545733009589,1.0163772005027,6.08865404872162,37
200,8,0,157.176589724502,1.40307881183118,2.79432771821806,9.31838365699172,30.8823116996019,1.07784591727611,5.91690001831259,38
