"N","Q","S","P0","P1","P2","R1","R2","A1","A2","t"
200,8,40,159.949218574004,0,0,0,0,0,0,1
200,8,16,159.96255732998,0,0,8.17006768729665,10.6897724243897,6.00000000093594,6.0000000010592,2
200,8,0,159.975991514335,0,0,10.2220044816258,11.6171626645136,11.9999999983936,11.9999999984362,3
200,8,0,159.989678346521,0,0,12.1330927062357,12.5363622660919,14.0000000012119,13.0000000003804,4
200,8,0,160.003798999967,4.30984062321742e-06,0,13.833901007529,13.4425587879753,15.9999999994302,13.0000000005746,5
200,8,0,160.018564348296,8.88389963495654e-05,0,15.2821271108775,14.3310121103394,17.0000000001841,14.9999999997257,6
200,8,0,160.034179816252,0.000217747586862857,0,16.4485836721384,15.1970463284396,17.0000000001841,14.9999999997257,7
200,8,0,160.050799332866,0.000396591837962108,0,17.3294139901416,16.0361700765246,6.78054256640844,8.5570634541733,8
200,8,0,160.068546919046,0.000627225154991877,0,17.9311073418877,16.8440245001788,6.29549938660626,8.4538515895487,9
200,8,0,160.087446548004,0.000895916066209776,0,18.2802458778637,17.6166825636334,5.83072675489711,8.34986344523014,10
200,8,0,160.107377515061,0.00116070183310352,0,18.4235834810942,18.3506488568986,5.39561338379444,8.24012897829404,11
200,8,0,160.128123646184,0.00135961365249075,0,18.4117091820221,19.0428537312422,4.99565103011327,8.11714560625624,12
200,8,0,160.149214533628,0.0013766158465069,0,18.2943941856533,19.69158533377,4.63460167121362,7.97350576008082,13
200,8,0,160.170032450513,0.00106475509967049,0,18.1174295972542,20.2958304717742,4.31320512233378,7.80471446408519,14
200,8,0,160.189624627142,0.00020747442071454,0,17.9115039485715,20.8560127974519,4.03086472343636,7.60768280323943,15
200,8,0,160.206838566716,0,0,17.7002719756416,21.3731646914281,3.78475462151064,7.38267266087307,16
200,8,0,160.220057906835,0,0,17.4943558051803,21.8493166031315,3.57184621283232,7.13318042903907,17
200,8,0,160.227463510327,0,0,17.2997327222106,22.28685734139,3.38931992165485,6.86365801846207,18
200,8,0,160.226792562975,0,0,17.1162711557492,22.6886546727506,3.23481410011099,6.57982281814434,19
200,8,0,160.215309668032,0,0,16.9402044512221,23.0578595616699,3.10622612337243,6.28730556753009,20
200,8,0,160.190054278663,0,0,16.7675044571952,23.3976597128019,3.00203153088721,5.99012492955363,21
200,8,0,160.147551021844,0,0,16.5953454290233,23.7112154358773,2.92059817219875,5.69109071676869,22
200,8,0,160.084109445998,0,0.191173922188632,16.421736092156,24.0016276234718,2.85833135303296,5.389971919705,23
200,8,0,159.995693611507,0,0.414091452618712,16.2468206456331,24.2717868944637,2.8075696684508,5.0864617095932,24
