"N","Q","S","P0","P1","P2","R1","R2","A1","A2","t"
200,8,40,159.975534024714,0,0,0,0,0,0,1
200,8,24,159.985363180496,0,0,9.28585670054968,4.60146865667694,5.99999999918476,2.27336847791977,2
200,8,10,159.995229897925,0,0,12.0173740676834,5.39897497644114,11.0000000016593,4.09798899657088,3
200,8,0,160.005190456733,9.20440641010773e-05,0,14.60801000404,6.19346581386683,16.999999997918,5.66734502056621,4
200,8,0,160.015303890007,0.000342836672728774,0,16.9729725743835,6.98282766369266,19.0000000013223,6.77042933588313,5
200,8,0,160.025620345768,0.000666280024364654,0,19.0421036554362,7.76468509910862,21.9999999996907,7.12949769109507,6
200,8,0,160.036175933152,0.00107329086782762,0,20.7582166963808,8.5367041094781,21.9999999996907,6.73172056539721,7
200,8,0,160.046959490793,0.00155022110297847,0,22.1013776242832,9.29697827040698,9.83443369765699,5.95292021238676,8
200,8,0,160.057923774265,0.00206079223322239,0,23.0697905009822,10.0437002250517,8.86643000235746,5.25500095595064,9
200,8,0,160.06892447739,0.0025027690251004,0,23.6969594495251,10.7750313005288,7.93413788722359,4.89221482339854,10
200,8,0,160.079771735357,0.00274136776951386,0,24.0286149630385,11.4891109301273,7.05877356150844,4.86495081105244,11
200,8,0,160.090161231942,0.0025578147305853,0,24.1240158956828,12.1840660243781,6.25890101812172,5.10074464521206,12
200,8,0,160.099650243304,0.00163826543667525,0,24.0455142240902,12.8581843750359,5.55007180809121,5.37761919650075,13
200,8,0,160.107717809024,0,0,23.8525856526828,13.5099005094615,4.9384399312601,5.48884755382824,14
200,8,0,160.113647136792,0,0,23.5935090293504,14.1380609513968,4.42612020390332,5.56960249738106,15
200,8,0,160.116618615112,0,0,23.3083504434258,14.7417666194408,4.0074606326716,5.9759077966547,16
200,8,0,160.115597187633,0,0,23.0155218065492,15.3207240152395,3.67108892230111,6.68499018917322,17
200,8,0,160.10943880288,0,0,22.7274224368667,15.8749536675219,3.40428034581139,7.62408613665446,18
200,8,0,160.096778873734,0,0,22.4540554562415,16.4051266303036,3.1929309554979,8.87912772538434,19
200,8,0,160.07615110537,0,0,22.2036980790901,16.9122250469604,3.02329758210144,10.3167316129134,20
200,8,0,160.045902907759,0,0,21.9801200863255,17.3978248930224,2.88445939086817,10.3167316129134,21
200,8,0,160.004314133522,0,0,21.7829420049618,17.8638005930442,2.76659645194982,4.31305702997815,22
200,8,0,159.949584756757,0,0,21.6010170827162,18.3125980519073,2.66147012061503,3.9506488763991,23
200,8,0,159.879909990756,0,0,21.4254653829677,18.7466992310169,2.56120255656262,3.61893925546763,24
200,8,0,159.793549005607,0.0254689118540951,0,21.2481736860622,19.1685626047639,2.45879087349463,3.33798657048929,25
200,8,0,159.689000575823,0.116930276218517,0,21.0588064290281,19.5806666339443,2.35124975386171,3.12733874412086,26
200,8,0,159.564958693455,0.254314501423579,0,20.8461522677492,19.9854443346337,2.23749320113494,3.00493547958003,27
200,8,0,159.420658616276,0.442942876575656,0,20.5977190768469,20.3851269576225,2.1199804172695,2.98164033423754,28
200,8,0,159.255796577644,0.681951736116829,0,20.3019746961046,20.7817615904692,2.00224545739864,3.06222127122898,29
200,8,0,159.071371447544,0.949233283162258,0,19.9525076072145,21.1768604330896,1.88857659088371,3.2478919147928,30
200,8,0,158.868669597039,1.21790127437252,0,19.5465406236368,21.5716132135262,1.78287114235164,3.53026352853721,31
200,8,0,158.64882476488,1.46319981191678,0,19.0907132439929,21.9664546599717,1.68670844326349,3.89659728542799,32
200,8,0,158.412602408461,1.66678270466579,0,18.5960112048452,22.3614900429812,1.60111298873539,4.32565652414407,33
200,8,0,158.159381033194,1.83481462649998,0,18.0793496199578,22.7562695093209,1.52692437315809,4.79145575349003,34
200,8,0,157.887943185726,1.98334690647173,0.13683556230482,17.5514801121453,23.1502333257336,1.46387265882281,5.26795967956869,35
200,8,0,157.597029988141,2.13001412679878,0.333269847949626,17.0192483158205,23.542820803705,1.41157391132502,5.73173312706529,36
200,8,0,157.285482699751,2.29477434751293,0.545769193546729,16.4820314693891,23.9334366060411,1.37032240352328,6.16115561973463,37
200,8,0,156.952548344809,2.49484726129329,0.775070133466555,15.9392459501539,24.3213756277401,1.34058069087751,6.53987165213351,38
200,8,0,156.598996870091,2.73417561359399,1.02189552778131,15.3979330870125,24.7055283412476,1.32280625199001,6.85511556066775,39
200,8,0,156.226219034179,3.00821334375014,1.28696294341457,14.8681642749552,25.0846361859694,1.31706505026222,7.09582781878724,40
200,8,0,155.836565920348,3.29173611384566,1.57098244899359,14.364506221746,25.4572488917049,1.32186206514989,7.25534827569325,41
200,8,0,155.432174614308,3.55921168200859,1.87466059309585,13.8990771054005,25.8220057050014,1.33463912526992,7.33001647665766,42
200,8,0,155.013365886813,3.80455446779467,2.19869734239614,13.4697056721664,26.1780956490045,1.34993961512765,7.32377137548351,43
200,8,0,154.579524846685,4.029513878927,2.5437908015851,13.0692823492833,26.5249135313938,1.36080671556919,7.24404745515963,44
200,8,0,154.128039836241,4.24579847817306,2.91063551764328,12.6854269418854,26.8621478131384,1.36085876410166,7.1058261785715,45
200,8,0,153.655535879612,4.46035360632195,3.29991505433737,12.3051661826842,27.189636462598,1.34684202368286,6.93034177239643,46
200,8,0,153.158594567958,4.67644279323977,3.71230231358788,11.9178725495128,27.5072200132373,1.31735546010518,6.73860940038883,47
200,8,0,152.633905495553,4.89033886988956,4.14843831663581,11.5215286120456,27.8146680919341,1.27528092504878,6.54611088787268,48
200,8,0,152.078275281146,5.09758727411058,4.60894465189238,11.1177432019534,28.1117220769336,1.22453291853048,6.36532022603847,49
200,8,0,151.488870638285,5.29781457015002,5.09439705712904,10.7140201070503,28.3980812585373,1.16887364802616,6.20105195481075,50
200,8,0,150.86268489943,5.49110799310979,5.60535245191771,10.3192824735502,28.6734205664769,1.11136134691471,6.05185030193878,51
