"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
115.17871,0,0,1.95593,2.9572,4.34605,5.12756,17.70639,40,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.03261,3.09197,4.39463,5.212,17.36259,41,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.10986,3.22919,4.44157,5.29564,17.01823,42,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.18762,3.36886,4.4869,5.37853,16.67324,43,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.26588,3.51096,4.53068,5.46074,16.32756,44,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.34458,3.65547,4.57296,5.54233,15.98114,45,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.42371,3.80237,4.61377,5.62336,15.63392,46,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.50322,3.95167,4.65317,5.70388,15.28585,47,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.5831,4.10335,4.69118,5.78394,14.93687,48,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.6633,4.25739,4.72784,5.86361,14.58694,49,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.74379,4.41379,4.76319,5.94292,14.236,50,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.82456,4.57255,4.79727,6.02193,13.88401,51,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.90558,4.73366,4.83011,6.10069,13.53091,52,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,2.98681,4.89711,4.86172,6.17925,13.17668,53,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.06823,5.0629,4.89215,6.25764,12.82125,54,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.14983,5.23102,4.92142,6.33591,12.4646,55,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.23156,5.40148,4.94956,6.41411,12.10667,56,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.31341,5.57427,4.97658,6.49227,11.74743,57,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.39536,5.7494,5.00251,6.57045,11.38684,58,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.47739,5.92686,5.02738,6.64866,11.02486,59,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
115.17871,0,0,3.55946,6.10665,5.0512,6.58612,10.8023,60,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
114.46165,0,0.71706,3.64157,6.28538,5.07488,6.5238,10.58067,61,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
113.72361,0,1.4551,3.7237,6.46306,5.09844,6.4617,10.35997,62,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
112.96471,0,2.214,3.80586,6.63969,5.12189,6.39982,10.1402,63,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
112.18506,0,2.99365,3.88804,6.81528,5.14523,6.33816,9.92132,64,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
111.3848,0,3.79391,3.97024,6.98982,5.16848,6.27672,9.70334,65,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
110.56404,0,4.61467,4.05246,7.16334,5.19164,6.2155,9.48624,66,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
109.72291,0,5.4558,4.1347,7.33583,5.21472,6.1545,9.27001,67,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
108.86152,0,6.31719,4.21695,7.50729,5.23773,6.09372,9.05464,68,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
107.98,0,7.19871,4.29922,7.67774,5.26068,6.03316,8.84012,69,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
107.07846,0,8.10025,4.3815,7.84717,5.28357,5.97281,8.62643,70,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
106.15703,0,9.02168,4.46379,8.0156,5.30642,5.91269,8.41356,71,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
105.21582,0,9.96289,4.54608,8.18303,5.32922,5.85278,8.20151,72,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
104.25496,0,10.92375,4.62839,8.34947,5.35199,5.79309,7.99026,73,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
103.27454,0,11.90417,4.71071,8.51491,5.37473,5.73362,7.77981,74,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
102.27471,0,12.904,4.79303,8.67937,5.39744,5.67437,7.57014,75,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
101.25556,0,13.92315,4.87536,8.84285,5.42014,5.61534,7.36124,76,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
100.21721,0,14.9615,4.9577,9.00536,5.44282,5.55652,7.15311,77,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
99.15979,0,16.01892,5.04004,9.16689,5.4655,5.49792,6.94572,78,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
98.08339,0,17.09532,5.12239,9.32746,5.48818,5.43953,6.73908,79,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
96.98814,0,18.19057,5.20475,9.48708,5.51086,5.38136,6.53318,80,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
95.87415,0,19.30456,5.28711,9.64574,5.53354,5.32341,6.32799,81,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
94.74153,0,20.43718,5.36948,9.80345,5.55624,5.26566,6.12353,82,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
93.59039,0,21.58832,5.45186,9.96022,5.57896,5.20814,5.91976,83,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
92.42084,0,22.75787,5.53424,10.11605,5.6017,5.15083,5.7167,84,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
91.23299,0,23.94572,5.61663,10.27095,5.62446,5.09373,5.51432,85,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
90.02696,0,25.15175,5.69903,10.42493,5.64726,5.03684,5.31262,86,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
88.80284,0,26.37587,5.78143,10.57798,5.67008,4.98016,5.11159,87,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
87.56075,0,27.61796,5.86385,10.73011,5.69294,4.9237,4.91122,88,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
86.3008,0,28.87791,5.94627,10.88133,5.71585,4.86744,4.7115,89,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
85.02309,0,30.15561,6.0287,11.03165,5.59975,4.81064,4.65147,90,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
83.01983,0.7079,31.45097,6.10836,11.18103,5.48624,4.7542,4.5922,91,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
80.98968,1.42516,32.76387,6.18529,11.32947,5.37525,4.69814,4.53369,92,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
78.93306,2.15145,34.0942,6.25957,11.47696,5.26672,4.64247,4.47592,93,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
76.85041,2.88646,35.44185,6.33127,11.6235,5.16061,4.58719,4.41889,94,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
74.74212,3.62989,36.8067,6.40044,11.76909,5.05684,4.53232,4.36259,95,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
72.60862,4.38144,38.18865,6.46714,11.91371,4.95537,4.47786,4.307,96,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
70.4503,5.14082,39.58758,6.53145,12.05738,4.85613,4.42381,4.25213,97,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
68.26757,5.90776,41.00338,6.5934,12.20007,4.75908,4.37019,4.19795,98,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
66.0608,6.68197,42.43594,6.65307,12.34181,4.66417,4.317,4.14446,99,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
63.83038,7.46319,43.88514,6.7105,12.48257,4.57135,4.26424,4.09165,100,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
61.5767,8.25115,45.35087,6.76576,12.62236,4.48056,4.21193,4.03952,101,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
59.3001,9.0456,46.83301,6.81889,12.76118,4.39176,4.16006,3.98805,102,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
57.00097,9.84628,48.33145,6.86994,12.89903,4.3049,4.10863,3.93723,103,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
54.67966,10.65296,49.84608,6.91896,13.0359,4.21993,4.05766,3.88707,104,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
52.33652,11.4654,51.37678,6.96602,13.1718,4.13682,4.00715,3.83754,105,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
49.9719,12.28337,52.92344,7.01114,13.30673,4.05552,3.9571,3.78864,106,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
47.58614,13.10663,54.48594,7.05438,13.44069,3.97599,3.9075,3.74037,107,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
45.17956,13.93497,56.06418,7.09579,13.57368,3.89818,3.85837,3.69271,108,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
42.75251,14.76817,57.65803,7.13541,13.7057,3.82206,3.80971,3.64566,109,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
40.30531,15.60602,59.26738,7.17328,13.83676,3.74758,3.76151,3.59921,110,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
37.83827,16.44833,60.89212,7.20945,13.96684,3.67471,3.71379,3.55335,111,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
35.35171,17.29487,62.53213,7.24395,14.09597,3.60341,3.66653,3.50808,112,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
32.84593,18.14547,64.18731,7.27684,14.22414,3.53365,3.61974,3.46338,113,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
30.32124,18.99993,65.85753,7.30814,14.35134,3.46538,3.57342,3.41925,114,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
27.77794,19.85807,67.5427,7.3379,14.4776,3.39858,3.52758,3.37568,115,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
25.21632,20.7197,69.24269,7.36615,14.6029,3.33321,3.4822,3.33267,116,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
22.63668,21.58465,70.95739,7.39293,14.72725,3.26923,3.4373,3.29021,117,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
20.03928,22.45274,72.68669,7.41829,14.85066,3.20663,3.39287,3.24829,118,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
17.42441,23.32381,74.43048,7.44224,14.97313,3.14535,3.3489,3.2069,119,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
14.79236,24.19769,76.18866,7.46483,15.09466,3.08538,3.30541,3.16604,120,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
12.14338,25.07423,77.96111,7.4861,15.21526,3.02667,3.26238,3.1257,121,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
9.47774,25.95326,79.74771,7.50606,15.33493,2.96922,3.21982,3.08587,122,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
6.7957,26.83464,81.54837,7.52477,15.45368,2.91297,3.17773,3.04655,123,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
4.09753,27.71821,83.36297,7.54224,15.5715,2.85792,3.1361,3.00773,124,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
1.38347,28.60384,85.19141,7.55851,15.68842,2.80402,3.09494,2.96941,125,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
-1.34623,29.49137,87.03357,7.5736,15.80442,2.75126,3.05423,2.93158,126,0.11742,0.00546,115.17871,0.02306,4.6,147.23742,0.00637,0.21773,0.0201,0.02412,6,NA
