"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
34.54342,0,0,0,0,0.17425,0.17608,9.54674,1,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.00867,0.00506,0.33217,0.34286,9.21005,2,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.0251,0.01501,0.47519,0.50084,8.88435,3,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.04847,0.02967,0.60464,0.65045,8.56885,4,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.07803,0.04886,0.72173,0.79214,8.26286,5,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.11311,0.07242,0.82754,0.92633,7.9657,6,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.15308,0.10019,0.92307,1.05341,7.67676,7,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.19738,0.13202,1.00922,1.17378,7.39548,8,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.24551,0.16774,1.08684,1.28778,7.12132,9,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.29699,0.20723,1.15665,1.39577,6.85381,10,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.35141,0.25034,1.21936,1.49809,6.59249,11,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.40837,0.29693,1.27558,1.59504,6.33695,12,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.46754,0.34688,1.32587,1.68694,6.08679,13,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.52858,0.40007,1.37075,1.77406,5.84166,14,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.59122,0.45637,1.41068,1.85669,5.60123,15,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.65519,0.51568,1.4461,1.93509,5.36518,16,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.72026,0.57788,1.47738,2.0095,5.13322,17,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.78619,0.64287,1.50488,2.08017,4.90511,18,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.85281,0.71056,1.52891,2.14731,4.68057,19,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.91992,0.78085,1.54977,2.21115,4.4594,20,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,0.98737,0.85364,1.56771,2.27189,4.24137,21,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.055,0.92886,1.58296,2.32973,4.02629,22,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.12269,1.00643,1.59576,2.38485,3.81397,23,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.1903,1.08625,1.60628,2.43742,3.60425,24,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.25773,1.16827,1.61471,2.48762,3.39697,25,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.32488,1.25241,1.62121,2.53561,3.19197,26,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
34.54342,0,0,1.39164,1.3386,1.62592,2.58154,2.98913,27,0.09348,0.01046,34.54342,0.03312,4.6,44.43866,0.01761,0.22267,0.04973,0.02825,3,NA
