"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
194.27884,0,0,0.00568,0.01486,2.8139,2.85495,75.33815,2,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.01673,0.04408,4.11957,4.20422,72.65447,3,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.03282,0.08719,5.36142,5.50426,70.06439,4,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.05367,0.14371,6.54209,6.75713,67.56398,5,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.07899,0.21322,7.66409,7.96484,65.1495,6,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.10852,0.29529,8.72983,9.12927,62.81732,7,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.14198,0.38951,9.74163,10.25226,60.564,8,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.17915,0.49549,10.70168,11.33556,58.38623,9,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.21977,0.61286,11.61211,12.38086,56.28084,10,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.26362,0.74126,12.47494,13.38978,54.24477,11,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.3105,0.88034,13.2921,14.36386,52.27513,12,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.36018,1.02978,14.06544,15.30461,50.36912,13,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.41248,1.18926,14.79675,16.21344,48.52406,14,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.46721,1.35847,15.48772,17.09174,46.73738,15,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.52418,1.53713,16.13997,17.94082,45.00663,16,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.58322,1.72495,16.75506,18.76195,43.32945,17,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.64417,1.92166,17.33448,19.55635,41.70358,18,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.70687,2.12702,17.87964,20.32517,40.12686,19,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.77117,2.34077,18.39191,21.06955,38.59721,20,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.83693,2.56267,18.8726,21.79055,37.11264,21,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.90401,2.79251,19.32294,22.48921,35.67125,22,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,0.97227,3.03006,19.74413,23.16653,34.27121,23,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.0416,3.27511,20.13732,23.82345,32.91077,24,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.11187,3.52747,20.50359,24.46089,31.58825,25,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.18297,3.78694,20.84399,25.07972,30.30205,26,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.25479,4.05335,21.15951,25.6808,29.05061,27,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.32723,4.32651,21.45111,26.26493,27.83247,28,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
194.27884,0,0,1.40018,4.60626,21.71971,26.83289,26.64621,29,0.09224,0.00875,194.27884,0.03256,4.6,275.28169,0.0178,0.29425,0.00394,0.01018,10,NA
