"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
174.43428,0,0,0,0,1.28583,1.29622,91.14668,1,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,0.1147,0.02521,2.41227,2.54219,88.64439,2,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,0.32897,0.0755,3.39661,3.73887,86.2085,3,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,0.62931,0.15064,4.25433,4.88728,83.83625,4,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,1.00373,0.25033,4.99926,5.98849,81.52505,5,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,1.44158,0.37418,5.64374,7.04362,79.27248,6,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,1.93339,0.52178,6.1988,8.05382,77.07627,7,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,2.47074,0.69265,6.67433,9.02026,74.93427,8,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.43428,0,0,3.04616,0.88627,7.05312,9.94392,72.87049,9,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
174.11753,0.31675,0,3.65073,1.10209,7.36674,10.82633,70.86149,10,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
173.73791,0.69636,0,4.27838,1.33951,7.62229,11.66873,68.9056,11,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
173.29303,1.14124,0,4.92377,1.59793,7.82614,12.47237,67.00117,12,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
172.78104,1.65323,0,5.58212,1.87673,7.98403,13.23847,65.14662,13,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
172.2006,2.23368,0,6.24923,2.17528,8.10112,13.96827,63.34041,14,0.10398,0.00808,174.43428,0.00853,4.6,268.15262,0.01372,0.3495,0.08921,0.01874,3,NA
