"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
166.79429,0,0,0,0,1.44805,1.45486,67.21564,1,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,0.05832,0.03199,2.77412,2.82604,64.43458,2,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,0.16976,0.0944,3.9888,4.11879,61.75954,3,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,0.3296,0.18574,5.10173,5.33799,59.18221,4,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,0.53351,0.30462,6.12176,6.48822,56.69492,5,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,0.77753,0.44972,7.05697,7.57379,54.29055,6,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,1.05808,0.61981,7.91474,8.59873,51.96257,7,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,1.37184,0.81371,8.70183,9.56682,49.7049,8,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,1.71583,1.03034,9.4244,10.48159,47.51195,9,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,2.0873,1.26866,10.08809,11.34639,45.37854,10,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,2.48376,1.52769,10.69805,12.16432,43.29989,11,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,2.90291,1.80653,11.25899,12.93833,41.27157,12,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,3.34268,2.10431,11.77519,13.67115,39.28948,13,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,3.80117,2.42021,12.25058,14.36538,37.34985,14,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,4.27666,2.75349,12.68874,15.02344,35.44917,15,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,4.76755,3.10343,13.09293,15.64761,33.58419,16,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,5.27241,3.46934,13.46612,16.24004,31.75193,17,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,5.78993,3.8506,13.81102,16.80274,29.94959,18,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,6.3189,4.24662,14.13013,17.33761,28.17462,19,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,6.85824,4.65683,14.42567,17.84644,26.42462,20,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,7.40694,5.08072,14.69971,18.33089,24.69741,21,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,7.9641,5.51778,14.95412,18.79255,22.99092,22,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,8.52889,5.96757,15.1906,19.23292,21.30328,23,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
166.79429,0,0,9.10055,6.42965,14.94741,19.65121,20.096,24,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
165.64461,1.14968,0,9.65972,6.90347,14.69022,20.05835,18.91447,25,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
164.42428,2.37001,0,10.2059,7.38873,14.42019,20.45565,17.75704,26,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
163.13496,3.65934,0,10.73865,7.88517,14.13841,20.84433,16.62215,27,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
161.77833,5.01596,0,11.25754,8.39251,13.84586,21.22555,15.50831,28,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
160.35615,6.43814,0,11.76221,8.91054,13.54346,21.60041,14.4141,29,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
158.87021,7.92408,0,12.25233,9.43905,13.23206,21.48942,13.8187,30,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
156.12991,9.47193,1.19245,12.7276,9.96737,12.92237,21.3671,13.2479,31,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
153.26283,11.07983,2.45164,13.18817,10.49518,12.61482,21.23422,12.70067,32,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
150.27088,12.74591,3.77751,13.63418,11.0222,12.30979,21.09149,12.17604,33,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
147.156,14.46833,5.16996,14.06582,11.54814,12.00765,20.93962,11.67309,34,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
143.92016,16.24529,6.62885,14.48325,12.07273,11.70871,20.77927,11.19091,35,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
140.5653,18.07498,8.15402,14.88669,12.59572,11.41326,20.61107,10.72865,36,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
137.09341,19.95563,9.74525,15.27633,13.11688,11.12155,20.43561,10.28548,37,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
133.50646,21.88551,11.40232,15.65239,13.63597,10.8338,20.25347,9.86062,38,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
129.80642,23.8629,13.12498,16.0151,14.15281,10.55022,20.0652,9.45331,39,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
125.99527,25.88611,14.91292,16.36468,14.66718,10.27098,19.8713,9.06282,40,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
122.07497,27.95348,16.76584,16.70137,15.17891,9.99624,19.67228,8.68847,41,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
118.04749,30.06339,18.68342,17.02541,15.68782,9.72612,19.46859,8.32957,42,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
113.91478,32.21423,20.66528,17.33705,16.19376,9.46073,19.26068,7.98551,43,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
109.67879,34.40444,22.71106,17.63654,16.69657,9.20018,19.04898,7.65565,44,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
105.34144,36.63249,24.82036,17.92412,17.19612,8.94453,18.83387,7.33942,45,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
100.90465,38.89687,26.99277,18.20006,17.69228,8.69384,18.61574,7.03625,46,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
96.37032,41.19611,29.22786,18.46461,18.18493,8.44817,18.39496,6.74561,47,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
91.74034,43.52877,31.52519,18.71802,18.67395,8.20754,18.17185,6.46697,48,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
87.01656,45.89344,33.88429,18.96054,19.15925,7.97199,17.94674,6.19984,49,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
82.20083,48.28875,36.30471,19.19244,19.64074,7.7415,17.71994,5.94374,50,0.12633,0.0047,166.79429,0.05091,4.6,236.90603,0.02065,0.29595,0.04027,0.0218,9,NA
