"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
247.06818,0,0,0,0,0.11542,0.11656,81.95873,1,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.00697,0.00186,0.22253,0.23209,81.72839,2,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.02033,0.00562,0.32203,0.34656,81.4984,3,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.03956,0.01134,0.41455,0.45997,81.26862,4,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.0642,0.01903,0.50069,0.57229,81.03893,5,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.09378,0.02875,0.58096,0.68353,80.8092,6,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.12792,0.04051,0.65586,0.79368,80.57932,7,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.16625,0.05433,0.72585,0.90274,80.34919,8,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.20842,0.07025,0.79133,1.01072,80.11869,9,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.25413,0.08828,0.85268,1.11764,79.88775,10,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.30309,0.10843,0.91025,1.22351,79.65625,11,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.35504,0.13072,0.96435,1.32834,79.42412,12,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.40975,0.15516,1.01527,1.43216,79.19127,13,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.46699,0.18176,1.06328,1.535,78.95762,14,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.52656,0.21053,1.10862,1.63687,78.7231,15,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.58828,0.24146,1.15152,1.73781,78.48764,16,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.65199,0.27458,1.19218,1.83784,78.25116,17,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.71752,0.30988,1.23078,1.93699,78.0136,18,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.78473,0.34736,1.26751,2.0353,77.77489,19,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.8535,0.38703,1.30251,2.13279,77.53498,20,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
247.06818,0,0,0.9237,0.42889,1.33593,2.22951,77.2938,21,0.10659,0.00985,247.06818,0.01731,4.6,329.25775,0.0014,0.24962,0.06036,0.01536,2,NA
