"P_nought","P_one","P_two","R_one","R_two","A_one","A_two","S","t","phi","p_onetwo","total_passive","lmbda","c","N","mu","p","k_one","k_two","Q","X"
191.53284,0,0,0,0,1.68499,1.70393,101.92123,1,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,0.09523,0.03448,3.20476,3.33865,98.65519,2,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,0.27529,0.10304,4.57473,4.90651,95.48616,3,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,0.53075,0.20522,5.80888,6.40988,92.40774,4,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,0.85308,0.3405,6.9199,7.85109,89.414,5,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,1.23459,0.50833,7.91927,9.23244,86.49947,6,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,1.66829,0.70812,8.8174,10.55621,83.65905,7,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,2.14788,0.93926,9.62373,11.82461,80.88805,8,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,2.66765,1.20111,10.3468,13.03985,78.18209,9,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,3.22244,1.49303,10.99436,14.20406,75.53713,10,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,3.80759,1.81436,11.57341,15.31935,72.94939,11,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,4.41889,2.16443,12.09031,16.38775,70.4154,12,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,5.05254,2.54257,12.5508,17.41127,67.93191,13,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,5.70508,2.94811,12.96008,18.39185,65.49589,14,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,6.37343,3.3804,13.32287,19.33136,63.10455,15,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,7.05476,3.83877,13.64341,20.23166,60.75527,16,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,7.74656,4.32257,13.92557,21.09451,58.44562,17,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
191.53284,0,0,8.44652,4.83115,13.91731,21.91877,56.42884,18,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
190.72107,0.81177,0,9.13815,5.36368,13.87733,22.71026,54.46051,19,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
189.84283,1.69001,0,9.81974,5.91938,13.80856,23.47076,52.53837,20,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
188.89908,2.63376,0,10.48979,6.49753,13.71369,24.20202,50.66025,21,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
187.89094,3.6419,0,11.14694,7.09741,13.59519,24.90569,48.8241,22,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
186.81964,4.7132,0,11.79001,7.71831,13.45534,25.58339,47.02794,23,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
185.68653,5.84631,0,12.41794,8.35956,13.29622,25.98379,45.52275,24,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
183.68967,7.03976,0.80341,13.02983,9.01554,13.12379,26.3503,44.06574,25,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
181.57095,8.29202,1.66987,13.62509,9.6854,12.93973,26.68425,42.65536,26,0.09611,0.01124,191.53284,0.03025,4.6,296.82405,0.016,0.35473,0.05652,0.01961,8,NA
