"S","A1","A2","P1","P2","R1","R2","t","Q","N"
43.0234852735195,2.7366925510957e-05,-1.21238868251022e-05,4.02374760310707e-08,0,-5.82825913963477e-05,-0.00507063122843227,1,8,200
43.0010517638461,5.13138239585809e-05,-1.92719778379941e-05,4.02374760310707e-08,0,-0.000109739024005109,-0.010007615218057,2,8,200
42.9786181950531,7.18406956537266e-05,-2.14442730717586e-05,4.02374760310707e-08,0,-0.000154369297107853,-0.0148100020224352,3,8,200
42.956184605007,8.89475010171148e-05,-1.86406681194559e-05,4.02374760310707e-08,0,-0.000192173182060029,-0.0194768314927648,4,8,200
42.9337510315644,0.000102634160579322,-1.08609541268935e-05,4.02374760310707e-08,0,-0.000223150222269875,-0.0240071332281851,5,8,200
42.9113175125723,0.000112900554980779,1.89518220392818e-06,4.02374760310707e-08,0,-0.000247299733209516,-0.0283999265264321,6,8,200
42.8888840858671,0.000119746524971783,1.96281586145866e-05,4.02374760310707e-08,0,-0.000264620802414302,-0.0326542203348672,7,8,200
42.866450789275,0.000123171871412504,4.2338497290342e-05,4.02374760310707e-08,0,-0.000275112289483469,-0.0367690132018997,8,8,200
42.84401766061,0.000123176345380487,7.00268490491061e-05,4.02374760310707e-08,0,-0.00027877277502613,-0.0407432927361675,9,8,200
42.8215847376674,0.00011975960860085,0.000102694090101281,4.02374760310707e-08,0,-0.000275600356432993,-0.0445760335846088,10,8,200
42.7991520582221,0.000112921223553769,0.000140341346242063,4.02374760310707e-08,0,-0.000265592596812357,-0.0482661968746311,11,8,200
42.7767196600286,0.000102660653474533,0.000182969992851189,4.02374760310707e-08,0,-0.000248746524989668,-0.0518127301456935,12,8,200
42.7542875808202,8.89772623534919e-05,0.000230581654886528,4.02374760310707e-08,0,-0.000225058635529497,-0.05521456728121,13,8,200
42.7318558583093,7.18703149360728e-05,0.000283178206893955,4.02374760310707e-08,0,-0.000194524888703129,-0.0584706284408087,14,8,200
42.709424530187,5.13389767228135e-05,0.000340761773000772,4.02374760310707e-08,0,-0.00015714071050965,-0.0615798199929743,15,8,200
42.6869936341215,2.73823051136837e-05,0.000403334745019919,4.02374760310707e-08,0,-0.000112900958317774,-0.0645410340070746,16,8,200
42.6645632077542,-7.86014441034322e-10,0.000470899854877663,4.02374760310707e-08,0,-6.17997833978275e-05,-0.0673531464195536,17,8,200
42.642133288698,-3.08115351634417e-05,0.000543460192717795,4.02374760310707e-08,0,-3.83059656357368e-06,-0.0700150165108032,18,8,200
42.6197039145376,-6.50513332139105e-05,0.000621019206905033,4.02374760310707e-08,0,6.1013931839336e-05,-0.0725254868202197,19,8,200
42.5972751228284,-0.000102721723425225,0.000703580704018536,4.02374760310707e-08,0,0.000132741871911156,-0.0748833830616314,20,8,200
42.5748469510972,-0.000143824401435458,0.000791148848858264,4.02374760310707e-08,0,0.000211362034220029,-0.0770875140391482,21,8,200
42.5524194368413,0.0011604972769325,0.0089015675709364,4.02374760310707e-08,0,0.000296883938535018,-0.0791366715634521,22,8,200
42.5299926175285,0.00246167109828141,0.017012646917962,4.02374760310707e-08,0,0.000389317461817827,-0.0810296303685817,23,8,200
42.5075665305963,0.00375969740092266,0.0251243894018717,4.02374760310707e-08,0,0.000488673648906167,-0.0827651476897364,24,8,200
42.4851412134503,0.00505457621708476,0.033236797705763,4.02374760310707e-08,0,0.0005949643521427,-0.0843419618206621,25,8,200
42.4627167034633,0.00634630726866308,0.0413498746851164,4.02374760310707e-08,0,0.000708202244802301,-0.0857587916802392,26,8,200
42.4402930379752,0.00763488996912305,0.0494636233677948,4.02374760310707e-08,0,0.000828400821092499,-0.0870143367166547,27,8,200
42.4178702542925,0.0089350325904349,0.0575780469540474,4.02374760310707e-08,0,0.000955574396163693,-0.0881071069793017,28,8,200
42.3954483896886,0.010247605607138,0.0656931488165025,4.02374760310707e-08,0,0.00108973810608828,-0.089035381207459,29,8,200
42.3730274814029,0.0115726205389872,0.0738089325001676,4.02374760310707e-08,0,0.00123090790785976,-0.0897974145081746,30,8,200
42.3506075666411,0.012910088982948,0.0819254017184463,4.02374760310707e-08,0,0.00137910057230419,-0.0903914385771872,31,8,200
42.328188682576,0.0142600226099361,0.0900425603371833,4.02374760310707e-08,0,0.00153433365565671,-0.0908156607421235,32,8,200
42.3057708663468,0.0156224331665582,0.0981604123706678,4.02374760310707e-08,0,0.00169662549242968,-0.0910682636041123,33,8,200
42.2833541550597,0.0169973324785155,0.106278961981644,4.02374760310707e-08,0,0.00186599519544508,-0.0911474048796856,34,8,200
42.260938585787,0.0183847324540331,0.114398213481299,4.02374760310707e-08,0,0.00204246265580101,-0.0910512172435405,35,8,200
42.2385241955671,0.0197846450872757,0.122518171329274,4.02374760310707e-08,0,0.00222604854289479,-0.0907778081722379,36,8,200
42.2160846715147,0.0211970824617774,0.130638840133659,4.02374760310707e-08,0,0.0024167743044218,-0.0903454553397887,37,8,200
42.1935523772901,0.0226220567502092,0.138760224640445,4.02374760310707e-08,0,0.00261466213628782,-0.089804231225572,38,8,200
42.1709272546286,0.0240595802029059,0.146882329691339,4.02374760310707e-08,0,0.00281973486229705,-0.089152770499239,39,8,200
42.1482092410599,0.0305254290490867,0.15500518933807,4.02374760310707e-08,0,0.00303301330803931,-0.0883896883258751,40,8,200
42.1253982705629,0.0370035325727861,0.163128839727175,4.02374760310707e-08,0,0.00325558435529385,-0.0875135804757792,41,8,200
42.1024942743573,0.0434939018993548,0.171253286347379,4.02374760310707e-08,0,0.00348748145829516,-0.0865230234883388,42,8,200
