"S","A1","A2","P0","P1","P2","R1","R2","Q","t","N"
42.8961098567813,0,0,157.981086744946,4.70149919696934e-06,6.36435219405084e-05,0.0318082843247353,0,8,1,200
42.8867690257371,0,0,157.981734806597,4.41793765661856e-06,6.39302907039084e-05,0.0311220470480673,0,8,2,200
42.8774282125571,0,0,157.982382866383,4.13437656775085e-06,6.42170659866603e-05,0.030435812947712,0,8,3,200
42.8680873553976,0,0,157.983030930697,3.85081440044017e-06,6.45038250858738e-05,0.0297495710777054,0,8,4,200
42.858746392415,0,0,157.983679005931,3.56724962476046e-06,6.47905452986581e-05,0.0290633104920837,0,8,5,200
42.8494052617657,0,0,157.984327098478,3.28368071078569e-06,6.50772039221227e-05,0.0283770202448828,0,8,6,200
42.8400639016059,0,0,157.98497521473,3.00010612858981e-06,6.53637782533771e-05,0.0276906893901388,0,8,7,200
42.8307222500921,0,0,157.98562336108,2.71652434824677e-06,6.56502455895306e-05,0.0270043069818879,0,8,8,200
42.8213802453806,0,0,157.98627154392,2.43293383983053e-06,6.59365832276927e-05,0.0263178620741661,0,8,9,200
42.8120378256277,0,0,157.986919769643,2.14933307341504e-06,6.62227684649728e-05,0.0256313437210095,0,8,10,200
42.802694910312,0,0,157.987568046164,1.8657202695628e-06,6.65087708809415e-05,0.0249447379920415,0,8,11,200
42.7933513442,0,0,157.988216387485,1.58209265079044e-06,6.6794529185014e-05,0.0242580190192346,0,8,12,200
42.7840069533806,0,0,157.988864809131,1.29844719010312e-06,6.70799743690666e-05,0.0235711579501488,0,8,13,200
42.7746615639427,0,0,157.989513326626,1.01478086050602e-06,6.73650374249754e-05,0.0228841259323439,0,8,14,200
42.765315001975,0,0,157.990161955496,7.3109063500432e-07,6.7649649344617e-05,0.02219689411338,0,8,15,200
42.7559670935663,0,0,157.990810711265,4.47373486603179e-07,6.79337411198675e-05,0.0215094336408168,0,8,16,200
42.7466176648055,0,0,157.991459609457,1.63626388307771e-07,6.82172437426033e-05,0.0208217156622144,0,8,17,200
42.7372665417813,0,0,157.992108665598,0,6.85000882047007e-05,0.0201337113251325,0,8,18,200
42.7279135505826,0,0,157.992757895213,0,6.87822054980359e-05,0.0194453917771312,0,8,19,200
42.7185585172981,0,0,157.993407313824,0,6.90635266144853e-05,0.0187567281657703,0,8,20,200
42.7092012505126,0,0,157.99405693778,0,6.9343974041884e-05,0.0180676893185668,0,8,21,200
42.6998414887947,0,0,157.994706786709,0,6.96234362519022e-05,0.0173782347828664,0,8,22,200
42.6904789532087,0,0,157.995356881062,0,6.99017932121689e-05,0.0166883217859717,0,8,23,200
42.6811133648193,0,0,157.99600724129,0,7.01789248903131e-05,0.0159979075551853,0,8,24,200
42.6717444446909,0,0,157.996657887845,0,7.0454711253964e-05,0.0153069493178099,0,8,25,200
42.662371913888,0,0,157.997308841176,0,7.07290322707504e-05,0.0146154043011483,0,8,26,200
42.6529954934749,0,0,157.997960121734,0,7.10017679083015e-05,0.0139232297325031,0,8,27,200
42.6436149045163,0,0,157.998611749972,0,7.12727981342462e-05,0.0132303828391769,0,8,28,200
42.6342298680767,0,0,157.999263746338,0,7.15420029162136e-05,0.0125368208484725,0,8,29,200
42.6248401052204,0,0,157.999916131285,0,7.18092622218328e-05,0.0118425009876925,0,8,30,200
42.6154453220367,0,0,158.000568925269,0,7.20744472930521e-05,0.0111473790504973,0,8,31,200
42.6060451647137,0,0,158.001222148767,0,7.23373944690973e-05,0.0104514050959786,0,8,32,200
42.5966392644645,0,0,158.001875822264,0,7.25979313635137e-05,0.00975452774958556,0,8,33,200
42.5872272525019,0,0,158.002529966242,0,7.28558855898464e-05,0.0090566956367675,0,8,34,200
42.5778087600387,0,0,158.003184601186,0,7.31110847616408e-05,0.00835785738297372,0,8,35,200
42.568383418288,0,0,158.003839747579,0,7.3363356492442e-05,0.00765796161365352,0,8,36,200
42.5589508584626,0,0,158.004495425904,0,7.36125283957952e-05,0.0069569569542562,0,8,37,200
42.5495107117755,0,0,158.005151656645,0,7.38584280852456e-05,0.00625479203023105,0,8,38,200
42.5400626094395,0,0,158.005808460286,0,7.41008831743385e-05,0.00555141546702737,0,8,39,200
42.5306061826675,0,0,158.00646585731,0,7.4339721276619e-05,0.00484677589009445,0,8,40,200
42.5211410498913,0,0,158.007123867415,0,7.45747609412591e-05,0.00414082133181733,0,8,41,200
42.5116667784178,0,0,158.00778250715,0,7.48057844599373e-05,0.00343349745232397,0,8,42,200
42.5021829227725,0,0,158.008441792281,0,7.50325650599588e-05,0.00272474931867806,0,8,43,200
42.4926890374811,0,0,158.009101738572,0,7.52548759686289e-05,0.00201452199794332,0,8,44,200
42.4831846770693,0,0,158.009762361786,0,7.54724904132527e-05,0.00130276055718343,0,8,45,200
