"S","A1","A2","P0","P1","P2","R1","R2","Q","t","N"
42.9001988587145,0,0,157.987568730185,0,3.87916290636882e-05,0.0122393513528123,0,8,1,200
42.8865394260085,0,0,157.987695742428,0,3.58638210596135e-05,0.0114790520109708,0,8,2,200
42.8728800188192,0,0,157.987822752847,0,3.29360171226522e-05,0.0107187540572882,0,8,3,200
42.8592204837982,0,0,157.98794977225,0,3.00081869635133e-05,0.00995844771290179,0,8,4,200
42.8455606675968,0,0,157.988076811448,0,2.70803002929058e-05,0.00919812319894896,0,8,5,200
42.8319004168667,0,0,157.988203881248,0,2.41523268215387e-05,0.00843777073656706,0,8,6,200
42.8182395782595,0,0,157.98833099246,0,2.1224236260121e-05,0.00767738054689344,0,8,7,200
42.8045779984266,0,0,157.988458155893,0,1.82959983193617e-05,0.00691694285106546,0,8,8,200
42.7909155240195,0,0,157.988585382355,0,1.53675827099699e-05,0.00615644787022046,0,8,9,200
42.777251960728,0,0,157.988712685644,0,1.24389549013279e-05,0.00539588415895241,0,8,10,200
42.7635869503942,0,0,157.988840091513,0,9.51006339751183e-06,0.00463523360568175,0,8,11,200
42.7499200938986,0,0,157.988967628701,0,6.58085246127131e-06,0.00387447643228552,0,8,12,200
42.7362509921215,0,0,157.98909532595,0,3.65126635535585e-06,0.00311359286064078,0,8,13,200
42.7225792459432,0,0,157.989223212001,0,7.21249342514989e-07,0.00235256311262456,0,8,14,200
42.7089044562441,0,0,157.989351315593,0,0,0.00159136741011393,0,8,15,200
42.6952262239046,0,0,157.989479665469,0,0,0.000829985974985929,0,8,16,200
42.6815441498051,0,0,157.989608290368,0,0,6.83990291176052e-05,0,8,17,200
42.6678577995465,0,0,157.989737221759,0,0,0,0,8,18,200
42.6541665976123,0,0,157.989866502027,0,0,0,0,8,19,200
42.6404699332065,0,0,157.989996176283,0,0,0,0,8,20,200
42.6267671955335,0,0,157.990126289638,0,0,0,0,8,21,200
42.6130577737971,0,0,157.990256887205,0,0,0,0,8,22,200
42.5993410572015,0,0,157.990388014095,0,0,0,0,8,23,200
42.5856164349509,0,0,157.99051971542,0,0,0,0,8,24,200
42.5718832962493,0,0.00385664478157624,157.990652036292,0,0,0,0,8,25,200
42.5581410012766,0,0.00798994075485114,157.990785024218,0,0,0,0,8,26,200
42.5443887941155,0,0.0121240186439679,157.990918736285,0,0,0,0,8,27,200
42.5306258898244,0,0.0162589216718592,157.991053231976,0,0,0,0,8,28,200
42.516851503462,0,0.0203946930614575,157.991188570774,0,0,0,0,8,29,200
42.5030648500867,0,0.0245313760356954,157.991324812161,0,0,0,0,8,30,200
42.489265144757,0,0.0286690138175056,157.99146201562,0,0,0,0,8,31,200
42.4754516025314,0,0.0328076496298206,157.991600240633,0,0,0,0,8,32,200
42.4616234384683,0,0.0369473266955729,157.991739546683,0,0,0,0,8,33,200
42.4477798421287,0,0.0410880860673585,157.991879995576,0,0,0,0,8,34,200
42.4339199010836,0,0.0452299601164269,157.992021658415,0,0,0,0,8,35,200
42.4200426774064,0,0.0493729790436905,157.992164608624,0,0,0,0,8,36,200
42.4061472331704,0,0.0535171730500622,157.992308919629,0,0,0,0,8,37,200
42.392232630449,0,0.0576625723364548,157.992454664856,0,0,0,0,8,38,200
42.3782979313156,0,0.0618092071037807,157.992601917729,0,0,0,0,8,39,200
42.3643421978436,0,0.0659571075529529,157.992750751675,0,0,0,0,8,40,200
42.3503644921064,0,0.0701063038848839,157.992901240119,0,0,0,0,8,41,200
42.3363638761774,0,0.0742568263004865,157.993053456486,0,0,0,0,8,42,200
42.3223393930833,0,0.0784087009801679,157.993207476177,0,0,0,0,8,43,200
42.3082900096636,0,0.082561938022313,157.993363382492,0,0,0,0,8,44,200
42.2942146737114,0,0.0867165435048012,157.993521260705,0,0,0,0,8,45,200
42.2801123330195,0,0.090872523505512,157.993681196091,0,0,0,0,8,46,200
42.265981935381,0,0.0950298841023248,157.993843273925,0,0,0,0,8,47,200
42.2518224285886,0,0.0991886313731191,157.994007579482,0,0,0,0,8,48,200
42.2376327604354,0,0.103348771395774,157.994174198036,0,0,0,0,8,49,200
42.2234118787142,0,0.10751031024817,157.994343214863,0,0,0,0,8,50,200
42.2091587201757,0,0.111673248436655,157.994514716676,0,0,0,0,8,51,200
42.1948721774011,0,0.115837564181461,157.994688795939,0,0,0,0,8,52,200
42.1805511319293,0,0.120003230131287,157.994865546559,0,0,0,0,8,53,200
42.1661944652991,0,0.124170218934836,157.995045062439,0,0,0,0,8,54,200
42.1518010590496,0,0.128338503240806,157.995227437484,0,0,0,0,8,55,200
42.1373697947195,0,0.132508055697899,157.995412765598,0,0,0,0,8,56,200
42.1228995538477,0,0.136678848954815,157.995601140686,0,0,0,0,8,57,200
42.1083892179733,0,0.140850855660255,157.995792656651,0,0,0,0,8,58,200
42.0938376627924,0,0.145024041488818,157.995987408498,0,0,0,0,8,59,200
42.079243740631,0,0.14919834421869,157.996185495626,0,0,0,0,8,60,200
42.0646062979723,0,0.153373694653959,157.996387018533,0,0,0,0,8,61,200
42.0499241812997,0,0.157550023598711,157.996592077717,0,0,0,0,8,62,200
42.0351962370965,0,0.16172726185703,157.996800773677,0,0,0,0,8,63,200
42.020421311846,0.00459692191409515,0.165905340233004,157.99701320691,0,0,0,0,8,64,200
42.0055982520314,0.00978029896993966,0.170084189530717,157.997229477916,0,0,0,0,8,65,200
41.9907259041361,0.014980008435328,0.174263740554257,157.997449687192,0,0,0,0,8,66,200
41.9758031156829,0.0201964256378004,0.178443914046556,157.997673935935,0,0,0,0,8,67,200
41.9608287383529,0.025429922136065,0.182624590505937,157.997902328137,0,0,0,0,8,68,200
41.9458016248667,0.030680868546622,0.186805640369569,157.998134968485,0,0,0,0,8,69,200
41.9307206279449,0.0359496354859712,0.190986934074622,157.998371961671,0,0,0,0,8,70,200
41.9155846003081,0.041236593570613,0.195168342058266,157.998613412382,0,0,0,0.00100257422392362,8,71,200
41.9003923946769,0.0465421134170474,0.199349734757671,157.998859425308,0,0,0,0.00347292101360854,8,72,200
41.8851428637718,0.0518665656417744,0.203530982610007,157.999110105138,0,0,0,0.00598455331144476,8,73,200
41.8698348603136,0.0572103208612941,0.207711956052442,157.999365556562,0,0,0,0.00853835443514935,8,74,200
41.8544672370228,0.0625737496921068,0.211892525522148,157.999625884269,0,0,0,0.0111352077024394,8,75,200
41.8390388535716,0.067957219354074,0.216072550641334,157.999891193075,0,0,0,0.0137759935117488,8,76,200
41.8235485974383,0.0733610834805044,0.220251847772368,158.000161588307,0,0,0,0.0164615805843796,8,77,200
41.8079953630529,0.0787856923080684,0.224430222462662,158.000437175416,0,0,0,0.0191928347223505,8,78,200
41.7923780448453,0.0842313960734362,0.228607480259623,158.000718059855,0,0,0,0.0219706217276803,8,79,200
