"S","A1","A2","P0","P1","P2","R1","R2","Q","t","N"
42.367521413774,0,0,158.000084062612,0,0.000139997028848115,0.00182033164062513,0.0260013826862695,8,1,200
42.3644300929793,0,0,158.000023535735,0,0.000138618528672796,0.00182487826177993,0.025338279180359,8,2,200
42.3613387720092,0,0,157.999963008838,0,0.000137240028100277,0.00182942488486531,0.0246751754721413,8,3,200
42.358247353328,0,0,157.999902481908,0,0.000135861339544019,0.00183396903390147,0.0240120373892506,8,4,200
42.3551557394,0,0,157.99984195493,0,0.000134482275417483,0.00183850823290857,0.0233488307593213,8,5,200
42.3520638326895,0,0,157.999781427888,0,0.000133102648134129,0.00184304000590681,0.0226855214099875,8,6,200
42.3489715356605,0,0,157.999720900769,0,0.000131722270107418,0.00184756187691635,0.0220220751688835,8,7,200
42.3458787507776,0,0,157.999660373556,0,0.000130340953750809,0.00185207136995737,0.0213584578636437,8,8,200
42.3427853531336,0,0,157.999599846371,0,0.000128958459305116,0.00185656526837533,0.0206946267604548,8,9,200
42.3396911083372,0,0,157.999539319868,0,0.000127574338320567,0.00186103739281669,0.0200305048797144,8,10,200
42.3365957546259,0,0,157.999478794839,0,0.000126188090174743,0.00186548082325319,0.0193660066803726,8,11,200
42.333499030237,0,0,157.999418272073,0,0.000124799214245224,0.00186988863965658,0.0187010466213796,8,12,200
42.3304006734079,0,0,157.999357752361,0,0.00012340720990959,0.00187425392199859,0.0180355391616854,8,13,200
42.327300422376,0,0,157.999297236493,0,0.000122011576545423,0.00187856975025097,0.0173693987602403,8,14,200
42.3241980153789,0,0,157.99923672526,0,0.000120611813530303,0.00188282920438545,0.0167025398759944,8,15,200
42.3210931658693,0,0,157.99917621974,0,0.000119207373578036,0.00188702463853778,0.0160348704584228,8,16,200
42.3179854881625,0,0,157.999115722164,0,0.00011779752274732,0.00189114550349976,0.0153662724191001,8,17,200
42.3148745717888,0,0,157.999055235055,0,0.000116381480433081,0.0018951805242272,0.0146966211601259,8,18,200
42.311760006279,0,0,157.998994760931,0,0.000114958466030242,0.0018991184256759,0.0140257920835998,8,19,200
42.3086413811636,0,0,157.998934302314,0,0.000113527698933727,0.00190294793280166,0.0133536605916214,8,20,200
42.3055182859731,0,0,157.998873861724,0,0.000112088398538461,0.0019066577705603,0.0126801020862903,8,21,200
42.3023903102381,0,0,157.998813441681,0,0.000110639784239368,0.00191023666390761,0.012004991969706,8,22,200
42.2992570176456,0,0,157.99875304523,0,0.00010918102765729,0.00191367250825956,0.0113282005454253,8,23,200
42.2961178685076,0,0,157.998692677517,0,0.000107711109316737,0.00191694988087273,0.0106495777228325,8,24,200
42.2929722972927,0,0,157.99863234421,0,0.000106228961968137,0.00192005252946385,0.00996896831276937,8,25,200
42.2898197384692,0,0,157.99857205098,0,0.000104733518361921,0.00192296420174964,0.00928621712607729,8,26,200
42.2866596265056,0,0,157.998511803495,0,0.000103223711248516,0.00192566864544685,0.00860116897359784,8,27,200
