P_nought, P_one, P_two, R_one, R_two, A_one, A_two, S,
-3.10484  , 47.18797  , 111.91687 , 0.76818   , 51.22831  , 0.01067   , 0.01236   , -0.01329  , 
-3.10484  , 47.18797  , 111.91687 , 0.76219   , 51.23465  , 0.01026   , 0.01202   , -0.01294  , 
-3.10484  , 47.18797  , 111.91687 , 0.75625   , 51.24094  , 0.00985   , 0.01169   , -0.0126   , 
-3.10484  , 47.18797  , 111.91687 , 0.75035   , 51.24718  , 0.00946   , 0.01137   , -0.01228  , 
-3.10484  , 47.18797  , 111.91687 , 0.74449   , 51.25336  , 0.00908   , 0.01105   , -0.01196  , 
-3.10484  , 47.18797  , 111.91687 , 0.73867   , 51.25949  , 0.00872   , 0.01075   , -0.01165  , 
-3.10484  , 47.18797  , 111.91687 , 0.73289   , 51.26557  , 0.00837   , 0.01045   , -0.01134  , 
-3.10484  , 47.18797  , 111.91687 , 0.72715   , 51.2716   , 0.00803   , 0.01016   , -0.01105  , 
-3.10484  , 47.18797  , 111.91687 , 0.72145   , 51.27757  , 0.0077    , 0.00987   , -0.01076  , 
-3.10484  , 47.18797  , 111.91687 , 0.7158    , 51.2835   , 0.00738   , 0.00959   , -0.01048  , 
-3.10484  , 47.18797  , 111.91687 , 0.71018   , 51.28937  , 0.00708   , 0.00932   , -0.01021  , 
-3.10484  , 47.18797  , 111.91687 , 0.70461   , 51.29519  , 0.00678   , 0.00906   , -0.00994  , 
-3.10484  , 47.18797  , 111.91687 , 0.69907   , 51.30097  , 0.0065    , 0.0088    , -0.00968  , 
-3.10484  , 47.18797  , 111.91687 , 0.69358   , 51.30669  , 0.00622   , 0.00855   , -0.00943  , 
-3.10484  , 47.18797  , 111.91687 , 0.68812   , 51.31237  , 0.00595   , 0.0083    , -0.00919  , 
-3.10484  , 47.18797  , 111.91687 , 0.6827    , 51.31799  , 0.0057    , 0.00806   , -0.00895  , 
-3.10484  , 47.18797  , 111.91687 , 0.67733   , 51.32357  , 0.00545   , 0.00783   , -0.00872  , 
-3.10484  , 47.18797  , 111.91687 , 0.67199   , 51.32911  , 0.00521   , 0.0076    , -0.00849  , 
-3.10484  , 47.18797  , 111.91687 , 0.66669   , 51.33459  , 0.00498   , 0.00737   , -0.00827  , 
-3.10484  , 47.18797  , 111.91687 , 0.66143   , 51.34003  , 0.00476   , 0.00716   , -0.00805  , 
-3.10484  , 47.18797  , 111.91687 , 0.65621   , 51.34542  , 0.00455   , 0.00695   , -0.00784  , 
-3.10484  , 47.18797  , 111.91687 , 0.65103   , 51.35077  , 0.00434   , 0.00674   , -0.00764  , 
-3.10484  , 47.18797  , 111.91687 , 0.64589   , 51.35607  , 0.00414   , 0.00654   , -0.00744  , 
-3.10484  , 47.18797  , 111.91687 , 0.64078   , 51.36133  , 0.00395   , 0.00634   , -0.00725  , 
-3.10484  , 47.18797  , 111.91687 , 0.63572   , 51.36654  , 0.00376   , 0.00615   , -0.00706  , 
-3.10484  , 47.18797  , 111.91687 , 0.63069   , 51.37171  , 0.00358   , 0.00597   , -0.00688  , 
-3.10484  , 47.18797  , 111.91687 , 0.6257    , 51.37684  , 0.00341   , 0.00578   , -0.0067   , 
-3.10484  , 47.18797  , 111.91687 , 0.62074   , 51.38192  , 0.00325   , 0.00561   , -0.00652  , 
-3.10484  , 47.18797  , 111.91687 , 0.61583   , 51.38696  , 0.00309   , 0.00544   , -0.00635  , 
-3.10484  , 47.18797  , 111.91687 , 0.61094   , 51.39195  , 0.00293   , 0.00527   , -0.00619  , 
-3.10484  , 47.18797  , 111.91687 , 0.6061    , 51.39691  , 0.00279   , 0.0051    , -0.00603  , 
-3.10484  , 47.18797  , 111.91687 , 0.60129   , 51.40182  , 0.00264   , 0.00495   , -0.00587  , 
-3.10484  , 47.18797  , 111.91687 , 0.59652   , 51.40669  , 0.00251   , 0.00479   , -0.00572  , 
-3.10484  , 47.18797  , 111.91687 , 0.59179   , 51.41152  , 0.00237   , 0.00464   , -0.00557  , 
-3.10484  , 47.18797  , 111.91687 , 0.58709   , 51.41631  , 0.00225   , 0.00449   , -0.00542  , 
-3.10484  , 47.18797  , 111.91687 , 0.58243   , 51.42106  , 0.00213   , 0.00435   , -0.00528  , 
-3.10484  , 47.18797  , 111.91687 , 0.5778    , 51.42577  , 0.00201   , 0.00421   , -0.00515  , 
-3.10484  , 47.18797  , 111.91687 , 0.57321   , 51.43044  , 0.00189   , 0.00407   , -0.00501  , 
-3.10484  , 47.18797  , 111.91687 , 0.56865   , 51.43507  , 0.00179   , 0.00394   , -0.00488  , 
-3.10484  , 47.18797  , 111.91687 , 0.56413   , 51.43966  , 0.00168   , 0.00381   , -0.00476  , 
-3.10484  , 47.18797  , 111.91687 , 0.55964   , 51.44421  , 0.00158   , 0.00369   , -0.00463  , 
-3.10484  , 47.18797  , 111.91687 , 0.55519   , 51.44873  , 0.00148   , 0.00356   , -0.00451  , 
-3.10484  , 47.18797  , 111.91687 , 0.55077   , 51.45321  , 0.00139   , 0.00345   , -0.00439  , 
-3.10484  , 47.18797  , 111.91687 , 0.54638   , 51.45765  , 0.0013    , 0.00333   , -0.00428  , 
-3.10484  , 47.18797  , 111.91687 , 0.54203   , 51.46205  , 0.00122   , 0.00322   , -0.00417  , 
-3.10484  , 47.18797  , 111.91687 , 0.53771   , 51.46642  , 0.00113   , 0.00311   , -0.00406  , 
-3.10484  , 47.18797  , 111.91687 , 0.53343   , 51.47075  , 0.00106   , 0.003     , -0.00395  , 
-3.10484  , 47.18797  , 111.91687 , 0.52918   , 51.47504  , 0.00098   , 0.0029    , -0.00385  , 
-3.10484  , 47.18797  , 111.91687 , 0.52496   , 51.4793   , 0.00091   , 0.0028    , -0.00375  , 
-3.10484  , 47.18797  , 111.91687 , 0.52077   , 51.48352  , 0.00084   , 0.0027    , -0.00365  , 
-3.10484  , 47.18797  , 111.91687 , 0.51662   , 51.48771  , 0.00077   , 0.0026    , -0.00356  , 
-3.10484  , 47.18797  , 111.91687 , 0.5125    , 51.49186  , 0.00071   , 0.00251   , -0.00347  , 
-3.10484  , 47.18797  , 111.91687 , 0.50841   , 51.49597  , 0.00065   , 0.00242   , -0.00338  , 
-3.10484  , 47.18797  , 111.91687 , 0.50435   , 51.50006  , 0.00059   , 0.00233   , -0.00329  , 
-3.10484  , 47.18797  , 111.91687 , 0.50032   , 51.50411  , 0.00053   , 0.00225   , -0.0032   , 
-3.10484  , 47.18797  , 111.91687 , 0.49633   , 51.50812  , 0.00048   , 0.00217   , -0.00312  , 
-3.10484  , 47.18797  , 111.91687 , 0.49237   , 51.51211  , 0.00043   , 0.00208   , -0.00304  , 
-3.10484  , 47.18797  , 111.91687 , 0.48843   , 51.51605  , 0.00038   , 0.00201   , -0.00296  , 
-3.10484  , 47.18797  , 111.91687 , 0.48453   , 51.51997  , 0.00033   , 0.00193   , -0.00288  , 
-3.10484  , 47.18797  , 111.91687 , 0.48066   , 51.52385  , 0.00028   , 0.00186   , -0.00281  , 
-3.10484  , 47.18797  , 111.91687 , 0.47682   , 51.52771  , 0.00024   , 0.00179   , -0.00273  , 
-3.10484  , 47.18797  , 111.91687 , 0.47301   , 51.53153  , 0.0002    , 0.00172   , -0.00266  , 
-3.10484  , 47.18797  , 111.91687 , 0.46923   , 51.53531  , 0.00016   , 0.00165   , -0.00259  , 
-3.10484  , 47.18797  , 111.91687 , 0.46548   , 51.53907  , 0.00012   , 0.00158   , -0.00253  , 
-3.10484  , 47.18797  , 111.91687 , 0.46175   , 51.5428   , 9e-05     , 0.00152   , -0.00246  , 
-3.10484  , 47.18797  , 111.91687 , 0.45806   , 51.54649  , 5e-05     , 0.00146   , -0.0024   , 
-3.10484  , 47.18797  , 111.91687 , 0.4544    , 51.55016  , 2e-05     , 0.0014    , -0.00233  , 
-3.10484  , 47.18797  , 111.91687 , 0.45076   , 51.55379  , -1e-05    , 0.00134   , -0.00227  , 
-3.10484  , 47.18797  , 111.91687 , 0.44716   , 51.55739  , -4e-05    , 0.00128   , -0.00222  , 
-3.10484  , 47.18797  , 111.91687 , 0.44358   , 51.56097  , -7e-05    , 0.00123   , -0.00216  , 
-3.10484  , 47.18797  , 111.91687 , 0.44003   , 51.56451  , -9e-05    , 0.00117   , -0.0021   , 
-3.10484  , 47.18797  , 111.91687 , 0.43651   , 51.56803  , -0.00012  , 0.00112   , -0.00205  , 
-3.10484  , 47.18797  , 111.91687 , 0.43301   , 51.57151  , -0.00014  , 0.00107   , -0.00199  , 
-3.10484  , 47.18797  , 111.91687 , 0.42955   , 51.57497  , -0.00017  , 0.00102   , -0.00194  , 
-3.10484  , 47.18797  , 111.91687 , 0.42611   , 51.5784   , -0.00019  , 0.00098   , -0.00189  , 
-3.10484  , 47.18797  , 111.91687 , 0.4227    , 51.5818   , -0.00021  , 0.00093   , -0.00184  , 
-3.10484  , 47.18797  , 111.91687 , 0.41931   , 51.58518  , -0.00023  , 0.00089   , -0.00179  , 
-3.10484  , 47.18797  , 111.91687 , 0.41595   , 51.58852  , -0.00024  , 0.00084   , -0.00175  , 
-3.10484  , 47.18797  , 111.91687 , 0.41262   , 51.59184  , -0.00026  , 0.0008    , -0.0017   , 
-3.10484  , 47.18797  , 111.91687 , 0.40932   , 51.59513  , -0.00028  , 0.00076   , -0.00166  , 
-3.10484  , 47.18797  , 111.91687 , 0.40604   , 51.59839  , -0.00029  , 0.00072   , -0.00161  , 
-3.10484  , 47.18797  , 111.91687 , 0.40279   , 51.60163  , -0.00031  , 0.00068   , -0.00157  , 
-3.10484  , 47.18797  , 111.91687 , 0.39956   , 51.60484  , -0.00032  , 0.00065   , -0.00153  , 
-3.10484  , 47.18797  , 111.91687 , 0.39636   , 51.60802  , -0.00033  , 0.00061   , -0.00149  , 
-3.10484  , 47.18797  , 111.91687 , 0.39318   , 51.61118  , -0.00034  , 0.00058   , -0.00145  , 
-3.10484  , 47.18797  , 111.91687 , 0.39003   , 51.61431  , -0.00036  , 0.00054   , -0.00142  , 
-3.10484  , 47.18797  , 111.91687 , 0.38691   , 51.61742  , -0.00037  , 0.00051   , -0.00138  , 
-3.10484  , 47.18797  , 111.91687 , 0.38381   , 51.6205   , -0.00038  , 0.00048   , -0.00134  , 
-3.10484  , 47.18797  , 111.91687 , 0.38073   , 51.62356  , -0.00038  , 0.00045   , -0.00131  , 
-3.10484  , 47.18797  , 111.91687 , 0.37768   , 51.62659  , -0.00039  , 0.00042   , -0.00127  , 
-3.10484  , 47.18797  , 111.91687 , 0.37465   , 51.62959  , -0.0004   , 0.00039   , -0.00124  , 
-3.10484  , 47.18797  , 111.91687 , 0.37165   , 51.63257  , -0.00041  , 0.00037   , -0.00121  , 
-3.10484  , 47.18797  , 111.91687 , 0.36867   , 51.63553  , -0.00041  , 0.00034   , -0.00118  , 
-3.10484  , 47.18797  , 111.91687 , 0.36571   , 51.63846  , -0.00042  , 0.00031   , -0.00115  , 
-3.10484  , 47.18797  , 111.91687 , 0.36278   , 51.64137  , -0.00042  , 0.00029   , -0.00112  , 
-3.10484  , 47.18797  , 111.91687 , 0.35987   , 51.64426  , -0.00043  , 0.00027   , -0.00109  , 
-3.10484  , 47.18797  , 111.91687 , 0.35699   , 51.64712  , -0.00043  , 0.00024   , -0.00106  , 
-3.10484  , 47.18797  , 111.91687 , 0.35412   , 51.64995  , -0.00044  , 0.00022   , -0.00103  , 
-3.10484  , 47.18797  , 111.91687 , 0.35128   , 51.65277  , -0.00044  , 0.0002    , -0.001    , 
-3.10484  , 47.18797  , 111.91687 , 0.34847   , 51.65556  , -0.00044  , 0.00018   , -0.00098  , 
-3.10484  , 47.18797  , 111.91687 , 0.34567   , 51.65833  , -0.00045  , 0.00016   , -0.00095  , 
-3.10484  , 47.18797  , 111.91687 , 0.3429    , 51.66108  , -0.00045  , 0.00014   , -0.00093  , 
-3.10484  , 47.18797  , 111.91687 , 0.34015   , 51.6638   , -0.00045  , 0.00012   , -0.0009   , 
-3.10484  , 47.18797  , 111.91687 , 0.33742   , 51.6665   , -0.00045  , 0.0001    , -0.00088  , 
-3.10484  , 47.18797  , 111.91687 , 0.33472   , 51.66918  , -0.00045  , 9e-05     , -0.00086  , 
-3.10484  , 47.18797  , 111.91687 , 0.33203   , 51.67184  , -0.00045  , 7e-05     , -0.00084  , 
-3.10484  , 47.18797  , 111.91687 , 0.32937   , 51.67448  , -0.00045  , 5e-05     , -0.00081  , 
-3.10484  , 47.18797  , 111.91687 , 0.32673   , 51.67709  , -0.00045  , 4e-05     , -0.00079  , 
-3.10484  , 47.18797  , 111.91687 , 0.32411   , 51.67968  , -0.00045  , 2e-05     , -0.00077  , 
-3.10484  , 47.18797  , 111.91687 , 0.32151   , 51.68226  , -0.00045  , 1e-05     , -0.00075  , 
-3.10484  , 47.18797  , 111.91687 , 0.31893   , 51.68481  , -0.00045  , -0.0      , -0.00073  , 
-3.10484  , 47.18797  , 111.91687 , 0.31637   , 51.68734  , -0.00045  , -2e-05    , -0.00071  , 
-3.10484  , 47.18797  , 111.91687 , 0.31383   , 51.68985  , -0.00045  , -3e-05    , -0.00069  , 
-3.10484  , 47.18797  , 111.91687 , 0.31132   , 51.69234  , -0.00045  , -4e-05    , -0.00068  , 
-3.10484  , 47.18797  , 111.91687 , 0.30882   , 51.69481  , -0.00045  , -5e-05    , -0.00066  , 
-3.10484  , 47.18797  , 111.91687 , 0.30634   , 51.69726  , -0.00045  , -6e-05    , -0.00064  , 
-3.10484  , 47.18797  , 111.91687 , 0.30388   , 51.69969  , -0.00044  , -8e-05    , -0.00063  , 
-3.10484  , 47.18797  , 111.91687 , 0.30145   , 51.7021   , -0.00044  , -9e-05    , -0.00061  , 
-3.10484  , 47.18797  , 111.91687 , 0.29903   , 51.70449  , -0.00044  , -9e-05    , -0.00059  , 
-3.10484  , 47.18797  , 111.91687 , 0.29663   , 51.70686  , -0.00044  , -0.0001   , -0.00058  , 
-3.10484  , 47.18797  , 111.91687 , 0.29425   , 51.70921  , -0.00043  , -0.00011  , -0.00056  , 
-3.10484  , 47.18797  , 111.91687 , 0.29189   , 51.71155  , -0.00043  , -0.00012  , -0.00055  , 
-3.10484  , 47.18797  , 111.91687 , 0.28955   , 51.71386  , -0.00043  , -0.00013  , -0.00053  , 
-3.10484  , 47.18797  , 111.91687 , 0.28722   , 51.71615  , -0.00043  , -0.00014  , -0.00052  , 
-3.10484  , 47.18797  , 111.91687 , 0.28492   , 51.71843  , -0.00042  , -0.00014  , -0.00051  , 
-3.10484  , 47.18797  , 111.91687 , 0.28263   , 51.72069  , -0.00042  , -0.00015  , -0.00049  , 
-3.10484  , 47.18797  , 111.91687 , 0.28037   , 51.72293  , -0.00042  , -0.00016  , -0.00048  , 
-3.10484  , 47.18797  , 111.91687 , 0.27812   , 51.72515  , -0.00041  , -0.00017  , -0.00047  , 
-3.10484  , 47.18797  , 111.91687 , 0.27589   , 51.72735  , -0.00041  , -0.00017  , -0.00046  , 
-3.10484  , 47.18797  , 111.91687 , 0.27367   , 51.72954  , -0.00041  , -0.00018  , -0.00044  , 
-3.10484  , 47.18797  , 111.91687 , 0.27148   , 51.73171  , -0.0004   , -0.00018  , -0.00043  , 
-3.10484  , 47.18797  , 111.91687 , 0.2693    , 51.73386  , -0.0004   , -0.00019  , -0.00042  , 
-3.10484  , 47.18797  , 111.91687 , 0.26714   , 51.73599  , -0.0004   , -0.00019  , -0.00041  , 
-3.10484  , 47.18797  , 111.91687 , 0.265     , 51.73811  , -0.00039  , -0.0002   , -0.0004   , 
-3.10484  , 47.18797  , 111.91687 , 0.26287   , 51.74021  , -0.00039  , -0.0002   , -0.00039  , 
-3.10484  , 47.18797  , 111.91687 , 0.26076   , 51.74229  , -0.00038  , -0.00021  , -0.00038  , 
-3.10484  , 47.18797  , 111.91687 , 0.25867   , 51.74436  , -0.00038  , -0.00021  , -0.00037  , 
-3.10484  , 47.18797  , 111.91687 , 0.25659   , 51.7464   , -0.00038  , -0.00021  , -0.00036  , 
-3.10484  , 47.18797  , 111.91687 , 0.25454   , 51.74844  , -0.00037  , -0.00022  , -0.00035  , 
-3.10484  , 47.18797  , 111.91687 , 0.25249   , 51.75045  , -0.00037  , -0.00022  , -0.00034  , 
-3.10484  , 47.18797  , 111.91687 , 0.25047   , 51.75245  , -0.00036  , -0.00022  , -0.00033  , 
-3.10484  , 47.18797  , 111.91687 , 0.24846   , 51.75443  , -0.00036  , -0.00023  , -0.00032  , 
-3.10484  , 47.18797  , 111.91687 , 0.24647   , 51.7564   , -0.00036  , -0.00023  , -0.00032  , 
-3.10484  , 47.18797  , 111.91687 , 0.24449   , 51.75835  , -0.00035  , -0.00023  , -0.00031  , 
-3.10484  , 47.18797  , 111.91687 , 0.24253   , 51.76029  , -0.00035  , -0.00023  , -0.0003   , 
-3.10484  , 47.18797  , 111.91687 , 0.24058   , 51.76221  , -0.00034  , -0.00023  , -0.00029  , 
-3.10484  , 47.18797  , 111.91687 , 0.23865   , 51.76411  , -0.00034  , -0.00024  , -0.00028  , 
-3.10484  , 47.18797  , 111.91687 , 0.23674   , 51.766    , -0.00034  , -0.00024  , -0.00028  , 
-3.10484  , 47.18797  , 111.91687 , 0.23484   , 51.76788  , -0.00033  , -0.00024  , -0.00027  , 
-3.10484  , 47.18797  , 111.91687 , 0.23296   , 51.76973  , -0.00033  , -0.00024  , -0.00026  , 
-3.10484  , 47.18797  , 111.91687 , 0.23109   , 51.77158  , -0.00032  , -0.00024  , -0.00026  , 
-3.10484  , 47.18797  , 111.91687 , 0.22923   , 51.77341  , -0.00032  , -0.00024  , -0.00025  , 
-3.10484  , 47.18797  , 111.91687 , 0.2274    , 51.77522  , -0.00032  , -0.00024  , -0.00024  , 
-3.10484  , 47.18797  , 111.91687 , 0.22557   , 51.77702  , -0.00031  , -0.00024  , -0.00024  , 
-3.10484  , 47.18797  , 111.91687 , 0.22376   , 51.77881  , -0.00031  , -0.00025  , -0.00023  , 
-3.10484  , 47.18797  , 111.91687 , 0.22197   , 51.78058  , -0.0003   , -0.00025  , -0.00022  , 
-3.10484  , 47.18797  , 111.91687 , 0.22019   , 51.78233  , -0.0003   , -0.00025  , -0.00022  , 
-3.10484  , 47.18797  , 111.91687 , 0.21842   , 51.78408  , -0.00029  , -0.00025  , -0.00021  , 
-3.10484  , 47.18797  , 111.91687 , 0.21667   , 51.78581  , -0.00029  , -0.00025  , -0.00021  , 
-3.10484  , 47.18797  , 111.91687 , 0.21493   , 51.78752  , -0.00029  , -0.00025  , -0.0002   , 
-3.10484  , 47.18797  , 111.91687 , 0.21321   , 51.78922  , -0.00028  , -0.00025  , -0.0002   , 
-3.10484  , 47.18797  , 111.91687 , 0.2115    , 51.79091  , -0.00028  , -0.00025  , -0.00019  , 
-3.10484  , 47.18797  , 111.91687 , 0.2098    , 51.79258  , -0.00027  , -0.00025  , -0.00019  , 
-3.10484  , 47.18797  , 111.91687 , 0.20812   , 51.79424  , -0.00027  , -0.00025  , -0.00018  , 
-3.10484  , 47.18797  , 111.91687 , 0.20645   , 51.79589  , -0.00027  , -0.00025  , -0.00018  , 
-3.10484  , 47.18797  , 111.91687 , 0.20479   , 51.79752  , -0.00026  , -0.00024  , -0.00017  , 
-3.10484  , 47.18797  , 111.91687 , 0.20315   , 51.79914  , -0.00026  , -0.00024  , -0.00017  , 
-3.10484  , 47.18797  , 111.91687 , 0.20152   , 51.80075  , -0.00026  , -0.00024  , -0.00016  , 
-3.10484  , 47.18797  , 111.91687 , 0.19991   , 51.80234  , -0.00025  , -0.00024  , -0.00016  , 
-3.10484  , 47.18797  , 111.91687 , 0.1983    , 51.80393  , -0.00025  , -0.00024  , -0.00015  , 
-3.10484  , 47.18797  , 111.91687 , 0.19671   , 51.80549  , -0.00024  , -0.00024  , -0.00015  , 
-3.10484  , 47.18797  , 111.91687 , 0.19514   , 51.80705  , -0.00024  , -0.00024  , -0.00015  , 
-3.10484  , 47.18797  , 111.91687 , 0.19357   , 51.80859  , -0.00024  , -0.00024  , -0.00014  , 
-3.10484  , 47.18797  , 111.91687 , 0.19202   , 51.81013  , -0.00023  , -0.00024  , -0.00014  , 
-3.10484  , 47.18797  , 111.91687 , 0.19048   , 51.81164  , -0.00023  , -0.00024  , -0.00014  , 
-3.10484  , 47.18797  , 111.91687 , 0.18895   , 51.81315  , -0.00023  , -0.00024  , -0.00013  , 
-3.10484  , 47.18797  , 111.91687 , 0.18744   , 51.81465  , -0.00022  , -0.00023  , -0.00013  , 
-3.10484  , 47.18797  , 111.91687 , 0.18594   , 51.81613  , -0.00022  , -0.00023  , -0.00013  , 
-3.10484  , 47.18797  , 111.91687 , 0.18444   , 51.8176   , -0.00022  , -0.00023  , -0.00012  , 
-3.10484  , 47.18797  , 111.91687 , 0.18297   , 51.81906  , -0.00021  , -0.00023  , -0.00012  , 
-3.10484  , 47.18797  , 111.91687 , 0.1815    , 51.82051  , -0.00021  , -0.00023  , -0.00012  , 
-3.10484  , 47.18797  , 111.91687 , 0.18004   , 51.82194  , -0.00021  , -0.00023  , -0.00011  , 
-3.10484  , 47.18797  , 111.91687 , 0.1786    , 51.82337  , -0.0002   , -0.00023  , -0.00011  , 
-3.10484  , 47.18797  , 111.91687 , 0.17717   , 51.82478  , -0.0002   , -0.00022  , -0.00011  , 
-3.10484  , 47.18797  , 111.91687 , 0.17575   , 51.82618  , -0.0002   , -0.00022  , -0.0001   , 
-3.10484  , 47.18797  , 111.91687 , 0.17434   , 51.82757  , -0.00019  , -0.00022  , -0.0001   , 
-3.10484  , 47.18797  , 111.91687 , 0.17294   , 51.82895  , -0.00019  , -0.00022  , -0.0001   , 
-3.10484  , 47.18797  , 111.91687 , 0.17156   , 51.83032  , -0.00019  , -0.00022  , -0.0001   , 
-3.10484  , 47.18797  , 111.91687 , 0.17018   , 51.83167  , -0.00018  , -0.00022  , -9e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16882   , 51.83302  , -0.00018  , -0.00022  , -9e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16746   , 51.83436  , -0.00018  , -0.00021  , -9e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16612   , 51.83568  , -0.00018  , -0.00021  , -9e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16479   , 51.837    , -0.00017  , -0.00021  , -8e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16347   , 51.8383   , -0.00017  , -0.00021  , -8e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16216   , 51.83959  , -0.00017  , -0.00021  , -8e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.16086   , 51.84087  , -0.00016  , -0.0002   , -8e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15957   , 51.84215  , -0.00016  , -0.0002   , -8e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15829   , 51.84341  , -0.00016  , -0.0002   , -7e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15702   , 51.84466  , -0.00016  , -0.0002   , -7e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15576   , 51.8459   , -0.00015  , -0.0002   , -7e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15451   , 51.84714  , -0.00015  , -0.0002   , -7e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15328   , 51.84836  , -0.00015  , -0.00019  , -7e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15205   , 51.84957  , -0.00015  , -0.00019  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.15083   , 51.85077  , -0.00014  , -0.00019  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14962   , 51.85197  , -0.00014  , -0.00019  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14842   , 51.85315  , -0.00014  , -0.00019  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14723   , 51.85432  , -0.00014  , -0.00018  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14605   , 51.85549  , -0.00013  , -0.00018  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14488   , 51.85664  , -0.00013  , -0.00018  , -6e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14372   , 51.85779  , -0.00013  , -0.00018  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14257   , 51.85893  , -0.00013  , -0.00018  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14143   , 51.86006  , -0.00012  , -0.00018  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.14029   , 51.86117  , -0.00012  , -0.00017  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13917   , 51.86228  , -0.00012  , -0.00017  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13805   , 51.86338  , -0.00012  , -0.00017  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13695   , 51.86448  , -0.00012  , -0.00017  , -5e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13585   , 51.86556  , -0.00011  , -0.00017  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13476   , 51.86664  , -0.00011  , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13368   , 51.8677   , -0.00011  , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13261   , 51.86876  , -0.00011  , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13155   , 51.86981  , -0.00011  , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.13049   , 51.87085  , -0.0001   , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12945   , 51.87188  , -0.0001   , -0.00016  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12841   , 51.87291  , -0.0001   , -0.00015  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12738   , 51.87392  , -0.0001   , -0.00015  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12636   , 51.87493  , -0.0001   , -0.00015  , -4e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12535   , 51.87593  , -9e-05    , -0.00015  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12435   , 51.87692  , -9e-05    , -0.00015  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12335   , 51.87791  , -9e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12236   , 51.87888  , -9e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12138   , 51.87985  , -9e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.12041   , 51.88081  , -9e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11944   , 51.88176  , -8e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11849   , 51.88271  , -8e-05    , -0.00014  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11754   , 51.88365  , -8e-05    , -0.00013  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.1166    , 51.88458  , -8e-05    , -0.00013  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11566   , 51.8855   , -8e-05    , -0.00013  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11474   , 51.88641  , -8e-05    , -0.00013  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11382   , 51.88732  , -8e-05    , -0.00013  , -3e-05    , 
-3.10484  , 47.18797  , 111.91687 , 0.11291   , 51.88822  , -7e-05    , -0.00013  , -2e-05    , 
