P_nought, P_one, P_two, R_one, R_two, A_one, A_two, S,
-2.18695  , 0.0       , 158.18695 , 0.02286   , 51.97732  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02268   , 51.9775   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0225    , 51.97768  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02232   , 51.97786  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02214   , 51.97804  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02196   , 51.97821  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02179   , 51.97839  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02161   , 51.97856  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02144   , 51.97873  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02127   , 51.9789   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0211    , 51.97907  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02093   , 51.97924  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02076   , 51.9794   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02059   , 51.97957  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02043   , 51.97973  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.02027   , 51.97989  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0201    , 51.98006  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01994   , 51.98021  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01978   , 51.98037  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01963   , 51.98053  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01947   , 51.98069  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01931   , 51.98084  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01916   , 51.98099  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01901   , 51.98115  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01885   , 51.9813   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0187    , 51.98145  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01855   , 51.98159  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0184    , 51.98174  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01826   , 51.98189  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01811   , 51.98203  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01797   , 51.98218  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01782   , 51.98232  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01768   , 51.98246  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01754   , 51.9826   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0174    , 51.98274  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01726   , 51.98288  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01712   , 51.98302  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01698   , 51.98315  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01685   , 51.98329  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01671   , 51.98342  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01658   , 51.98355  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01645   , 51.98368  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01632   , 51.98381  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01618   , 51.98394  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01606   , 51.98407  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01593   , 51.9842   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0158    , 51.98433  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01567   , 51.98445  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01555   , 51.98458  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01542   , 51.9847   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0153    , 51.98482  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01518   , 51.98494  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01506   , 51.98506  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01494   , 51.98518  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01482   , 51.9853   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0147    , 51.98542  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01458   , 51.98554  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01446   , 51.98565  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01435   , 51.98577  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01423   , 51.98588  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01412   , 51.98599  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01401   , 51.98611  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01389   , 51.98622  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01378   , 51.98633  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01367   , 51.98644  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01356   , 51.98654  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01345   , 51.98665  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01335   , 51.98676  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01324   , 51.98687  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01313   , 51.98697  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01303   , 51.98707  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01293   , 51.98718  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01282   , 51.98728  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01272   , 51.98738  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01262   , 51.98748  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01252   , 51.98758  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01242   , 51.98768  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01232   , 51.98778  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01222   , 51.98788  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01212   , 51.98798  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01202   , 51.98807  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01193   , 51.98817  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01183   , 51.98826  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01174   , 51.98836  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01164   , 51.98845  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01155   , 51.98854  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01146   , 51.98863  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01137   , 51.98872  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01128   , 51.98881  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01119   , 51.9889   , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.0111    , 51.98899  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01101   , 51.98908  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01092   , 51.98917  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01083   , 51.98925  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01074   , 51.98934  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01066   , 51.98943  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01057   , 51.98951  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01049   , 51.98959  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01041   , 51.98968  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01032   , 51.98976  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01024   , 51.98984  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01016   , 51.98992  , 0.0       , 0.0       , -0.0      , 
-2.18695  , 0.0       , 158.18695 , 0.01008   , 51.99     , 0.0       , 0.0       , -0.0      , 
