"S","A1","A2","P0","P1","P2","R1","R2","Q","t"
27.0041270655678,2.57344902030436,4.51396319391782,154.308966226142,0,-0.251498980497595,1.95147382765509,9.46857505097274,1,502
26.9385050283779,2.5786492252849,4.50080925524318,154.285321023663,0,-0.258058273941048,1.98196429450286,9.54611200186031,1,503
26.8728623694416,2.58388984021932,4.48909525415149,154.261726646404,0,-0.264692291184466,2.01315241910601,9.62315272734798,1,504
26.8072015458446,2.58920347680004,4.47887092843272,154.238181507938,0,-0.271399858407724,2.04502342331767,9.69965175503905,1,505
26.7415251180291,2.59460969056533,4.47016630675621,154.214683976663,0,-0.278179700053423,2.07756229164135,9.77556824957508,1,506
26.6758360598634,2.60007581243676,4.46293258130886,154.191232240275,0,-0.285030133615047,2.11075305918209,9.85087992375079,1,507
26.6101374485719,2.60555611718173,4.45710123515698,154.167824441296,0,-0.291949374848803,2.1445795236953,9.92556912739911,1,508
26.5444323613793,2.61100487956765,4.45260375136687,154.144458722247,0,-0.298935639510898,2.17902548293639,9.99961821035305,1,509
26.4787238755102,2.61637637436192,4.44937161300482,154.121133225648,0,-0.305987143357539,2.21407473466077,10.0730095224456,1,510
26.4130150681891,2.62162487633194,4.44733630313714,154.097846094023,0,-0.313102102144932,2.24971107662387,10.1457254135096,1,511
26.3473090166407,2.6267046602451,4.44642930483013,154.074595469891,0,-0.320278731629285,2.28591830658108,10.2177482333782,1,512
26.2816088521493,2.63156823348592,4.44657001894806,154.051379253441,0,-0.327515106769956,2.32267773933377,10.28906755979,1,513
26.2159179222385,2.63616103390725,4.44762951754712,154.028194375531,0,-0.334808739338916,2.3599607578671,10.3597018821072,1,514
26.1502396284915,2.64042673197906,4.44946679048148,154.005037524682,0,-0.342157000311288,2.39773626221217,10.4296769175974,1,515
26.0845773724918,2.6443089981713,4.45194082760531,153.98190538942,0,-0.349557260662195,2.43597315240007,10.4990183835287,1,516
26.0189345558226,2.64775150295393,4.45491061877278,153.958794658267,0,-0.35700689136676,2.47464032846192,10.5677519971688,1,517
25.9533145800672,2.65069791679692,4.45823515383803,153.935702019748,0,-0.364503263400105,2.51370669042881,10.6359034757855,1,518
25.8877208468091,2.65309191017023,4.46177342265525,153.912624162385,0,-0.372043747737353,2.55314113833185,10.7034985366467,1,519
25.8221567576314,2.65487715354381,4.46538441507861,153.889557774703,0,-0.379625715353627,2.59291257220214,10.7705628970202,1,520
25.7566256850456,2.65601616159358,4.46894174704838,153.866499131672,0,-0.387246372948522,2.63298430550924,10.8371243009174,1,521
25.691130885275,2.65654682581923,4.47237753884935,153.843442854049,0,-0.394902270119515,2.67329730547651,10.9032185993243,1,522
25.6256755854713,2.65652588192642,4.47563853685244,153.820383149039,0,-0.402589792188558,2.71378695276578,10.9688836699706,1,523
25.5602630127858,2.6560100656208,4.47867148742855,153.797314223845,0,-0.410305324477597,2.75438862803886,11.0341573905856,1,524
25.4948963943701,2.65505611260801,4.48142313694859,153.774230285673,0,-0.418045252308585,2.79503771195759,11.0990776388992,1,525
25.4295789573756,2.65372075859371,4.48384023178347,153.751125541725,0,-0.425805961003471,2.83566958518377,11.1636822926407,1,526
25.3643139289539,2.65206073928355,4.48586951830409,153.727994199207,0,-0.433583835884203,2.87621962837923,11.2280092295398,1,527
25.2991045046236,2.65015188894068,4.48746680244769,153.704830199944,0,-0.441375099574794,2.91661987893248,11.2920946084202,1,528
25.2339537533728,2.64814643605819,4.48862412841682,153.681626424246,0,-0.449175323907502,2.95678900113873,11.3559677124819,1,529
25.1688647125567,2.64621570768671,4.48934259998035,153.658375487044,0,-0.456979918016645,2.99664231601988,11.419656106019,1,530
25.1038404195305,2.64453103087683,4.48962332090716,153.63507000327,0,-0.464784291036543,3.03609514459784,11.4831873533258,1,531
25.0388839116495,2.64326373267916,4.48946739496611,153.611702587854,0,-0.472583852101517,3.07506280789449,11.5465890186965,1,532
24.9739982262688,2.64258514014431,4.48887592592608,153.588265855729,0,-0.480374010345885,3.11346062693175,11.609888666425,1,533
24.9091864007438,2.64266658032289,4.48785001755594,153.564752421825,0,-0.488150174903968,3.15120392273151,11.6731138608057,1,534
24.8444514828907,2.64366419479806,4.48640206806864,153.541154652796,0,-0.495907540624709,3.18821553820001,11.7362863292689,1,535
24.7797965623695,2.64567338328322,4.48458965345339,153.51746392218,0,-0.50364044521555,3.22444840378085,11.7994044517902,1,536
24.7152247393014,2.64877436002434,4.48248164414347,153.493671355238,0,-0.51134301209856,3.25986297180198,11.8624607714812,1,537
24.6507391138074,2.65304733926738,4.48014691057218,153.469768077231,0,-0.519009364695806,3.29441969459134,11.9254478314539,1,538
24.5863427860086,2.6585725352583,4.47765432317281,153.445745213419,0,-0.526633626429354,3.32807902447688,11.98835817482,1,539
24.522038856026,2.66543016224308,4.47507275237863,153.421593889063,0,-0.534209920721272,3.36080141378653,12.0511843446912,1,540
24.4578304239809,2.67370043446766,4.47247106862294,153.397305229423,0,-0.541732370993626,3.39254731484823,12.1139188841793,1,541
24.3937205899941,2.68346356617802,4.46991814233903,153.37287035976,0,-0.549195100668486,3.42327717998995,12.1765543363961,1,542
24.3297125062051,2.69478436079896,4.46749585128574,153.34828025135,0,-0.556591995330099,3.452956496037,12.2390724709776,1,543
24.2658095328259,2.7076659784706,4.46533810252419,153.323525259536,0,-0.56391598921145,3.48157088780428,12.3014119636558,1,544
24.2020150820871,2.72209616851193,4.46359181044105,153.298595585673,0,-0.571159778707704,3.5091110146041,12.3635007166873,1,545
24.1383325662189,2.73806268024191,4.46240388942299,153.273481431119,0,-0.578316060214026,3.53556753574874,12.4252666323282,1,546
24.0747653974517,2.75555326297951,4.4619212538567,153.248172997231,0,-0.585377530125584,3.5609311105505,12.4866376128351,1,547
24.0113169880159,2.7745556660437,4.46229081812884,153.222660485366,0,-0.592336884837542,3.58519239832167,12.5475415604643,1,548
23.947990750142,2.79505763875346,4.4636594966261,153.196934096882,0,-0.599186820745068,3.60834205837453,12.6079063774721,1,549
23.8847901633207,2.81703459437625,4.46617275329245,153.170983902343,0,-0.605919809232705,3.63037366471802,12.6676536570281,1,550
23.8217189760846,2.84041260197353,4.46997025030103,153.144799449144,0,-0.612527421642518,3.65129245014751,12.7266797559545,1,551
23.7587810042269,2.86510539455528,4.47519019938232,153.118370153885,0,-0.619001004305952,3.67110656215505,12.7848747219869,1,552
23.6959800635405,2.89102670513145,4.48197081226676,153.091685433169,0,-0.625331903554451,3.68982414823266,12.8421286028608,1,553
23.6333199698187,2.91809026671201,4.49045030068481,153.064734703598,0,-0.631511465719459,3.70745335587235,12.8983314463117,1,554
23.5708045388545,2.94620981230692,4.50076687636693,153.037507381772,0,-0.63753103713242,3.72400233256615,12.953373300075,1,555
23.5084375864409,2.97529907492613,4.51305875104356,153.009992884294,0,-0.643381964124777,3.73947922580609,13.0071442118863,1,556
23.446222971874,3.00527207229597,4.527433907081,152.982180192289,0,-0.649055311026657,3.75389443648565,13.0595413746224,1,557
23.384164728462,3.03604396100815,4.54387940938887,152.954056544975,0,-0.654541014162915,3.7672673791042,13.110490561725,1,558
23.322266933016,3.06753018237073,4.5623520935126,152.925608746091,0,-0.659828727857085,3.77961972156257,13.1599246917774,1,559
23.2605336623472,3.09964617769177,4.58280879499764,152.896823599379,0,-0.664908106432703,3.79097313176158,13.2077766833627,1,560
23.1989689932667,3.13230738827934,4.60520634938945,152.867687908581,0,-0.669768804213304,3.80134927760208,13.2539794550641,1,561
23.1375770025856,3.1654292554415,4.62950159223346,152.838188477435,0,-0.674400475522425,3.81076982698489,13.2984659254646,1,562
23.0763617671151,3.19892722048632,4.65565135907512,152.808312109685,0,-0.678792774683601,3.81925644781084,13.3411690131475,1,563
23.0153273636664,3.23271672472185,4.68361248545988,152.778045609069,0,-0.682935356020367,3.82683080798076,13.3820216366959,1,564
22.9544778270684,3.26670797103407,4.71333735593673,152.747375438075,0,-0.686817577793354,3.83351602862559,13.4209621670872,1,565
22.8938170242225,3.30079020862053,4.74476055106884,152.716286694168,0,-0.690427614011561,3.83934104379675,13.4579507848766,1,566
22.8333487800476,3.3348474482567,4.77781220042292,152.68476413356,0,-0.693753342621085,3.84433624077575,13.4929531230133,1,567
22.7730769194628,3.36876370071805,4.81242243356568,152.65279251246,0,-0.696782641568021,3.8485320068441,13.5259348144467,1,568
22.7130052673873,3.40242297678003,4.84852138006384,152.620356587081,0,-0.699503388798463,3.85195872928334,13.5568614921262,1,569
22.6531376487402,3.4357092872181,4.88603916948411,152.587441113633,0,-0.701903462258507,3.85464679537497,13.5856987890012,1,570
22.5934778884405,3.46850664280775,4.92490593139321,152.554030848326,0,-0.703970739894248,3.85662659240053,13.612412338021,1,571
22.5340297039748,3.50069214613552,4.96506417235554,152.520110337092,0,-0.705692835181009,3.85792985577296,13.636971701579,1,572
22.4747963830997,3.53211526703247,5.00650590692635,152.485663284733,0,-0.707056303711036,3.858593713431,13.6593621598445,1,573
22.4157811061393,3.56261856714073,5.04923552665855,152.450673185771,0,-0.7080474366058,3.85865664144483,13.6795729224307,1,574
22.3569870534175,3.59204460810244,5.09325742310507,152.415123534728,0,-0.708652524986774,3.85815711588463,13.6975931989511,1,575
22.2984174052585,3.62023595155975,5.13857598781885,152.378997826127,0,-0.708857859975431,3.85713361282056,13.7134121990189,1,576
22.2400753419863,3.64703515915479,5.18519561235282,152.342279554489,0,-0.708649732693243,3.85562460832282,13.7270191322473,1,577
22.1819640439249,3.6722847925297,5.23312068825989,152.304952214337,0,-0.708014434261684,3.85366857846156,13.7384032082498,1,578
22.1240865034039,3.69584778745488,5.28235024632278,152.266999176632,0,-0.706937945659654,3.8513001074645,13.7475645270345,1,579
22.0664449607743,3.71766857621365,5.33286187424325,152.228403318093,0,-0.705405007295769,3.8485382121895,13.7545467501895,1,580
22.0090414683929,3.73771196521759,5.38462779895285,152.18914739188,0,-0.703400049436075,3.84539801765195,13.7594044296975,1,581
21.9518780786163,3.75594276087825,5.43762024738311,152.149214151151,0,-0.700907502346616,3.84189464886724,13.7621921175417,1,582
21.8949568438011,3.77232576960721,5.49181144646557,152.108586349066,0,-0.697911796293437,3.83804323085077,13.7629643657048,1,583
21.838279816304,3.78682579781605,5.54717362313178,152.067246738784,0,-0.694397361542582,3.83385888861793,13.7617757261698,1,584
21.7818490484816,3.79940765191633,5.60367900431328,152.025178073462,0,-0.690348628360096,3.8293567471841,13.7586807509195,1,585
21.7256665926905,3.81003613831962,5.66129981694161,151.982363106261,0,-0.685750027012024,3.82455193156469,13.753733991937,1,586
21.6697343518294,3.81868256632329,5.71999580018397,151.938784564873,0,-0.680585691996127,3.81946007160585,13.7470009614183,1,587
21.6140536309655,3.82534425676786,5.77967674215028,151.894425075123,0,-0.67483857473704,3.81409881647684,13.7385910124122,1,588
21.5586255857079,3.83002503337966,5.84023994318613,151.84926723737,0,-0.66849133089111,3.80848632017767,13.7286244581804,1,589
