N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -1, 108, 11, 41, 5, 35, 0, 1, 
200, 8, -1, 108, 11, 41, 5, 35, 0, 1, 
200, 8, -2, 107, 11, 42, 5, 35, 1, 1, 
200, 8, -3, 105, 11, 44, 5, 35, 1, 2, 
200, 8, -4, 103, 11, 46, 5, 35, 1, 3, 
200, 8, -5, 94, 12, 54, 5, 35, 1, 4, 
200, 8, -4, 92, 13, 55, 5, 35, 1, 3, 
200, 8, -5, 91, 13, 56, 5, 35, 0, 5, 
200, 8, -6, 88, 14, 58, 5, 35, 0, 6, 
200, 8, -5, 86, 15, 59, 5, 35, 0, 5, 
200, 8, -5, 85, 15, 60, 5, 35, 0, 5, 
200, 8, -6, 85, 15, 60, 5, 35, 0, 6, 
200, 8, -4, 84, 15, 61, 5, 35, 0, 4, 
200, 8, -4, 81, 15, 64, 5, 35, 0, 4, 
200, 8, -4, 79, 15, 66, 5, 35, 0, 4, 
200, 8, -3, 70, 16, 74, 5, 35, 0, 3, 
200, 8, -2, 67, 17, 76, 5, 35, 0, 2, 
200, 8, -3, 66, 17, 77, 5, 35, 0, 3, 
200, 8, -4, 63, 18, 79, 5, 35, 0, 4, 
200, 8, -6, 61, 19, 80, 5, 35, 0, 6, 
200, 8, -5, 60, 19, 81, 5, 35, 0, 5, 
200, 8, -5, 60, 19, 81, 5, 35, 0, 5, 
200, 8, -4, 59, 19, 82, 5, 35, 0, 4, 
200, 8, -3, 56, 19, 85, 5, 35, 0, 3, 
200, 8, -2, 54, 19, 87, 5, 35, 0, 2, 
200, 8, -3, 45, 20, 95, 5, 35, 0, 3, 
200, 8, -4, 42, 21, 97, 5, 35, 0, 4, 
200, 8, -5, 41, 21, 98, 5, 35, 0, 5, 
200, 8, -5, 37, 22, 101, 5, 35, 0, 5, 
200, 8, -6, 34, 24, 102, 5, 35, 0, 6, 
200, 8, -5, 33, 24, 103, 5, 35, 0, 5, 
200, 8, -4, 33, 24, 103, 5, 35, 0, 4, 
200, 8, -3, 32, 24, 104, 5, 35, 0, 3, 
200, 8, -3, 30, 24, 106, 5, 35, 0, 3, 
200, 8, -1, 28, 24, 108, 5, 35, 0, 1, 
200, 8, -3, 21, 25, 114, 5, 35, 0, 3, 
200, 8, -3, 18, 26, 116, 5, 35, 0, 3, 
200, 8, -4, 16, 26, 118, 5, 35, 0, 4, 
200, 8, -3, 12, 27, 121, 5, 35, 0, 3, 
200, 8, -4, 8, 29, 123, 5, 35, 0, 4, 
200, 8, -2, 5, 29, 126, 5, 35, 0, 2, 
200, 8, -2, 5, 29, 126, 5, 35, 0, 2, 
200, 8, -2, 4, 29, 127, 5, 35, 0, 2, 
200, 8, -2, 1, 29, 130, 5, 35, 0, 2, 
