N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, 40, 160, 0, 0, 0, 0, 0, 0, 
200, 8, 26, 160, 0, 0, 3, 4, 3, 4, 
200, 8, 10, 160, 0, 0, 6, 9, 6, 9, 
200, 8, -6, 160, 0, 0, 10, 13, 10, 13, 
200, 8, -18, 160, 0, 0, 13, 16, 13, 16, 
200, 8, -18, 160, 0, 0, 13, 16, 13, 16, 
200, 8, -15, 160, 0, 0, 13, 18, 10, 14, 
200, 8, -12, 160, 0, 0, 14, 19, 9, 10, 
200, 8, -8, 160, 0, 0, 14, 21, 6, 7, 
200, 8, -7, 160, 0, 0, 15, 22, 4, 6, 
200, 8, -14, 160, 0, 0, 16, 23, 6, 9, 
200, 8, -13, 160, 0, 0, 14, 25, 7, 7, 
200, 8, -15, 160, 0, 0, 14, 26, 5, 10, 
200, 8, -13, 160, 0, 0, 14, 26, 4, 9, 
200, 8, -10, 160, 0, 0, 14, 26, 3, 7, 
200, 8, -6, 160, 0, 0, 13, 27, 1, 5, 
200, 8, -8, 160, 0, 0, 13, 27, 0, 8, 
200, 8, -8, 160, 0, 0, 13, 27, 2, 6, 
200, 8, -9, 160, 0, 0, 12, 28, 2, 7, 
200, 8, -10, 160, 0, 0, 12, 28, 2, 8, 
200, 8, -9, 160, 0, 0, 12, 28, 2, 7, 
200, 8, -7, 160, 0, 0, 12, 28, 2, 5, 
200, 8, -4, 160, 0, 0, 12, 28, 0, 4, 
200, 8, -5, 160, 0, 0, 12, 28, 0, 5, 
200, 8, -6, 160, 0, 0, 11, 29, 1, 5, 
200, 8, -7, 160, 0, 0, 11, 29, 1, 6, 
200, 8, -8, 160, 0, 0, 11, 29, 1, 7, 
200, 8, -7, 160, 0, 0, 11, 29, 1, 6, 
200, 8, -6, 159, 1, 0, 11, 29, 1, 5, 
200, 8, -4, 158, 1, 1, 10, 30, 0, 4, 
200, 8, -5, 158, 1, 1, 10, 30, 0, 5, 
200, 8, -4, 158, 1, 1, 10, 30, 0, 4, 
200, 8, -4, 157, 1, 2, 9, 31, 0, 4, 
200, 8, -5, 156, 2, 2, 9, 31, 0, 5, 
200, 8, -5, 156, 2, 2, 9, 31, 0, 5, 
200, 8, -8, 155, 2, 3, 8, 32, 2, 6, 
200, 8, -9, 153, 2, 5, 8, 32, 2, 7, 
200, 8, -11, 152, 3, 5, 8, 32, 2, 9, 
200, 8, -11, 149, 4, 7, 8, 32, 2, 9, 
200, 8, -12, 148, 4, 8, 8, 32, 2, 10, 
200, 8, -9, 147, 5, 8, 7, 33, 0, 9, 
200, 8, -9, 147, 5, 8, 7, 33, 1, 8, 
200, 8, -8, 144, 5, 11, 7, 33, 1, 7, 
200, 8, -7, 143, 6, 11, 7, 33, 1, 6, 
200, 8, -6, 143, 6, 11, 7, 33, 1, 5, 
200, 8, -4, 142, 6, 12, 7, 33, 1, 3, 
200, 8, -3, 140, 6, 14, 7, 33, 0, 3, 
200, 8, -2, 139, 7, 14, 7, 33, 0, 2, 
200, 8, -1, 137, 8, 15, 6, 33, 0, 2, 
200, 8, -3, 136, 8, 16, 6, 33, 0, 4, 
200, 8, -4, 135, 9, 16, 6, 33, 1, 4, 
200, 8, -3, 134, 10, 16, 6, 33, 1, 3, 
200, 8, -4, 129, 10, 21, 6, 33, 1, 4, 
200, 8, -6, 128, 11, 21, 6, 33, 1, 6, 
200, 8, -4, 128, 11, 21, 6, 33, 1, 4, 
200, 8, -3, 125, 11, 24, 6, 33, 0, 4, 
200, 8, -5, 123, 11, 26, 6, 33, 0, 6, 
200, 8, -5, 122, 12, 26, 6, 33, 0, 6, 
200, 8, -2, 119, 13, 28, 6, 33, 0, 3, 
200, 8, -4, 118, 13, 29, 6, 33, 0, 5, 
200, 8, -4, 118, 13, 29, 6, 33, 0, 5, 
200, 8, -3, 117, 14, 29, 6, 33, 0, 4, 
200, 8, -2, 111, 14, 35, 7, 32, 0, 3, 
200, 8, -4, 110, 15, 35, 6, 33, 1, 4, 
200, 8, -3, 110, 15, 35, 6, 33, 1, 3, 
200, 8, -3, 107, 15, 38, 6, 33, 1, 3, 
200, 8, -2, 106, 15, 39, 6, 33, 1, 2, 
200, 8, -4, 105, 16, 39, 6, 33, 1, 4, 
200, 8, -4, 102, 17, 41, 6, 33, 1, 4, 
200, 8, -3, 101, 17, 42, 6, 33, 1, 3, 
200, 8, -3, 100, 18, 42, 6, 33, 1, 3, 
200, 8, -4, 97, 19, 44, 6, 33, 1, 4, 
200, 8, -2, 91, 19, 50, 6, 33, 1, 2, 
200, 8, 0, 90, 19, 51, 6, 33, 0, 1, 
200, 8, -1, 90, 19, 51, 6, 33, 0, 2, 
200, 8, -3, 86, 19, 55, 6, 33, 0, 4, 
200, 8, -2, 85, 19, 56, 6, 33, 0, 3, 
200, 8, -2, 85, 19, 56, 6, 33, 0, 3, 
200, 8, -3, 83, 19, 58, 6, 33, 0, 4, 
200, 8, -2, 82, 19, 59, 6, 33, 0, 3, 
200, 8, 0, 79, 20, 61, 6, 33, 0, 1, 
200, 8, 0, 74, 21, 65, 6, 33, 0, 1, 
200, 8, -1, 67, 22, 71, 6, 33, 0, 2, 
200, 8, 0, 66, 22, 72, 6, 33, 0, 1, 
200, 8, -1, 66, 22, 72, 6, 33, 0, 2, 
200, 8, -2, 62, 22, 76, 6, 33, 0, 3, 
200, 8, -2, 61, 22, 77, 6, 33, 0, 3, 
200, 8, -1, 61, 22, 77, 6, 33, 0, 2, 
200, 8, -1, 57, 23, 80, 6, 33, 0, 2, 
200, 8, 0, 56, 23, 81, 6, 33, 0, 1, 
200, 8, 1, 54, 23, 83, 6, 33, 0, 0, 
200, 8, -1, 51, 24, 85, 6, 33, 0, 2, 
200, 8, -3, 42, 25, 93, 6, 33, 0, 4, 
200, 8, -5, 40, 26, 94, 6, 33, 0, 6, 
200, 8, -6, 40, 26, 94, 6, 33, 0, 7, 
200, 8, -6, 36, 26, 98, 6, 33, 0, 7, 
200, 8, -4, 34, 26, 100, 6, 33, 0, 5, 
200, 8, -2, 34, 26, 100, 6, 33, 0, 3, 
200, 8, 0, 32, 26, 102, 6, 33, 0, 1, 
200, 8, 1, 31, 26, 103, 6, 33, 0, 0, 
200, 8, 1, 29, 27, 104, 6, 33, 0, 0, 
200, 8, 1, 27, 28, 105, 6, 33, 0, 0, 
200, 8, 0, 18, 29, 113, 6, 33, 0, 1, 
200, 8, -2, 16, 30, 114, 6, 33, 1, 2, 
200, 8, -2, 16, 30, 114, 6, 33, 1, 2, 
200, 8, -2, 11, 30, 119, 6, 33, 1, 2, 
200, 8, -3, 7, 30, 123, 6, 33, 2, 2, 
200, 8, -2, 7, 30, 123, 6, 33, 2, 1, 
200, 8, -1, 3, 31, 126, 6, 33, 1, 1, 
200, 8, -2, 2, 31, 127, 6, 33, 1, 2, 
