N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, 40, 160, 0, 0, 0, 0, 0, 0, 
200, 8, 20, 160, 0, 0, 4, 6, 4, 6, 
200, 8, 4, 160, 0, 0, 9, 9, 9, 9, 
200, 8, -10, 160, 0, 0, 12, 13, 12, 13, 
200, 8, -14, 160, 0, 0, 14, 13, 14, 13, 
200, 8, -20, 160, 0, 0, 16, 14, 16, 14, 
200, 8, -14, 160, 0, 0, 16, 16, 12, 10, 
200, 8, -14, 160, 0, 0, 19, 17, 10, 8, 
200, 8, -9, 160, 0, 0, 20, 17, 8, 4, 
200, 8, -7, 160, 0, 0, 19, 18, 6, 4, 
200, 8, -8, 160, 0, 0, 20, 18, 5, 5, 
200, 8, -6, 160, 0, 0, 20, 18, 5, 3, 
200, 8, -4, 160, 0, 0, 20, 19, 2, 3, 
200, 8, -6, 160, 0, 0, 20, 20, 3, 3, 
200, 8, -7, 160, 0, 0, 20, 20, 3, 4, 
200, 8, -5, 160, 0, 0, 19, 21, 3, 2, 
200, 8, -6, 160, 0, 0, 19, 21, 3, 3, 
200, 8, -6, 160, 0, 0, 19, 21, 3, 3, 
200, 8, -6, 160, 0, 0, 19, 21, 1, 5, 
200, 8, -6, 160, 0, 0, 18, 22, 2, 4, 
200, 8, -7, 160, 0, 0, 17, 23, 2, 5, 
200, 8, -7, 160, 0, 0, 17, 23, 2, 5, 
200, 8, -6, 160, 0, 0, 17, 23, 2, 4, 
200, 8, -6, 160, 0, 0, 17, 23, 4, 2, 
200, 8, -5, 160, 0, 0, 17, 23, 3, 2, 
200, 8, -3, 160, 0, 0, 17, 23, 2, 1, 
200, 8, -2, 160, 0, 0, 17, 23, 2, 0, 
200, 8, -3, 160, 0, 0, 17, 23, 2, 1, 
200, 8, -3, 158, 2, 0, 17, 23, 0, 3, 
200, 8, -3, 158, 2, 0, 16, 24, 0, 3, 
200, 8, -5, 157, 2, 1, 16, 24, 1, 4, 
200, 8, -6, 157, 2, 1, 16, 24, 1, 5, 
200, 8, -6, 156, 2, 2, 16, 24, 1, 5, 
