N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -6, 155, 2, 3, 16, 24, 1, 5, 
200, 8, -7, 155, 2, 3, 16, 24, 1, 6, 
200, 8, -6, 153, 4, 3, 16, 24, 0, 6, 
200, 8, -6, 153, 4, 3, 16, 24, 0, 6, 
200, 8, -5, 153, 4, 3, 16, 24, 0, 5, 
200, 8, -3, 150, 7, 3, 16, 24, 0, 3, 
200, 8, -3, 149, 7, 4, 16, 24, 0, 3, 
200, 8, -2, 148, 7, 5, 16, 24, 0, 2, 
200, 8, -3, 148, 7, 5, 16, 24, 0, 3, 
200, 8, -5, 147, 7, 6, 16, 24, 0, 5, 
200, 8, -5, 146, 7, 7, 15, 25, 0, 5, 
200, 8, -5, 146, 7, 7, 15, 25, 0, 5, 
200, 8, -8, 144, 9, 7, 15, 25, 0, 8, 
200, 8, -8, 143, 9, 8, 15, 25, 1, 7, 
200, 8, -6, 142, 9, 9, 15, 25, 1, 5, 
200, 8, -6, 139, 12, 9, 15, 25, 1, 5, 
200, 8, -7, 138, 12, 10, 14, 26, 2, 5, 
200, 8, -5, 137, 12, 11, 14, 26, 2, 3, 
200, 8, -3, 136, 13, 11, 14, 26, 1, 2, 
200, 8, -3, 135, 13, 12, 14, 26, 1, 2, 
200, 8, -5, 134, 13, 13, 14, 26, 1, 4, 
200, 8, -3, 134, 13, 13, 14, 26, 0, 3, 
200, 8, -2, 132, 14, 14, 14, 26, 0, 2, 
200, 8, -3, 129, 14, 17, 11, 29, 0, 3, 
200, 8, -7, 128, 14, 18, 10, 30, 0, 7, 
200, 8, -7, 125, 17, 18, 10, 30, 0, 7, 
200, 8, -7, 124, 17, 19, 10, 30, 0, 7, 
200, 8, -7, 121, 18, 21, 10, 30, 0, 7, 
200, 8, -6, 120, 19, 21, 10, 30, 0, 6, 
200, 8, -3, 120, 19, 21, 10, 30, 1, 2, 
200, 8, -1, 119, 19, 22, 10, 30, 1, 0, 
200, 8, -2, 118, 19, 23, 10, 30, 1, 1, 
200, 8, -2, 117, 20, 23, 10, 30, 1, 1, 
200, 8, -4, 114, 20, 26, 9, 30, 2, 3, 
200, 8, -3, 112, 20, 28, 9, 30, 1, 3, 
200, 8, -3, 108, 23, 29, 10, 29, 1, 3, 
200, 8, -5, 107, 23, 30, 10, 29, 2, 4, 
200, 8, -5, 102, 24, 34, 10, 29, 2, 4, 
200, 8, -2, 101, 25, 34, 10, 29, 1, 2, 
200, 8, -2, 100, 25, 35, 10, 29, 1, 2, 
200, 8, -4, 99, 25, 36, 10, 29, 1, 4, 
200, 8, -2, 98, 25, 37, 10, 29, 1, 2, 
200, 8, -2, 98, 25, 37, 10, 29, 1, 2, 
200, 8, -2, 94, 25, 41, 10, 29, 1, 2, 
200, 8, -2, 92, 25, 43, 10, 29, 1, 2, 
200, 8, 0, 88, 28, 44, 10, 29, 1, 0, 
200, 8, 0, 87, 28, 45, 10, 29, 0, 1, 
200, 8, 0, 81, 30, 49, 10, 29, 0, 1, 
200, 8, 0, 80, 31, 49, 10, 29, 0, 1, 
200, 8, 0, 79, 31, 50, 9, 30, 0, 1, 
200, 8, -2, 78, 31, 51, 9, 30, 0, 3, 
200, 8, -1, 77, 31, 52, 9, 30, 0, 2, 
200, 8, -2, 76, 31, 53, 9, 30, 0, 3, 
200, 8, -2, 72, 31, 57, 9, 30, 0, 3, 
200, 8, -2, 70, 31, 59, 8, 31, 0, 3, 
200, 8, -2, 66, 34, 60, 7, 32, 0, 3, 
200, 8, -5, 65, 34, 61, 7, 32, 1, 5, 
200, 8, -4, 59, 36, 65, 7, 32, 1, 4, 
200, 8, -4, 58, 37, 65, 6, 32, 1, 5, 
200, 8, -4, 57, 37, 66, 6, 32, 1, 5, 
200, 8, -2, 56, 37, 67, 6, 32, 1, 3, 
200, 8, 0, 54, 37, 69, 6, 32, 1, 1, 
200, 8, 0, 52, 37, 71, 5, 33, 1, 1, 
200, 8, -2, 48, 37, 75, 5, 33, 1, 3, 
200, 8, -3, 46, 37, 77, 5, 33, 1, 4, 
200, 8, -3, 44, 38, 78, 5, 33, 1, 4, 
200, 8, -4, 43, 38, 79, 5, 33, 1, 5, 
200, 8, -5, 38, 39, 83, 5, 33, 1, 6, 
200, 8, -2, 36, 40, 84, 5, 33, 1, 3, 
200, 8, -2, 35, 40, 85, 5, 33, 2, 2, 
200, 8, -3, 32, 40, 88, 5, 33, 2, 3, 
200, 8, -3, 30, 40, 90, 5, 33, 2, 3, 
200, 8, -2, 27, 40, 93, 5, 33, 2, 2, 
200, 8, -2, 23, 40, 97, 5, 33, 2, 2, 
200, 8, -2, 21, 40, 99, 5, 33, 1, 3, 
200, 8, -1, 19, 41, 100, 5, 33, 1, 2, 
200, 8, 0, 18, 41, 101, 5, 33, 0, 2, 
200, 8, 0, 13, 42, 105, 5, 33, 0, 2, 
200, 8, -1, 11, 43, 106, 5, 33, 0, 3, 
200, 8, -1, 10, 43, 107, 5, 33, 0, 3, 
200, 8, -1, 6, 44, 110, 5, 33, 0, 3, 
200, 8, -2, 3, 44, 113, 5, 33, 0, 4, 
