N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -8, 140, 7, 13, 9, 31, 0, 8, 
200, 8, -9, 136, 8, 16, 9, 31, 0, 9, 
200, 8, -9, 136, 8, 16, 9, 31, 0, 9, 
200, 8, -9, 134, 9, 17, 8, 32, 0, 9, 
200, 8, -10, 133, 9, 18, 8, 32, 0, 10, 
200, 8, -5, 131, 9, 20, 8, 32, 0, 5, 
200, 8, -5, 129, 10, 21, 8, 32, 0, 5, 
200, 8, -4, 128, 10, 22, 8, 32, 0, 4, 
200, 8, -5, 126, 11, 23, 8, 32, 0, 5, 
200, 8, -3, 124, 12, 24, 8, 32, 0, 3, 
200, 8, -4, 124, 12, 24, 8, 32, 0, 4, 
200, 8, -3, 120, 13, 27, 8, 32, 0, 3, 
200, 8, -2, 120, 13, 27, 8, 32, 0, 2, 
200, 8, -3, 118, 14, 28, 8, 32, 0, 3, 
200, 8, -4, 117, 14, 29, 8, 32, 0, 4, 
200, 8, -5, 115, 14, 31, 8, 32, 0, 5, 
200, 8, -6, 113, 15, 32, 8, 32, 0, 6, 
200, 8, -6, 112, 15, 33, 8, 32, 0, 6, 
200, 8, -5, 110, 16, 34, 8, 32, 0, 5, 
200, 8, -6, 108, 17, 35, 8, 32, 0, 6, 
200, 8, -4, 108, 17, 35, 7, 33, 0, 4, 
200, 8, -7, 104, 18, 38, 7, 33, 1, 6, 
200, 8, -7, 103, 18, 39, 7, 33, 1, 6, 
200, 8, -8, 102, 19, 39, 7, 33, 1, 7, 
200, 8, -6, 101, 19, 40, 7, 33, 1, 5, 
200, 8, -8, 99, 19, 42, 7, 33, 1, 7, 
200, 8, -4, 97, 20, 43, 7, 33, 0, 4, 
200, 8, -7, 96, 20, 44, 7, 33, 0, 7, 
200, 8, -5, 93, 21, 46, 7, 33, 0, 5, 
200, 8, -5, 91, 22, 47, 7, 33, 0, 5, 
200, 8, -5, 91, 22, 47, 7, 33, 1, 4, 
200, 8, -5, 86, 23, 51, 7, 33, 1, 4, 
200, 8, -4, 86, 23, 51, 7, 33, 1, 3, 
200, 8, -4, 85, 24, 51, 7, 33, 1, 3, 
200, 8, -6, 84, 24, 52, 7, 33, 1, 5, 
200, 8, -6, 82, 24, 54, 7, 33, 0, 6, 
200, 8, -6, 80, 25, 55, 7, 33, 0, 6, 
200, 8, -4, 78, 25, 57, 7, 33, 0, 4, 
200, 8, -4, 75, 26, 59, 7, 33, 0, 4, 
200, 8, -3, 74, 26, 60, 7, 33, 0, 3, 
200, 8, -2, 74, 26, 60, 7, 33, 0, 2, 
200, 8, -5, 69, 27, 64, 7, 33, 0, 5, 
200, 8, -5, 69, 27, 64, 7, 33, 0, 5, 
200, 8, -5, 68, 28, 64, 7, 33, 0, 5, 
200, 8, -6, 66, 29, 65, 7, 33, 1, 5, 
200, 8, -8, 64, 29, 67, 7, 33, 1, 7, 
200, 8, -6, 61, 30, 69, 7, 33, 1, 5, 
200, 8, -6, 59, 30, 71, 7, 33, 1, 5, 
200, 8, -8, 56, 31, 73, 7, 33, 1, 7, 
200, 8, -6, 55, 31, 74, 7, 33, 0, 6, 
200, 8, -3, 55, 31, 74, 7, 33, 0, 3, 
200, 8, -3, 50, 32, 78, 7, 33, 0, 3, 
200, 8, -2, 50, 32, 78, 7, 33, 0, 2, 
200, 8, 0, 49, 33, 78, 7, 33, 0, 0, 
200, 8, 0, 47, 34, 79, 7, 33, 0, 0, 
200, 8, 0, 45, 34, 81, 7, 33, 0, 0, 
200, 8, -1, 41, 35, 84, 7, 33, 0, 1, 
200, 8, -1, 39, 35, 86, 7, 33, 0, 1, 
200, 8, -3, 35, 36, 89, 7, 33, 0, 3, 
200, 8, -3, 33, 36, 91, 7, 33, 0, 3, 
200, 8, -3, 32, 36, 92, 7, 33, 0, 3, 
200, 8, -3, 27, 37, 96, 7, 33, 0, 3, 
200, 8, -4, 27, 37, 96, 7, 33, 0, 4, 
200, 8, -3, 26, 38, 96, 7, 33, 0, 3, 
200, 8, -3, 24, 39, 97, 7, 33, 0, 3, 
200, 8, -5, 22, 39, 99, 7, 33, 0, 5, 
200, 8, -6, 18, 40, 102, 7, 33, 0, 6, 
200, 8, -7, 16, 40, 104, 7, 33, 0, 7, 
200, 8, -6, 12, 41, 107, 7, 33, 0, 6, 
200, 8, -6, 7, 42, 111, 7, 33, 0, 6, 
200, 8, -6, 6, 42, 112, 7, 33, 0, 6, 
