N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, 40, 160, 0, 0, 0, 0, 0, 0, 
200, 8, 18, 160, 0, 0, 4, 7, 4, 7, 
200, 8, 10, 160, 0, 0, 5, 10, 5, 10, 
200, 8, -2, 160, 0, 0, 6, 15, 6, 15, 
200, 8, -14, 160, 0, 0, 11, 16, 11, 16, 
200, 8, -20, 160, 0, 0, 13, 17, 13, 17, 
200, 8, -11, 160, 0, 0, 14, 17, 10, 10, 
200, 8, -15, 160, 0, 0, 16, 19, 11, 9, 
200, 8, -11, 160, 0, 0, 17, 19, 11, 4, 
200, 8, -10, 160, 0, 0, 18, 20, 7, 5, 
200, 8, -10, 160, 0, 0, 19, 20, 6, 5, 
200, 8, -11, 160, 0, 0, 19, 20, 5, 7, 
200, 8, -8, 160, 0, 0, 19, 20, 3, 6, 
200, 8, -7, 160, 0, 0, 17, 22, 2, 6, 
200, 8, -7, 160, 0, 0, 16, 23, 1, 7, 
200, 8, -6, 160, 0, 0, 16, 23, 0, 7, 
200, 8, -6, 160, 0, 0, 16, 23, 0, 7, 
200, 8, -7, 160, 0, 0, 16, 24, 0, 7, 
200, 8, -9, 160, 0, 0, 16, 24, 0, 9, 
200, 8, -6, 160, 0, 0, 16, 24, 0, 6, 
200, 8, -10, 160, 0, 0, 16, 24, 1, 9, 
200, 8, -8, 160, 0, 0, 15, 25, 1, 7, 
200, 8, -9, 160, 0, 0, 15, 25, 1, 8, 
200, 8, -9, 160, 0, 0, 15, 25, 3, 6, 
200, 8, -9, 160, 0, 0, 15, 25, 3, 6, 
200, 8, -6, 160, 0, 0, 15, 25, 3, 3, 
200, 8, -7, 160, 0, 0, 15, 25, 3, 4, 
200, 8, -6, 160, 0, 0, 15, 25, 3, 3, 
200, 8, -6, 160, 0, 0, 15, 25, 1, 5, 
200, 8, -8, 160, 0, 0, 14, 26, 1, 7, 
200, 8, -10, 160, 0, 0, 14, 26, 1, 9, 
200, 8, -12, 160, 0, 0, 13, 27, 3, 9, 
