N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -1, 143, 6, 11, 16, 24, 1, 0, 
200, 8, -2, 143, 6, 11, 16, 24, 1, 1, 
200, 8, -3, 141, 6, 13, 15, 25, 1, 2, 
200, 8, -4, 139, 8, 13, 15, 25, 0, 4, 
200, 8, -6, 139, 8, 13, 15, 25, 1, 5, 
200, 8, -6, 139, 8, 13, 15, 25, 1, 5, 
200, 8, -7, 136, 9, 15, 15, 25, 2, 5, 
200, 8, -7, 135, 9, 16, 15, 25, 2, 5, 
200, 8, -5, 134, 9, 17, 15, 25, 2, 3, 
200, 8, -4, 133, 10, 17, 15, 25, 1, 3, 
200, 8, -4, 130, 11, 19, 15, 25, 1, 3, 
200, 8, -3, 128, 13, 19, 15, 25, 0, 3, 
200, 8, -2, 125, 14, 21, 14, 26, 0, 2, 
200, 8, -3, 122, 16, 22, 13, 27, 0, 3, 
200, 8, -3, 121, 16, 23, 13, 27, 0, 3, 
200, 8, -4, 121, 16, 23, 13, 27, 0, 4, 
200, 8, -3, 117, 17, 26, 13, 27, 0, 3, 
200, 8, -4, 115, 17, 28, 13, 27, 0, 4, 
200, 8, -3, 115, 17, 28, 13, 27, 0, 3, 
200, 8, -2, 114, 18, 28, 13, 27, 0, 2, 
200, 8, -3, 111, 19, 30, 13, 27, 1, 2, 
200, 8, -3, 109, 21, 30, 13, 27, 1, 2, 
200, 8, -2, 106, 22, 32, 12, 28, 1, 1, 
200, 8, -5, 101, 24, 35, 12, 28, 1, 4, 
200, 8, -5, 98, 24, 38, 12, 28, 1, 4, 
200, 8, -4, 97, 24, 39, 12, 28, 0, 4, 
200, 8, -5, 93, 26, 41, 11, 29, 1, 4, 
200, 8, -6, 91, 26, 43, 11, 29, 1, 5, 
200, 8, -4, 91, 26, 43, 11, 29, 1, 3, 
200, 8, -4, 90, 27, 43, 11, 29, 1, 3, 
200, 8, -4, 87, 28, 45, 11, 29, 1, 3, 
200, 8, -4, 84, 30, 46, 11, 29, 0, 4, 
200, 8, -4, 82, 30, 48, 11, 29, 1, 3, 
200, 8, -3, 77, 32, 51, 11, 29, 1, 2, 
200, 8, -4, 74, 32, 54, 11, 29, 1, 3, 
200, 8, -3, 73, 32, 55, 11, 29, 1, 2, 
200, 8, -3, 69, 34, 57, 11, 29, 1, 2, 
200, 8, -2, 65, 35, 60, 11, 29, 0, 2, 
200, 8, -2, 65, 35, 60, 11, 29, 0, 2, 
200, 8, 0, 64, 36, 60, 10, 29, 0, 1, 
200, 8, 0, 61, 37, 62, 10, 29, 0, 1, 
200, 8, 0, 58, 38, 64, 10, 29, 0, 1, 
200, 8, -2, 56, 38, 66, 10, 29, 1, 2, 
200, 8, -2, 50, 40, 70, 10, 29, 1, 2, 
200, 8, -3, 47, 40, 73, 10, 29, 1, 3, 
200, 8, -3, 46, 40, 74, 10, 29, 1, 3, 
200, 8, -2, 44, 41, 75, 10, 29, 1, 2, 
200, 8, 0, 40, 42, 78, 10, 29, 0, 1, 
200, 8, 0, 40, 42, 78, 10, 29, 0, 1, 
200, 8, 1, 38, 43, 79, 10, 29, 0, 0, 
200, 8, -1, 36, 44, 80, 10, 29, 1, 1, 
200, 8, -2, 32, 45, 83, 10, 29, 1, 2, 
200, 8, -3, 30, 45, 85, 10, 29, 1, 3, 
200, 8, -4, 26, 46, 88, 10, 29, 1, 4, 
200, 8, -5, 23, 46, 91, 10, 29, 1, 5, 
200, 8, -3, 21, 46, 93, 9, 30, 0, 4, 
200, 8, -3, 17, 48, 95, 9, 30, 0, 4, 
200, 8, -2, 13, 49, 98, 9, 30, 0, 3, 
200, 8, -1, 13, 49, 98, 9, 30, 0, 2, 
200, 8, 0, 11, 50, 99, 9, 30, 0, 1, 
200, 8, 0, 10, 51, 99, 9, 30, 0, 1, 
200, 8, 1, 6, 52, 102, 9, 30, 0, 0, 
200, 8, 1, 4, 52, 104, 9, 30, 0, 0, 
