N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -10, 157, 1, 2, 8, 32, 0, 10, 
200, 8, -10, 156, 1, 3, 8, 32, 0, 10, 
200, 8, -11, 154, 3, 3, 8, 32, 0, 11, 
200, 8, -9, 152, 3, 5, 8, 32, 0, 9, 
200, 8, -7, 152, 3, 5, 8, 32, 0, 7, 
200, 8, -6, 152, 3, 5, 8, 32, 0, 6, 
200, 8, -7, 151, 3, 6, 8, 32, 0, 7, 
200, 8, -6, 150, 3, 7, 7, 33, 0, 6, 
200, 8, -7, 150, 3, 7, 7, 33, 0, 7, 
200, 8, -6, 150, 3, 7, 7, 33, 1, 5, 
200, 8, -6, 150, 3, 7, 7, 33, 2, 4, 
200, 8, -5, 149, 3, 8, 7, 33, 2, 3, 
200, 8, -4, 147, 5, 8, 7, 33, 2, 2, 
200, 8, -7, 145, 5, 10, 7, 33, 2, 5, 
200, 8, -6, 145, 5, 10, 7, 33, 1, 5, 
200, 8, -6, 145, 5, 10, 7, 33, 0, 6, 
200, 8, -6, 144, 5, 11, 7, 33, 0, 6, 
200, 8, -6, 142, 5, 13, 7, 33, 0, 6, 
200, 8, -2, 140, 5, 15, 7, 33, 0, 2, 
200, 8, -2, 140, 5, 15, 7, 33, 0, 2, 
200, 8, -1, 138, 6, 16, 7, 33, 0, 1, 
200, 8, -3, 137, 6, 17, 7, 33, 0, 3, 
200, 8, -4, 135, 8, 17, 7, 33, 0, 4, 
200, 8, -3, 133, 8, 19, 7, 33, 0, 3, 
200, 8, -3, 132, 8, 20, 6, 33, 1, 3, 
200, 8, -4, 132, 8, 20, 6, 33, 1, 4, 
200, 8, -3, 130, 8, 22, 6, 33, 1, 3, 
200, 8, -3, 127, 8, 25, 5, 34, 1, 3, 
200, 8, -5, 125, 8, 27, 5, 34, 1, 5, 
200, 8, -6, 125, 8, 27, 5, 34, 1, 6, 
200, 8, -5, 122, 9, 29, 5, 34, 1, 5, 
200, 8, -4, 121, 9, 30, 5, 34, 1, 4, 
200, 8, -3, 119, 11, 30, 5, 34, 1, 3, 
200, 8, -3, 117, 11, 32, 5, 34, 1, 3, 
200, 8, -3, 115, 11, 34, 5, 34, 1, 3, 
200, 8, -4, 115, 11, 34, 5, 34, 1, 4, 
200, 8, -5, 113, 11, 36, 5, 34, 1, 5, 
200, 8, -5, 109, 11, 40, 5, 34, 1, 5, 
200, 8, -3, 107, 11, 42, 5, 34, 1, 3, 
200, 8, -3, 107, 11, 42, 5, 34, 0, 4, 
200, 8, -3, 103, 12, 45, 5, 34, 0, 4, 
200, 8, -3, 101, 12, 47, 5, 34, 0, 4, 
200, 8, -4, 98, 14, 48, 5, 34, 1, 4, 
200, 8, -4, 93, 14, 53, 5, 34, 1, 4, 
200, 8, -2, 92, 14, 54, 5, 34, 1, 2, 
200, 8, -2, 92, 14, 54, 5, 34, 1, 2, 
200, 8, -1, 90, 14, 56, 5, 34, 1, 1, 
200, 8, -3, 86, 14, 60, 5, 34, 0, 4, 
200, 8, -5, 84, 14, 62, 5, 34, 0, 6, 
200, 8, -7, 83, 14, 63, 5, 34, 0, 8, 
200, 8, -7, 79, 15, 66, 5, 34, 0, 8, 
200, 8, -7, 77, 15, 68, 5, 34, 0, 8, 
200, 8, -4, 74, 17, 69, 5, 34, 0, 5, 
200, 8, -2, 68, 18, 74, 5, 34, 0, 3, 
200, 8, -2, 67, 18, 75, 5, 34, 0, 3, 
200, 8, -1, 67, 18, 75, 5, 34, 0, 2, 
200, 8, -1, 65, 18, 77, 5, 34, 0, 2, 
200, 8, -2, 63, 18, 79, 5, 34, 0, 3, 
200, 8, -2, 61, 18, 81, 5, 34, 0, 3, 
200, 8, -2, 60, 18, 82, 5, 34, 0, 3, 
200, 8, -2, 56, 19, 85, 5, 34, 0, 3, 
200, 8, -2, 53, 19, 88, 5, 34, 0, 3, 
200, 8, -2, 48, 21, 91, 5, 34, 0, 3, 
200, 8, -3, 42, 22, 96, 5, 34, 0, 4, 
200, 8, -3, 41, 22, 97, 5, 34, 0, 4, 
200, 8, -4, 41, 22, 97, 5, 34, 0, 5, 
200, 8, -4, 39, 22, 99, 5, 34, 0, 5, 
200, 8, -4, 37, 22, 101, 5, 34, 0, 5, 
200, 8, -4, 35, 22, 103, 5, 34, 0, 5, 
200, 8, -2, 34, 22, 104, 5, 34, 0, 3, 
200, 8, -2, 30, 23, 107, 5, 34, 0, 3, 
200, 8, -2, 27, 23, 110, 5, 34, 0, 3, 
200, 8, -3, 22, 25, 113, 5, 34, 0, 4, 
200, 8, -2, 15, 26, 119, 5, 34, 0, 3, 
200, 8, -3, 14, 26, 120, 5, 34, 0, 4, 
200, 8, -2, 14, 26, 120, 5, 34, 0, 3, 
200, 8, -2, 12, 26, 122, 5, 34, 0, 3, 
200, 8, 0, 10, 26, 124, 5, 34, 0, 1, 
200, 8, -1, 8, 26, 126, 5, 34, 0, 2, 
200, 8, 0, 7, 26, 127, 5, 34, 0, 1, 
200, 8, 0, 4, 26, 130, 5, 34, 0, 1, 
200, 8, -1, 1, 26, 133, 5, 34, 0, 2, 
