N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -2, 154, 0, 6, 10, 30, 1, 1, 
200, 8, -1, 152, 0, 8, 10, 30, 1, 0, 
200, 8, 0, 152, 0, 8, 10, 30, 0, 0, 
200, 8, 0, 150, 0, 10, 10, 30, 0, 0, 
200, 8, 0, 150, 0, 10, 10, 30, 0, 0, 
200, 8, -1, 149, 0, 11, 10, 30, 0, 1, 
200, 8, -3, 148, 0, 12, 9, 31, 0, 3, 
200, 8, -6, 147, 0, 13, 9, 31, 0, 6, 
200, 8, -6, 145, 0, 15, 7, 33, 0, 6, 
200, 8, -9, 145, 0, 15, 7, 33, 0, 9, 
200, 8, -9, 145, 0, 15, 7, 33, 0, 9, 
200, 8, -7, 141, 1, 18, 7, 33, 0, 7, 
200, 8, -5, 141, 1, 18, 7, 33, 0, 5, 
200, 8, -5, 139, 1, 20, 7, 33, 0, 5, 
200, 8, -3, 139, 1, 20, 7, 33, 0, 3, 
200, 8, -3, 138, 1, 21, 7, 33, 0, 3, 
200, 8, -4, 135, 2, 23, 7, 33, 0, 4, 
200, 8, -3, 134, 2, 24, 7, 33, 0, 3, 
200, 8, -3, 132, 2, 26, 7, 33, 0, 3, 
200, 8, -2, 132, 2, 26, 7, 33, 0, 2, 
200, 8, -3, 132, 2, 26, 7, 33, 1, 2, 
200, 8, -3, 128, 2, 30, 7, 33, 1, 2, 
200, 8, -5, 128, 2, 30, 7, 33, 1, 4, 
200, 8, -7, 126, 2, 32, 7, 33, 1, 6, 
200, 8, -8, 126, 2, 32, 7, 33, 1, 7, 
200, 8, -5, 125, 2, 33, 6, 33, 0, 6, 
200, 8, -4, 122, 2, 36, 6, 33, 0, 5, 
200, 8, -4, 120, 2, 38, 6, 33, 0, 5, 
200, 8, -5, 117, 2, 41, 6, 33, 1, 5, 
200, 8, -4, 117, 2, 41, 6, 33, 1, 4, 
200, 8, -6, 117, 2, 41, 6, 33, 1, 6, 
200, 8, -6, 114, 2, 44, 6, 33, 1, 6, 
200, 8, -4, 114, 2, 44, 6, 33, 1, 4, 
200, 8, -1, 112, 2, 46, 6, 33, 0, 2, 
200, 8, -1, 111, 2, 47, 6, 33, 0, 2, 
200, 8, 0, 108, 2, 50, 5, 34, 0, 1, 
200, 8, -2, 105, 2, 53, 5, 34, 0, 3, 
200, 8, -2, 103, 2, 55, 5, 34, 0, 3, 
200, 8, -3, 100, 2, 58, 5, 34, 0, 4, 
200, 8, -4, 100, 2, 58, 5, 34, 0, 5, 
200, 8, -3, 100, 2, 58, 5, 34, 0, 4, 
200, 8, -2, 96, 2, 62, 5, 34, 0, 3, 
200, 8, -4, 94, 2, 64, 5, 34, 1, 4, 
200, 8, -5, 92, 2, 66, 5, 34, 2, 4, 
200, 8, -6, 91, 2, 67, 5, 34, 2, 5, 
200, 8, -8, 88, 2, 70, 5, 34, 2, 7, 
200, 8, -10, 85, 2, 73, 5, 34, 2, 9, 
200, 8, -8, 83, 2, 75, 5, 34, 1, 8, 
200, 8, -6, 80, 2, 78, 5, 34, 0, 7, 
200, 8, -5, 80, 2, 78, 5, 34, 0, 6, 
200, 8, -3, 80, 2, 78, 5, 34, 0, 4, 
200, 8, 0, 75, 2, 83, 5, 34, 0, 1, 
200, 8, 0, 73, 2, 85, 5, 34, 0, 1, 
200, 8, -2, 72, 2, 86, 5, 34, 0, 3, 
200, 8, -3, 71, 2, 87, 5, 34, 0, 4, 
200, 8, -4, 68, 2, 90, 5, 34, 0, 5, 
200, 8, -4, 64, 2, 94, 5, 34, 0, 5, 
200, 8, -4, 62, 2, 96, 4, 35, 0, 5, 
200, 8, -3, 60, 2, 98, 4, 35, 0, 4, 
200, 8, -3, 60, 2, 98, 4, 35, 0, 4, 
200, 8, -2, 60, 2, 98, 4, 35, 0, 3, 
200, 8, -3, 55, 2, 103, 4, 35, 0, 4, 
200, 8, -6, 54, 2, 104, 4, 35, 1, 6, 
200, 8, -5, 51, 2, 107, 4, 35, 1, 5, 
200, 8, -4, 50, 2, 108, 4, 35, 1, 4, 
200, 8, -4, 47, 2, 111, 4, 35, 1, 4, 
200, 8, -4, 42, 2, 116, 4, 35, 1, 4, 
200, 8, -2, 38, 2, 120, 4, 35, 0, 3, 
200, 8, -3, 36, 2, 122, 4, 35, 0, 4, 
200, 8, -2, 35, 2, 123, 4, 35, 0, 3, 
200, 8, -3, 35, 2, 123, 4, 35, 0, 4, 
200, 8, -2, 31, 3, 126, 4, 35, 0, 3, 
200, 8, -3, 29, 4, 127, 4, 35, 0, 4, 
200, 8, -2, 27, 4, 129, 4, 35, 0, 3, 
200, 8, -2, 26, 4, 130, 4, 35, 0, 3, 
200, 8, -1, 24, 4, 132, 4, 35, 0, 2, 
200, 8, -2, 17, 4, 139, 3, 36, 0, 3, 
200, 8, -1, 13, 4, 143, 3, 36, 0, 2, 
200, 8, -3, 9, 4, 147, 3, 36, 0, 4, 
200, 8, -3, 8, 4, 148, 3, 36, 0, 4, 
200, 8, -4, 8, 4, 148, 3, 36, 0, 5, 
200, 8, -4, 5, 4, 151, 3, 36, 0, 5, 
200, 8, -3, 3, 5, 152, 3, 36, 0, 4, 
200, 8, -1, 1, 6, 153, 3, 36, 0, 2, 
