N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -9, 159, 1, 0, 10, 30, 0, 9, 
200, 8, -8, 158, 1, 1, 10, 30, 0, 8, 
200, 8, -11, 158, 1, 1, 10, 30, 1, 10, 
200, 8, -7, 158, 1, 1, 9, 31, 1, 6, 
200, 8, -8, 158, 1, 1, 9, 31, 1, 7, 
200, 8, -7, 156, 2, 2, 9, 31, 2, 5, 
200, 8, -6, 156, 2, 2, 9, 31, 2, 4, 
200, 8, -5, 156, 2, 2, 9, 31, 2, 3, 
200, 8, -7, 156, 2, 2, 9, 31, 2, 5, 
200, 8, -7, 155, 3, 2, 9, 31, 2, 5, 
200, 8, -5, 152, 3, 5, 9, 31, 1, 4, 
200, 8, -6, 152, 3, 5, 9, 31, 1, 5, 
200, 8, -5, 151, 3, 6, 9, 31, 0, 5, 
200, 8, -3, 150, 4, 6, 9, 31, 0, 3, 
200, 8, -3, 150, 4, 6, 9, 31, 0, 3, 
200, 8, -3, 148, 5, 7, 9, 31, 0, 3, 
200, 8, -3, 147, 5, 8, 9, 31, 0, 3, 
200, 8, -2, 147, 5, 8, 9, 31, 0, 2, 
200, 8, -2, 147, 5, 8, 9, 31, 0, 2, 
200, 8, -2, 146, 6, 8, 9, 31, 0, 2, 
200, 8, -3, 142, 6, 12, 9, 31, 0, 3, 
200, 8, -3, 140, 6, 14, 9, 31, 0, 3, 
200, 8, -3, 138, 6, 16, 9, 31, 0, 3, 
200, 8, -4, 137, 7, 16, 9, 31, 0, 4, 
200, 8, -3, 133, 8, 19, 9, 31, 0, 3, 
200, 8, -2, 131, 9, 20, 9, 31, 0, 2, 
200, 8, -1, 130, 9, 21, 9, 31, 0, 1, 
200, 8, -1, 130, 9, 21, 9, 31, 0, 1, 
200, 8, -2, 130, 9, 21, 9, 31, 0, 2, 
200, 8, -3, 128, 10, 22, 9, 31, 0, 3, 
200, 8, -3, 124, 10, 26, 9, 31, 0, 3, 
200, 8, -3, 122, 10, 28, 9, 31, 0, 3, 
200, 8, -4, 120, 10, 30, 9, 31, 0, 4, 
200, 8, -2, 119, 11, 30, 9, 31, 0, 2, 
200, 8, -1, 115, 12, 33, 9, 31, 0, 1, 
200, 8, -2, 113, 13, 34, 9, 31, 0, 2, 
200, 8, -3, 112, 13, 35, 9, 31, 0, 3, 
200, 8, -3, 111, 13, 36, 8, 32, 0, 3, 
200, 8, -4, 110, 13, 37, 8, 32, 0, 4, 
200, 8, -5, 108, 14, 38, 8, 32, 0, 5, 
200, 8, -4, 103, 14, 43, 8, 32, 0, 4, 
200, 8, -4, 102, 14, 44, 7, 33, 0, 4, 
200, 8, -5, 100, 14, 46, 7, 33, 0, 5, 
200, 8, -4, 99, 15, 46, 7, 33, 0, 4, 
200, 8, -4, 96, 16, 48, 7, 33, 1, 3, 
200, 8, -5, 93, 17, 50, 6, 34, 1, 4, 
200, 8, -7, 92, 17, 51, 6, 34, 1, 6, 
200, 8, -8, 90, 17, 53, 6, 34, 1, 7, 
200, 8, -9, 88, 17, 55, 6, 34, 1, 8, 
200, 8, -8, 85, 18, 57, 6, 34, 0, 8, 
200, 8, -7, 80, 18, 62, 6, 34, 0, 7, 
200, 8, -4, 79, 18, 63, 6, 34, 0, 4, 
200, 8, -1, 77, 18, 65, 6, 34, 0, 1, 
200, 8, 0, 76, 19, 65, 6, 34, 0, 0, 
200, 8, -2, 73, 20, 67, 6, 34, 0, 2, 
200, 8, -2, 71, 21, 68, 6, 34, 0, 2, 
200, 8, -2, 68, 21, 71, 6, 34, 0, 2, 
200, 8, -2, 66, 21, 73, 6, 34, 0, 2, 
200, 8, -4, 64, 21, 75, 6, 34, 0, 4, 
200, 8, -3, 61, 22, 77, 6, 34, 0, 3, 
200, 8, -4, 56, 22, 82, 6, 34, 0, 4, 
200, 8, -6, 55, 22, 83, 6, 34, 0, 6, 
200, 8, -6, 53, 22, 85, 6, 34, 0, 6, 
200, 8, -4, 52, 23, 85, 6, 34, 0, 4, 
200, 8, -3, 49, 24, 87, 6, 34, 0, 3, 
200, 8, -3, 45, 25, 90, 6, 34, 1, 2, 
200, 8, -3, 42, 25, 93, 6, 34, 1, 2, 
200, 8, -3, 40, 25, 95, 6, 34, 1, 2, 
200, 8, -4, 37, 25, 98, 6, 34, 1, 3, 
200, 8, -4, 34, 26, 100, 6, 34, 1, 3, 
200, 8, -3, 29, 26, 105, 6, 34, 0, 3, 
200, 8, -2, 27, 26, 107, 6, 34, 0, 2, 
200, 8, -2, 25, 26, 109, 6, 34, 0, 2, 
200, 8, -3, 24, 27, 109, 6, 34, 0, 3, 
200, 8, -3, 21, 28, 111, 6, 34, 0, 3, 
200, 8, -3, 16, 29, 115, 6, 34, 0, 3, 
200, 8, -2, 13, 29, 118, 6, 34, 0, 2, 
200, 8, -3, 11, 29, 120, 6, 34, 0, 3, 
200, 8, -1, 8, 29, 123, 6, 34, 0, 1, 
200, 8, -1, 5, 30, 125, 6, 34, 0, 1, 
200, 8, 0, 1, 30, 129, 5, 34, 0, 1, 
