N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -7, 151, 5, 4, 13, 27, 0, 7, 
200, 8, -7, 150, 6, 4, 13, 27, 1, 6, 
200, 8, -6, 149, 7, 4, 13, 27, 1, 5, 
200, 8, -7, 148, 7, 5, 13, 27, 1, 6, 
200, 8, -8, 146, 8, 6, 12, 28, 1, 7, 
200, 8, -7, 146, 8, 6, 12, 28, 1, 6, 
200, 8, -7, 145, 8, 7, 12, 28, 0, 7, 
200, 8, -6, 144, 8, 8, 12, 28, 0, 6, 
200, 8, -5, 144, 8, 8, 12, 28, 0, 5, 
200, 8, -5, 142, 9, 9, 11, 29, 0, 5, 
200, 8, -7, 142, 9, 9, 11, 29, 1, 6, 
200, 8, -6, 141, 10, 9, 11, 29, 1, 5, 
200, 8, -6, 139, 11, 10, 11, 29, 2, 4, 
200, 8, -6, 139, 11, 10, 11, 29, 2, 4, 
200, 8, -7, 137, 12, 11, 11, 29, 2, 5, 
200, 8, -5, 137, 12, 11, 11, 29, 1, 4, 
200, 8, -5, 136, 12, 12, 11, 29, 1, 4, 
200, 8, -5, 135, 12, 13, 11, 29, 0, 5, 
200, 8, -4, 133, 12, 15, 11, 29, 0, 4, 
200, 8, -2, 131, 13, 16, 10, 30, 0, 2, 
200, 8, -3, 129, 13, 18, 9, 31, 0, 3, 
200, 8, -8, 126, 14, 20, 8, 32, 1, 7, 
200, 8, -8, 124, 15, 21, 7, 33, 1, 7, 
200, 8, -9, 124, 15, 21, 7, 33, 1, 8, 
200, 8, -9, 122, 16, 22, 7, 33, 1, 8, 
200, 8, -7, 122, 16, 22, 7, 33, 1, 6, 
200, 8, -2, 120, 16, 24, 7, 33, 0, 2, 
200, 8, -2, 119, 16, 25, 7, 33, 0, 2, 
200, 8, -4, 117, 16, 27, 7, 33, 0, 4, 
200, 8, -5, 113, 17, 30, 7, 33, 0, 5, 
200, 8, -5, 111, 17, 32, 7, 33, 0, 5, 
200, 8, -5, 108, 18, 34, 7, 33, 0, 5, 
200, 8, -4, 106, 19, 35, 7, 33, 0, 4, 
200, 8, -2, 105, 19, 36, 7, 33, 0, 2, 
200, 8, -2, 103, 20, 37, 7, 33, 0, 2, 
200, 8, -2, 103, 20, 37, 6, 34, 0, 2, 
200, 8, -4, 102, 20, 38, 5, 35, 0, 4, 
200, 8, -5, 101, 20, 39, 5, 35, 0, 5, 
200, 8, -5, 99, 20, 41, 5, 35, 0, 5, 
200, 8, -4, 95, 21, 44, 5, 35, 0, 4, 
200, 8, -4, 93, 21, 46, 5, 35, 0, 4, 
200, 8, -2, 89, 22, 49, 5, 35, 0, 2, 
200, 8, -2, 84, 23, 53, 5, 35, 0, 2, 
200, 8, -1, 82, 24, 54, 5, 35, 0, 1, 
200, 8, -3, 80, 25, 55, 5, 35, 1, 2, 
200, 8, -5, 80, 25, 55, 5, 35, 1, 4, 
200, 8, -6, 78, 25, 57, 5, 35, 1, 5, 
200, 8, -5, 77, 25, 58, 5, 35, 1, 4, 
200, 8, -5, 75, 25, 60, 5, 35, 1, 4, 
200, 8, -3, 71, 26, 63, 5, 35, 0, 3, 
200, 8, -2, 69, 26, 65, 5, 35, 0, 2, 
200, 8, -1, 65, 27, 68, 5, 35, 0, 1, 
200, 8, -6, 60, 28, 72, 5, 35, 0, 6, 
200, 8, -6, 59, 28, 73, 5, 35, 0, 6, 
200, 8, -6, 57, 29, 74, 5, 35, 0, 6, 
200, 8, -5, 57, 29, 74, 5, 35, 0, 5, 
200, 8, -7, 55, 29, 76, 5, 35, 0, 7, 
200, 8, -2, 54, 29, 77, 5, 35, 0, 2, 
200, 8, -2, 51, 30, 79, 5, 35, 0, 2, 
200, 8, -2, 47, 31, 82, 5, 35, 0, 2, 
200, 8, -5, 45, 31, 84, 5, 35, 0, 5, 
200, 8, -3, 42, 32, 86, 5, 35, 0, 3, 
200, 8, -3, 38, 33, 89, 5, 35, 0, 3, 
200, 8, -3, 37, 33, 90, 5, 35, 0, 3, 
200, 8, -4, 34, 34, 92, 5, 35, 0, 4, 
200, 8, -1, 34, 34, 92, 5, 35, 0, 1, 
200, 8, -1, 31, 34, 95, 5, 35, 0, 1, 
200, 8, -2, 28, 34, 98, 5, 35, 0, 2, 
200, 8, -2, 25, 35, 100, 5, 35, 0, 2, 
200, 8, -1, 20, 36, 104, 5, 35, 0, 1, 
200, 8, -3, 18, 36, 106, 5, 35, 0, 3, 
200, 8, -4, 16, 37, 107, 5, 35, 0, 4, 
200, 8, -3, 12, 38, 110, 5, 35, 0, 3, 
200, 8, -3, 11, 38, 111, 5, 35, 0, 3, 
200, 8, -4, 7, 39, 114, 5, 35, 0, 4, 
200, 8, -3, 7, 39, 114, 5, 35, 0, 3, 
200, 8, -3, 3, 39, 118, 5, 35, 0, 3, 
