"S","A","R","P","C","dS","dA","dR","dP","dC","Q","N","uc_F","lc_f","mu","lmda","phi","kappa","epsilon","t"
12.43813,62.03373,0.02266,172.01514,0,5.33563,-5.90655,0.01184,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,2
17.77376,56.12718,0.0345,172.01514,0,4.82362,-5.34493000000001,0.01536,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,3
22.59738,50.78225,0.04986,172.01514,0,4.3603,-4.83694,0.0188,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,4
26.95768,45.94531,0.06866,172.01514,0,3.94097,-4.37751,0.02217,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,5
30.89865,41.5678,0.09083,172.01514,0,3.56145,-3.96198,0.02549,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,6
34.4601,37.60582,0.11632,172.01514,0,3.21794000000001,-3.5862,0.02879,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,7
37.67804,34.01962,0.14511,172.01514,0,2.90698,-3.24636,0.03207,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,8
40.58502,30.77326,0.17718,172.01514,0,2.62546,-2.93904,0.03536,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,9
43.21048,27.83422,0.21254,172.01514,0,2.37057,-2.66115,0.03866,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,10
45.58105,25.17307,0.2512,172.01514,0,2.13974,-2.40987,0.04199,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,11
47.72079,22.7632,0.29319,172.01514,0,1.93068,-2.18267,0.04534,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,12
49.65147,20.58053,0.33853,172.01514,0,1.7413,-1.97726,0.04874,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,13
51.39277,18.60327,0.38727,172.01514,0,1.56972,-1.79155,0.05218,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,14
52.96249,16.81172,0.43945,172.01514,0,1.41422,-1.62366,0.05565,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,15
54.37671,15.18806,0.4951,172.01514,0,1.27325,-1.47188,0.05918,0,0,3,247.81037,0.30586,0.14471,0.0952,0.05431,0.10966,6e-04,0.01,16
