"S","A","R","P","C","dS","dA","dR","dP","dC","Q","N","uc_F","lc_f","mu","lmda","phi","kappa","epsilon","t"
95.92388,0.00075,6.71331,130.33189,0,-0.0641200000000026,-0.00014,0.06419,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,70
95.85976,0.00061,6.7775,130.33189,0,-0.0640899999999931,-0.00012,0.0641400000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,71
95.79567,0.00049,6.84164,130.33189,0,-0.0640599999999978,-9e-05,0.0640900000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,72
95.73161,4e-04,6.90573,130.33189,0,-0.0640199999999993,-8e-05,0.0640399999999994,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,73
95.66759,0.00032,6.96977,130.33189,0,-0.063990000000004,-6e-05,0.0639900000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,74
95.6036,0.00026,7.03376,130.33189,0,-0.0639500000000055,-5e-05,0.0639500000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,75
95.53965,0.00021,7.09771,130.33189,0,-0.0639099999999928,-4e-05,0.0638999999999994,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,76
95.47574,0.00017,7.16161,130.33189,0,-0.0638700000000085,-3e-05,0.0638500000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,77
95.41187,0.00014,7.22546,130.33189,0,-0.0638299999999958,-3e-05,0.0638100000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,78
95.34804,0.00011,7.28927,130.33189,0,-0.0637899999999973,-2e-05,0.0637699999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,79
95.28425,9e-05,7.35304,130.33189,0,-0.0637499999999989,-1e-05,0.06372,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,80
95.2205,8e-05,7.41676,130.33189,0,-0.0637100000000004,-2e-05,0.0636799999999997,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,81
95.15679,6e-05,7.48044,130.33189,0,-0.0636700000000019,-1e-05,0.0636400000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,82
95.09312,5e-05,7.54408,130.33189,0,-0.0636300000000034,-1e-05,0.0635899999999996,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,83
95.02949,4e-05,7.60767,130.33189,0,-0.0635800000000017,-1e-05,0.0635500000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,84
94.96591,3e-05,7.67122,130.33189,0,-0.0635499999999922,0,0.0635000000000003,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,85
94.90236,3e-05,7.73472,130.33189,0,-0.0635000000000048,-1e-05,0.0634699999999997,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,86
94.83886,2e-05,7.79819,130.33189,0,-0.0634599999999921,0,0.0634199999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,87
94.7754,2e-05,7.86161,130.33189,0,-0.0634100000000046,-1e-05,0.0633699999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,88
94.71199,1e-05,7.92498,130.33189,0,-0.0633799999999951,0,0.0633400000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,89
94.64861,1e-05,7.98832,130.33189,0,-0.0633300000000077,0,0.0632900000000003,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,90
94.58528,1e-05,8.05161,130.33189,0,-0.063289999999995,0,0.06325,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,91
94.52199,1e-05,8.11486,130.33189,0,-0.0632499999999965,0,0.0632099999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,92
94.45874,1e-05,8.17807,130.33189,0,-0.0632100000000122,0,0.0631599999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,93
94.39553,1e-05,8.24123,130.33189,0,-0.0631599999999963,-1e-05,0.063130000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,94
94.33237,0,8.30436,130.33189,0,-0.0631199999999978,0,0.0630799999999994,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,95
94.26925,0,8.36744,130.33189,0,-0.0630799999999994,0,0.0630299999999995,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,96
94.20617,0,8.43047,130.33189,0,-0.0630400000000009,0,0.0630000000000006,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,97
94.14313,0,8.49347,130.33189,0,-0.0630000000000024,0,0.062949999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,98
94.08013,0,8.55642,130.33189,0,-0.0629500000000007,0,0.0629200000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,99
94.01718,0,8.61934,130.33189,0,-0.0629100000000022,0,0.0628600000000006,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,100
93.95427,0,8.6822,130.33189,0,-0.0628699999999895,0,0.0628299999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,101
93.8914,0,8.74503,130.33189,0,-0.0628300000000053,0,0.0627899999999997,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,102
93.82857,0,8.80782,130.33189,0,-0.0627800000000036,0,0.0627399999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,103
93.76579,0,8.87056,130.33189,0,-0.0627499999999941,0,0.0627000000000013,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,104
93.70304,0,8.93326,130.33189,0,-0.0627000000000066,0,0.0626599999999993,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,105
93.64034,0,8.99592,130.33189,0,-0.0626599999999939,0,0.0626200000000008,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,106
93.57768,0,9.05854,130.33189,0,-0.0626199999999955,0,0.0625699999999991,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,107
93.51506,0,9.12111,130.33189,0,-0.062570000000008,0,0.0625400000000003,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,108
93.45249,0,9.18365,130.33189,0,-0.0625299999999953,0,0.0624900000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,109
93.38996,0,9.24614,130.33189,0,-0.0625,0,0.0624500000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,110
93.32746,0,9.30859,130.33189,0,-0.0624499999999983,0,0.0624099999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,111
93.26501,0,9.371,130.33189,0,-0.0623999999999967,0,0.06236,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,112
93.20261,0,9.43336,130.33189,0,-0.0623700000000014,0,0.0623299999999993,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,113
93.14024,0,9.49569,130.33189,0,-0.0623300000000029,0,0.0622799999999994,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,114
93.07791,0,9.55797,130.33189,0,-0.0622800000000012,0,0.062240000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,115
93.01563,0,9.62021,130.33189,0,-0.0622400000000027,0,0.0622000000000007,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,116
92.95339,0,9.68241,130.33189,0,-0.0622000000000043,0,0.0621599999999987,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,117
92.89119,0,9.74457,130.33189,0,-0.0621599999999916,0,0.0621200000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,118
92.82903,0,9.80669,130.33189,0,-0.0621100000000041,0,0.0620700000000003,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,119
92.76692,0,9.86876,130.33189,0,-0.0620799999999946,0,0.0620399999999997,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,120
92.70484,0,9.9308,130.33189,0,-0.0620300000000071,0,0.0619899999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,121
92.64281,0,9.99279,130.33189,0,-0.0619899999999944,0,0.0619500000000013,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,122
92.58082,0,10.05474,130.33189,0,-0.061949999999996,0,0.0619099999999992,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,123
92.51887,0,10.11665,130.33189,0,-0.0619100000000117,0,0.0618599999999994,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,124
92.45696,0,10.17851,130.33189,0,-0.061869999999999,0,0.0618300000000005,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,125
92.39509,0,10.24034,130.33189,0,-0.0618300000000005,0,0.0617900000000002,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,126
92.33326,0,10.30213,130.33189,0,-0.0617799999999988,0,0.0617400000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,127
92.27148,0,10.36387,130.33189,0,-0.0617400000000004,0,0.0617000000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,128
92.20974,0,10.42557,130.33189,0,-0.0617099999999908,0,0.0616599999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,129
92.14803,0,10.48723,130.33189,0,-0.0616600000000034,0,0.0616199999999996,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,130
92.08637,0,10.54885,130.33189,0,-0.0616200000000049,0,0.0615799999999993,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,131
92.02475,0,10.61043,130.33189,0,-0.0615799999999922,0,0.0615400000000008,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,132
91.96317,0,10.67197,130.33189,0,-0.0615300000000047,0,0.0614899999999992,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,133
91.90164,0,10.73346,130.33189,0,-0.0614999999999952,0,0.0614600000000003,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,134
91.84014,0,10.79492,130.33189,0,-0.0614500000000078,0,0.0614100000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,135
91.77869,0,10.85633,130.33189,0,-0.0614199999999983,0,0.0613700000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,136
91.71727,0,10.9177,130.33189,0,-0.0613699999999966,0,0.0613299999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,137
91.6559,0,10.97903,130.33189,0,-0.0613299999999981,0,0.0612899999999996,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,138
91.59457,0,11.04032,130.33189,0,-0.0612899999999996,0,0.0612500000000011,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,139
91.53328,0,11.10157,130.33189,0,-0.0612500000000011,0,0.0612099999999991,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,140
91.47203,0,11.16278,130.33189,0,-0.0612100000000027,0,0.0611700000000006,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,141
91.41082,0,11.22395,130.33189,0,-0.0611700000000042,0,0.0611300000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,142
91.34965,0,11.28508,130.33189,0,-0.0611200000000025,0,0.0610799999999987,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,143
91.28853,0,11.34616,130.33189,0,-0.061089999999993,0,0.0610499999999998,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,144
91.22744,0,11.40721,130.33189,0,-0.0610400000000055,0,0.0609999999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,145
91.1664,0,11.46821,130.33189,0,-0.061009999999996,0,0.0609600000000015,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,146
91.10539,0,11.52917,130.33189,0,-0.0609599999999944,0,0.060929999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,147
91.04443,0,11.5901,130.33189,0,-0.0609200000000101,0,0.0608800000000009,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,148
90.98351,0,11.65098,130.33189,0,-0.0608799999999974,0,0.0608399999999989,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,149
90.92263,0,11.71182,130.33189,0,-0.0608399999999989,0,0.0608000000000004,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,150
90.86179,0,11.77262,130.33189,0,-0.0608000000000004,0,0.0607600000000001,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,151
90.80099,0,11.83338,130.33189,0,-0.0607600000000019,0,0.0607199999999999,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,152
90.74023,0,11.8941,130.33189,0,-0.0607200000000034,0,0.06067,0,0,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,153
90.67951,0,11.95477,130.33189,0,-0.0606799999999907,0,0.0606399999999994,-2.38307999999999,2.37934,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,154
90.61883,0,12.01541,127.94881,2.37934,-0.173119999999997,0,0.172980000000001,-2.41061999999999,2.4066,12,246.00067,0.4702,0.13908,0.1117,0.07623,0.25161,0.00067,0.01,155
