"S","A","R","P","C","dS","dA","dR","dP","dC","Q","N","uc_F","lc_f","mu","lmda","phi","kappa","epsilon","t"
2.5614,34.43788,0.0126,220.38,0,2.36055,-2.55248,0.00445,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,1
4.92195,31.8854,0.01705,220.38,0,2.1838,-2.36375,0.00632,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,2
7.10575,29.52165,0.02337,220.38,0,2.02012,-2.18915,0.00824,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,3
9.12587,27.3325,0.03161,220.38,0,1.8685,-2.02766,0.01022,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,4
10.99437,25.30484,0.04183,220.38,0,1.72806,-1.8783,0.01226,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,5
12.72243,23.42654,0.05409,220.38,0,1.59795,-1.74018,0.0144,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,6
14.32038,21.68636,0.06849,220.38,0,1.47739,-1.61246,0.01662,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,7
15.79777,20.0739,0.08511,220.38,0,1.36566,-1.49439,0.01895,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,8
17.16343,18.57951,0.10406,220.38,0,1.26209,-1.38526,0.0214,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,9
18.42552,17.19425,0.12546,220.38,0,1.16607,-1.2844,0.02398,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,10
19.59159,15.90985,0.14944,220.38,0,1.07701,-1.19124,0.0267,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,11
20.6686,14.71861,0.17614,220.38,0,0.994389999999999,-1.10518,0.02958,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,12
21.66299,13.61343,0.20572,220.38,0,0.917719999999999,-1.02573,0.03262,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,13
22.58071,12.5877,0.23834,220.38,0,0.846520000000002,-0.95237,0.03583,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,14
23.42723,11.63533,0.27417,220.38,0,0.78041,-0.884679999999999,0.03924,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,15
24.20764,10.75065,0.31341,220.38,0,0.71894,-0.822240000000001,0.0428,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,16
24.92658,9.92841,0.35621,220.38,0,0.661809999999999,-0.76465,0.04657,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,17
25.58839,9.16376,0.40278,220.38,0,0.608629999999998,-0.711550000000001,0.0505,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,18
26.19702,8.45221,0.45328,220.38,0,0.559130000000003,-0.662579999999999,0.05459,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,19
26.75615,7.78963,0.50787,220.38,0,0.512989999999999,-0.61743,0.05884,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,20
27.26914,7.1722,0.56671,220.38,0,0.469989999999999,-0.57579,0.0631799999999999,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,21
27.73913,6.59641,0.62989,220.38,0,0.429860000000001,-0.53733,0.06759,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,22
28.16899,6.05908,0.69748,220.38,0,0.392379999999999,-0.501799999999999,0.07201,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,23
28.56137,5.55728,0.76949,220.38,0,0.35737,-0.46888,0.07639,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,24
28.91874,5.0884,0.84588,220.38,0,0.324660000000002,-0.43832,0.0806,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,25
29.2434,4.65008,0.92648,220.38,0,0.294069999999998,-0.40985,0.0845800000000001,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,26
29.53747,4.24023,1.01106,220.38,0,0.26548,-0.38318,0.0882099999999999,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,27
29.80295,3.85705,1.09927,220.38,0,0.238759999999999,-0.35811,0.0913600000000001,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,28
30.04171,3.49894,1.19063,220.38,0,0.213830000000002,-0.33435,0.0939399999999999,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,29
30.25554,3.16459,1.28457,220.38,0,0.19059,-0.31172,0.09581,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,30
30.44613,2.85287,1.38038,220.38,0,0.168970000000002,-0.29003,0.0968900000000001,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,31
30.6151,2.56284,1.47727,220.38,0,0.148909999999997,-0.26912,0.0971099999999998,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,32
30.76401,2.29372,1.57438,220.38,0,0.130370000000003,-0.24889,0.09643,0,0,3,257.59436,0.14447,0.14786,0.07409,0.08457,0.12869,0.00069,0.01,33
