"S","A","R","P","C","dS","dA","dR","dP","dC","Q","N","uc_F","lc_f","mu","lmda","phi","kappa","epsilon","t"
51.43489,67.70173,0.41877,133.54459,0,3.04363,-3.27956999999999,0.08126,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,12
54.47852,64.42216,0.50003,133.54459,0,2.89191,-3.13129000000001,0.0917,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,13
57.37043,61.29087,0.59173,133.54459,0,2.74698,-2.99115,0.10307,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,14
60.11741,58.29972,0.6948,133.54459,0,2.60847,-2.85884,0.11548,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,15
62.72588,55.44088,0.81028,133.54459,0,2.47603,-2.73406,0.12899,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,16
65.20191,52.70682,0.93927,133.54459,0,2.34929,-2.61654,0.14372,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,17
67.5512,50.09028,1.08299,133.54459,0,2.22791000000001,-2.50601,0.15973,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,18
69.77911,47.58427,1.24272,133.54459,0,2.11158999999999,-2.40221,0.1771,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,19
71.8907,45.18206,1.41982,133.54459,0,1.99998000000001,-2.30492,0.1959,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,20
73.89068,42.87714,1.61572,133.54459,0,1.89282,-2.21384999999999,0.2162,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,21
75.7835,40.66329,1.83192,133.54459,0,1.78979,-2.12877,0.23803,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,22
77.57329,38.53452,2.06995,133.54459,0,1.69062,-2.04941,0.26141,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,23
79.26391,36.48511,2.33136,133.54459,0,1.59505,-1.97546,0.28629,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,24
80.85896,34.50965,2.61765,133.54459,0,1.50285000000001,-1.90663,0.31264,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,25
82.36181,32.60302,2.93029,133.54459,0,1.41376,-1.84254,0.34029,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,26
83.77557,30.76048,3.27058,133.54459,0,1.32759,-1.7828,0.36907,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,27
85.10316,28.97768,3.63965,133.54459,0,1.24414999999999,-1.72691,0.39869,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,28
86.34731,27.25077,4.03834,133.54459,0,1.16328,-1.67439,0.42877,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,29
87.51059,25.57638,4.46711,133.54459,0,1.08484,-1.6246,0.45884,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,30
88.59543,23.95178,4.92595,133.54459,0,1.00874,-1.57687,0.48832,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,31
89.60417,22.37491,5.41427,133.54459,0,0.934910000000002,-1.53046,0.51654,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,32
90.53908,20.84445,5.93081,133.54459,0,0.863320000000002,-1.48458,0.54275,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,33
91.4024,19.35987,6.47356,133.54459,0,0.793980000000005,-1.43841,0.5661,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,34
92.19638,17.92146,7.03966,133.54459,0,0.726959999999991,-1.39113,0.585800000000001,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,35
92.92334,16.53033,7.62546,133.54459,0,0.662329999999997,-1.342,0.600999999999999,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,36
93.58567,15.18833,8.22646,133.54459,0,0.600210000000004,-1.29033,0.611040000000001,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,37
94.18588,13.898,8.8375,133.54459,0,0.54074,-1.23566,0.615349999999999,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,38
94.72662,12.66234,9.45285,133.54459,0,0.484090000000009,-1.17767,0.61359,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,39
95.21071,11.48467,10.06644,133.54459,0,0.430409999999995,-1.11632,0.60568,0,0,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,40
95.64112,10.36835,10.67212,133.54459,0,0.379850000000005,-1.05182,0.59183,-2.07326,2.07072,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,41
96.02097,9.31653,11.26395,131.47133,2.07072,0.219380000000001,-0.44524,0.20477,-2.10534999999999,2.10261,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,42
96.24035,8.87129,11.46872,129.36598,4.17333,0.196679999999986,-0.423970000000001,0.2072,-2.13744000000001,2.13447,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,43
96.43703,8.44732,11.67592,127.22854,6.3078,0.174940000000007,-0.40371,0.209620000000001,-2.16952999999999,2.16631,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,44
96.61197,8.04361,11.88554,125.05901,8.47411,0.154120000000006,-0.384409999999999,0.21204,-2.20155,2.19808,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,45
96.76609,7.6592,12.09758,122.85746,10.67219,0.13418999999999,-0.36604,0.21448,-2.23349,2.22974,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,46
96.90028,7.29316,12.31206,120.62397,12.90193,0.115090000000009,-0.34855,0.216899999999999,-2.26532,2.26124,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,47
97.01537,6.94461,12.52896,118.35865,15.16317,0.0967799999999954,-0.33189,0.219330000000001,-2.29698999999999,2.29258,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,48
97.11215,6.61272,12.74829,116.06166,17.45575,0.0792200000000065,-0.31603,0.221779999999999,-2.32844,2.32366,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,49
97.19137,6.29669,12.97007,113.73322,19.77941,0.0623899999999935,-0.30093,0.224209999999999,-2.35966000000001,2.35447,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,50
97.25376,5.99576,13.19428,111.37356,22.13388,0.0462399999999974,-0.28654,0.226650000000001,-2.39057,2.38495,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,51
97.3,5.70922,13.42093,108.98299,24.51883,0.0307400000000086,-0.27285,0.229089999999999,-2.42112,2.41501,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,52
97.33074,5.43637,13.65002,106.56187,26.93384,0.0158699999999925,-0.25981,0.231540000000001,-2.45126,2.44462,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,53
97.34661,5.17656,13.88156,104.11061,29.37846,0.00157000000000096,-0.2474,0.234,-2.48090999999999,2.4737,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,54
97.34818,4.92916,14.11556,101.6297,31.85216,-0.0121400000000023,-0.23557,0.23645,-2.51000999999999,2.50217,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,55
97.33604,4.69359,14.35201,99.11969,34.35433,-0.0253399999999999,-0.22431,0.238899999999999,-2.53848000000001,2.52995,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,56
97.3107,4.46928,14.59091,96.58121,36.88428,-0.0380099999999999,-0.21359,0.24136,-2.56622,2.55693,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,57
97.27269,4.25569,14.83227,94.01499,39.44121,-0.0502099999999928,-0.20338,0.243830000000001,-2.59316,2.58303,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,58
97.22248,4.05231,15.0761,91.42183,42.02424,-0.061940000000007,-0.19367,0.2463,-2.61917,2.60813,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,59
97.16054,3.85864,15.3224,88.80266,44.63237,-0.0732399999999984,-0.18441,0.248760000000001,-2.64415,2.63211,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,60
97.0873,3.67423,15.57116,86.15851,47.26448,-0.0841099999999955,-0.17559,0.25123,-2.66799,2.65482,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,61
97.00319,3.49864,15.82239,83.49052,49.9193,-0.0945899999999966,-0.16721,0.25371,-2.69052000000001,2.67613,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,62
96.9086,3.33143,16.0761,80.8,52.59543,-0.104680000000002,-0.15921,0.25619,-2.7116,2.69586,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,63
96.80392,3.17222,16.33229,78.0884,55.29129,-0.11442000000001,-0.1516,0.258669999999999,-2.73107999999999,2.71385,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,64
96.6895,3.02062,16.59096,75.35732,58.00514,-0.123809999999992,-0.14436,0.261140000000001,-2.74876,2.72987000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,65
96.56569,2.87626,16.8521,72.60856,60.73501,-0.132869999999997,-0.13746,0.263639999999999,-2.76442999999999,2.74371,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,66
96.43282,2.7388,17.11574,69.84413,63.47872,-0.141630000000006,-0.13089,0.266110000000001,-2.77787000000001,2.75513,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,67
96.29119,2.60791,17.38185,67.06626,66.23385,-0.150069999999999,-0.12464,0.268609999999999,-2.78883,2.76384999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,68
96.14112,2.48327,17.65046,64.27743,68.9977,-0.158249999999995,-0.11868,0.271090000000001,-2.79704,2.76957,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,69
95.98287,2.36459,17.92155,61.48039,71.76727,-0.166139999999999,-0.113,0.273579999999999,-2.8022,2.77197000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,70
95.81673,2.25159,18.19513,58.67819,74.53924,-0.173790000000011,-0.10761,0.276070000000001,-2.80396,2.77065999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,71
95.64294,2.14398,18.4712,55.87423,77.3099,-0.181179999999998,-0.10246,0.278549999999999,-2.80195,2.76527,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,72
95.46176,2.04152,18.74975,53.07228,80.07517,-0.188339999999997,-0.0975699999999997,0.28105,-2.79578,2.75534,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,73
95.27342,1.94395,19.0308,50.2765,82.83051,-0.195279999999997,-0.0929,0.283540000000002,-2.78499,2.74039999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,74
95.07814,1.85105,19.31434,47.49151,85.57091,-0.202010000000001,-0.08847,0.28603,-2.76912,2.71992,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,75
94.87613,1.76258,19.60037,44.72239,88.29083,-0.20853000000001,-0.08423,0.288509999999999,-2.74764,2.69336,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,76
94.6676,1.67835,19.88888,41.97475,90.98419,-0.214859999999987,-0.0802100000000001,0.291,-2.71997,2.66013,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,77
94.45274,1.59814,20.17988,39.25478,93.64432,-0.221000000000004,-0.0763799999999999,0.293479999999999,-2.68556,2.61962000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,78
94.23174,1.52176,20.47336,36.56922,96.26394,-0.226970000000009,-0.0727199999999999,0.295970000000001,-2.64377,2.57119,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,79
94.00477,1.44904,20.76933,33.92545,98.83513,-0.232769999999988,-0.0692600000000001,0.298439999999999,-2.59398,2.51423,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,80
93.772,1.37978,21.06777,31.33147,101.34936,-0.238399999999999,-0.0659400000000001,0.300920000000001,-2.53559,2.44817999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,81
93.5336,1.31384,21.36869,28.79588,103.79754,-0.243880000000004,-0.0627899999999999,0.30339,-2.46801,2.37251000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,82
93.28972,1.25105,21.67208,26.32787,106.17005,-0.249220000000008,-0.05979,0.305859999999999,-2.39075,2.28682999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,83
93.0405,1.19126,21.97794,23.93712,108.45688,-0.254419999999996,-0.0569299999999999,0.308319999999998,-2.30345,2.19098,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,84
92.78608,1.13433,22.28626,21.63367,110.64786,-0.259469999999993,-0.0542100000000001,0.310780000000001,-2.20592,2.08497000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,85
92.52661,1.08012,22.59704,19.42775,112.73283,-0.264400000000009,-0.05162,0.313230000000001,-2.09824,1.96921999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,86
92.26221,1.0285,22.91027,17.32951,114.70205,-0.269199999999998,-0.0491499999999999,0.31568,-1.9808,1.84448,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,87
91.99301,0.97935,23.22595,15.34871,116.54653,-0.273889999999994,-0.04681,0.31812,-1.85446,1.71203,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,88
91.71912,0.93254,23.54407,13.49425,118.25856,-0.278469999999999,-0.04456,0.320549999999997,-1.72045,1.57356,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,89
91.44065,0.88798,23.86462,11.7738,119.83212,-0.282930000000007,-0.04244,0.322970000000002,-1.58053,1.43127,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,90
91.15772,0.84554,24.18759,10.19327,121.26339,-0.287279999999996,-0.0404099999999999,0.325399999999998,-1.43693,1.28767999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,91
90.87044,0.80513,24.51299,8.75634,122.55107,-0.291539999999998,-0.03848,0.3278,-1.29216,1.14554000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,92
90.5789,0.76665,24.84079,7.46418,123.69661,-0.29571,-0.03664,0.330200000000001,-1.14902,1.00761999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,93
90.28319,0.73001,25.17099,6.31516,124.70423,-0.299770000000009,-0.0348900000000001,0.33258,-1.01027,0.876469999999998,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,94
89.98342,0.69512,25.50357,5.30489,125.5807,-0.303739999999991,-0.0332199999999999,0.334969999999998,-0.878430000000001,0.754250000000013,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,95
89.67968,0.6619,25.83854,4.42646,126.33495,-0.307640000000006,-0.03163,0.337330000000001,-0.755679999999999,0.642539999999997,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,96
89.37204,0.63027,26.17587,3.67078,126.97749,-0.311440000000005,-0.03012,0.339690000000001,-0.64354,0.542279999999991,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,97
89.0606,0.60015,26.51556,3.02724,127.51977,-0.315159999999992,-0.0286799999999999,0.342029999999998,-0.543,0.45384,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,98
88.74544,0.57147,26.85759,2.48424,127.97361,-0.318820000000002,-0.0273100000000001,0.344370000000001,-0.45433,0.377009999999999,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,99
88.42662,0.54416,27.20196,2.02991,128.35062,-0.322379999999995,-0.02601,0.346679999999999,-0.37734,0.311170000000004,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,100
88.10424,0.51815,27.54864,1.65257,128.66179,-0.325879999999998,-0.02476,0.348980000000001,-0.31138,0.255400000000009,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,101
87.77836,0.49339,27.89762,1.34119,128.91719,-0.329310000000007,-0.02358,0.35127,-0.25555,0.208660000000009,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,102
87.44905,0.46981,28.24889,1.08564,129.12585,-0.332660000000004,-0.02246,0.353539999999999,-0.20876,0.169809999999984,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,103
87.11639,0.44735,28.60243,0.87688,129.29566,-0.335949999999997,-0.02137,0.355800000000002,-0.16987,0.137750000000011,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,104
86.78044,0.42598,28.95823,0.70701,129.43341,-0.339179999999999,-0.02036,0.358029999999999,-0.13779,0.111439999999988,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,105
86.44126,0.40562,29.31626,0.56922,129.54485,-0.342339999999993,-0.01939,0.36026,-0.11147,0.0899799999999971,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,106
86.09892,0.38623,29.67652,0.45775,129.63483,-0.345440000000011,-0.01846,0.362469999999998,-0.08999,0.0725099999999941,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,107
85.75348,0.36777,30.03899,0.36776,129.70734,-0.348479999999995,-0.01757,0.364650000000001,-0.07252,0.0583600000000217,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,108
85.405,0.3502,30.40364,0.29524,129.7657,-0.35145,-0.01674,0.366810000000001,-0.05837,0.0469200000000001,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,109
85.05355,0.33346,30.77045,0.23687,129.81262,-0.354380000000006,-0.01594,0.368970000000001,-0.04692,0.0376799999999946,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,110
84.69917,0.31752,31.13942,0.18995,129.8503,-0.35723999999999,-0.01517,0.371089999999999,-0.03768,0.0302399999999921,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,111
84.34193,0.30235,31.51051,0.15227,129.88054,-0.360050000000001,-0.01445,0.373190000000001,-0.03025,0.0242599999999982,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,112
83.98188,0.2879,31.8837,0.12202,129.9048,-0.362800000000007,-0.01376,0.37528,-0.02426,0.0194600000000094,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,113
83.61908,0.27414,32.25898,0.09776,129.92426,-0.365499999999997,-0.0131,0.377330000000001,-0.01945,0.0155900000000031,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,114
83.25358,0.26104,32.63631,0.07831,129.93985,-0.36815,-0.01248,0.379379999999998,-0.0156,0.0124899999999855,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,115
82.88543,0.24856,33.01569,0.06271,129.95234,-0.370750000000001,-0.01187,0.381390000000003,-0.01249,0.0100099999999941,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,116
82.51468,0.23669,33.39708,0.05022,129.96235,-0.373289999999997,-0.01132,0.383369999999999,-0.01001,0.00802000000001613,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,117
82.14139,0.22537,33.78045,0.04021,129.97037,-0.375780000000006,-0.01077,0.385339999999999,-0.00801,0.00641999999999143,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,118
81.76561,0.2146,34.16579,0.0322,129.97679,-0.378219999999999,-0.01025,0.387279999999997,-0.00642,0.00514000000001147,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,119
81.38739,0.20435,34.55307,0.02578,129.98193,-0.380619999999993,-0.00977,0.389180000000003,-0.00514,0.00410999999999717,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,120
81.00677,0.19458,34.94225,0.02064,129.98604,-0.382959999999997,-0.0093,0.391079999999995,-0.00412,0.00329999999999586,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,121
80.62381,0.18528,35.33333,0.01652,129.98934,-0.385249999999999,-0.00885,0.392920000000004,-0.0033,0.00264000000001374,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,122
80.23856,0.17643,35.72625,0.01322,129.99198,-0.387500000000003,-0.00842999999999999,0.394759999999998,-0.00263,0.00210999999998762,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,123
79.85106,0.168,36.12101,0.01059,129.99409,-0.389700000000005,-0.00803000000000001,0.396550000000005,-0.00212,0.00168999999999642,11,255.66459,0.47766,0.13028,0.04779,0.10578,0.22948,0.00068,0.01,124
