"S","A","R","P","C","dS","dA","dR","dP","dC","Q","N","uc_F","lc_f","mu","lmda","phi","kappa","epsilon","t"
56.83099,0.15103,0.89482,168.93631,0,-0.00251999999999697,-0.03646,0.03039,0,0,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,27
56.82847,0.11457,0.92521,168.93631,0,-0.00786000000000087,-0.02789,0.02908,0,0,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,28
56.82061,0.08668,0.95429,168.93631,0,-0.0119200000000035,-0.02124,0.02802,0,0,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,29
56.80869,0.06544,0.98231,168.93631,0,-0.0149899999999974,-0.01611,0.0271699999999999,-0.106179999999995,0.10618,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,30
56.7937,0.04933,1.00948,168.83013,0.10618,-0.0239699999999985,-0.00944,0.03159,-0.109479999999991,0.10948,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,31
56.76973,0.03989,1.04107,168.72065,0.21566,-0.0256400000000028,-0.00764,0.0318000000000001,-0.112809999999996,0.11281,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,32
56.74409,0.03225,1.07287,168.60784,0.32847,-0.0270200000000003,-0.00617,0.0320100000000001,-0.116140000000001,0.11614,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,33
56.71707,0.02608,1.10488,168.4917,0.44461,-0.0281999999999982,-0.00499,0.0322199999999999,-0.11951000000002,0.11951,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,34
56.68887,0.02109,1.1371,168.37219,0.56412,-0.0291800000000038,-0.00404,0.03243,-0.122899999999987,0.1229,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,35
56.65969,0.01705,1.16953,168.24929,0.68702,-0.0300099999999972,-0.00326,0.03264,-0.126300000000015,0.1263,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,36
56.62968,0.01379,1.20217,168.12299,0.81332,-0.0307400000000015,-0.00264,0.03285,-0.129729999999995,0.12972,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,37
56.59894,0.01115,1.23502,167.99326,0.94304,-0.0313499999999962,-0.00213,0.0330699999999999,-0.133169999999978,0.13317,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,38
56.56759,0.00902,1.26809,167.86009,1.07621,-0.0319100000000034,-0.00173,0.03329,-0.13664,0.13664,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,39
56.53568,0.00729,1.30138,167.72345,1.21285,-0.0323799999999963,-0.00139,0.0335000000000001,-0.140130000000028,0.14013,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,40
56.5033,0.0059,1.33488,167.58332,1.35298,-0.032820000000001,-0.00113,0.0337099999999999,-0.143639999999976,0.14364,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,41
56.47048,0.00477,1.36859,167.43968,1.49662,-0.033210000000004,-0.00091,0.0339400000000001,-0.147170000000017,0.14717,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,42
56.43727,0.00386,1.40253,167.29251,1.64379,-0.0335800000000006,-0.00074,0.0341499999999999,-0.150720000000007,0.15072,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,43
56.40369,0.00312,1.43668,167.14179,1.79451,-0.0338999999999956,-6e-04,0.0343800000000001,-0.154299999999978,0.1543,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,44
56.36979,0.00252,1.47106,166.98749,1.94881,-0.0342200000000048,-0.00048,0.0345899999999999,-0.157890000000009,0.15789,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,45
56.33557,0.00204,1.50565,166.8296,2.1067,-0.0345200000000006,-0.00039,0.0348200000000001,-0.161509999999993,0.16151,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,46
56.30105,0.00165,1.54047,166.66809,2.26821,-0.0347999999999971,-0.00032,0.03504,-0.165140000000008,0.16514,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,47
56.26625,0.00133,1.57551,166.50295,2.43335,-0.0350800000000007,-0.00025,0.0352700000000001,-0.168810000000008,0.1688,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,48
56.23117,0.00108,1.61078,166.33414,2.60215,-0.0353399999999979,-0.00021,0.0354899999999998,-0.172489999999982,0.17249,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,49
56.19583,0.00087,1.64627,166.16165,2.77464,-0.0356000000000023,-0.00017,0.0357200000000002,-0.17619000000002,0.17619,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,50
56.16023,7e-04,1.68199,165.98546,2.95083,-0.0358499999999964,-0.00013,0.0359499999999999,-0.179909999999978,0.17991,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,51
56.12438,0.00057,1.71794,165.80555,3.13074,-0.0361100000000008,-0.00011,0.0361799999999999,-0.183660000000003,0.18366,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,52
56.08827,0.00046,1.75412,165.62189,3.3144,-0.0363499999999988,-9e-05,0.0364,-0.187440000000009,0.18743,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,53
56.05192,0.00037,1.79052,165.43445,3.50183,-0.0365900000000039,-7e-05,0.03664,-0.191219999999987,0.19122,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,54
56.01533,3e-04,1.82716,165.24323,3.69305,-0.036839999999998,-6e-05,0.0368700000000002,-0.195030000000003,0.19503,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,55
55.97849,0.00024,1.86403,165.0482,3.88808,-0.0370899999999992,-4e-05,0.0370999999999999,-0.198869999999999,0.19887,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,56
55.9414,2e-04,1.90113,164.84933,4.08695,-0.0373200000000011,-4e-05,0.0373399999999999,-0.202730000000003,0.20272,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,57
55.90408,0.00016,1.93847,164.6466,4.28967,-0.0375700000000023,-3e-05,0.0375800000000002,-0.206610000000012,0.20661,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,58
55.86651,0.00013,1.97605,164.43999,4.49628,-0.0377999999999972,-3e-05,0.0378100000000001,-0.210509999999999,0.21051,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,59
55.82871,1e-04,2.01386,164.22948,4.70679,-0.0380499999999984,-2e-05,0.0380499999999997,-0.214439999999996,0.21443,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,60
55.79066,8e-05,2.05191,164.01504,4.92122,-0.0382999999999996,-1e-05,0.0382800000000003,-0.218379999999996,0.21838,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,61
55.75236,7e-05,2.09019,163.79666,5.1396,-0.0385300000000015,-9.99999999999999e-06,0.0385299999999997,-0.222350000000006,0.22235,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,62
55.71383,6e-05,2.12872,163.57431,5.36195,-0.0387800000000027,-2e-05,0.03877,-0.226349999999996,0.22634,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,63
55.67505,4e-05,2.16749,163.34796,5.58829,-0.0390200000000007,0,0.0390200000000003,-0.23035999999999,0.23036,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,64
55.63603,4e-05,2.20651,163.1176,5.81865,-0.0392699999999948,-1e-05,0.03925,-0.234400000000022,0.23439,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,65
55.59676,3e-05,2.24576,162.8832,6.05304,-0.0395200000000031,-1e-05,0.0395099999999999,-0.238459999999975,0.23846,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,66
55.55724,2e-05,2.28527,162.64474,6.2915,-0.0397600000000011,0,0.0397399999999997,-0.242550000000023,0.24254,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,67
55.51748,2e-05,2.32501,162.40219,6.53404,-0.0400100000000023,0,0.04,-0.246649999999988,0.24665,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,68
55.47747,2e-05,2.36501,162.15554,6.78069,-0.0402599999999964,-1e-05,0.0402400000000003,-0.250779999999992,0.25077,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,69
55.43721,1e-05,2.40525,161.90476,7.03146,-0.0405099999999976,0,0.0404999999999998,-0.254940000000005,0.25493,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,70
55.3967,1e-05,2.44575,161.64982,7.28639,-0.0407600000000059,0,0.04074,-0.259109999999993,0.25911,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,71
55.35594,1e-05,2.48649,161.39071,7.5455,-0.04101,0,0.0409999999999999,-0.263310000000018,0.263310000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,72
55.31493,1e-05,2.52749,161.1274,7.80881,-0.0412699999999973,0,0.0412500000000002,-0.267539999999997,0.26752,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,73
55.27366,1e-05,2.56874,160.85986,8.07633,-0.0415199999999984,-1e-05,0.0415000000000001,-0.271780000000007,0.27178,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,74
55.23214,0,2.61024,160.58808,8.34811,-0.0417699999999996,0,0.04176,-0.276049999999998,0.27604,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,75
55.19037,0,2.652,160.31203,8.62415,-0.0420400000000001,0,0.0420099999999999,-0.280349999999999,0.280339999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,76
55.14833,0,2.69401,160.03168,8.90449,-0.0422900000000013,0,0.0422699999999998,-0.284660000000002,0.284660000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,77
55.10604,0,2.73628,159.74702,9.18915,-0.0425499999999985,0,0.0425300000000002,-0.288999999999987,0.28899,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,78
55.06349,0,2.77881,159.45802,9.47814,-0.0427999999999997,0,0.0427900000000001,-0.29337000000001,0.29336,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,79
55.02069,0,2.8216,159.16465,9.7715,-0.0430700000000002,0,0.04305,-0.297750000000008,0.297740000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,80
54.97762,0,2.86465,158.8669,10.06924,-0.0433400000000006,0,0.04332,-0.30216999999999,0.302149999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,81
54.93428,0,2.90797,158.56473,10.37139,-0.0435900000000018,0,0.0435699999999999,-0.306600000000003,0.30659,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,82
54.89069,0,2.95154,158.25813,10.67798,-0.0438600000000022,0,0.0438399999999999,-0.311059999999998,0.31105,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,83
54.84683,0,2.99538,157.94707,10.98903,-0.0441299999999956,0,0.0441099999999999,-0.315529999999995,0.315530000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,84
54.8027,0,3.03949,157.63154,11.30456,-0.0443899999999999,0,0.0443700000000002,-0.320050000000009,0.320029999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,85
54.75831,0,3.08386,157.31149,11.62459,-0.0446600000000004,0,0.0446399999999998,-0.324579999999997,0.32456,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,86
54.71365,0,3.1285,156.98691,11.94915,-0.0449300000000008,0,0.0449100000000002,-0.329129999999992,0.32912,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,87
54.66872,0,3.17341,156.65778,12.27827,-0.0452000000000012,0,0.0451799999999998,-0.333699999999993,0.333690000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,88
54.62352,0,3.21859,156.32408,12.61196,-0.0454700000000017,0,0.0454500000000002,-0.338310000000007,0.338290000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,89
54.57805,0,3.26404,155.98577,12.95025,-0.045739999999995,0,0.0457199999999998,-0.342929999999996,0.342919999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,90
54.53231,0,3.30976,155.64284,13.29317,-0.0460100000000025,0,0.0459900000000002,-0.347589999999997,0.347569999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,91
54.4863,0,3.35575,155.29525,13.64074,-0.0462899999999991,0,0.0462699999999998,-0.352249999999998,0.35223,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,92
54.44001,0,3.40202,154.943,13.99297,-0.0465700000000027,0,0.0465500000000003,-0.356950000000012,0.35694,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,93
54.39344,0,3.44857,154.58605,14.34991,-0.046839999999996,0,0.0468199999999999,-0.361680000000007,0.361650000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,94
54.3466,0,3.49539,154.22437,14.71156,-0.0471199999999996,0,0.0470899999999999,-0.366410000000002,0.366399999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,95
54.29948,0,3.54248,153.85796,15.07796,-0.0474000000000032,0,0.04738,-0.371189999999984,0.371170000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,96
54.25208,0,3.58986,153.48677,15.44913,-0.0476799999999997,0,0.04766,-0.375979999999998,0.375959999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,97
54.2044,0,3.63752,153.11079,15.82509,-0.0479599999999962,0,0.04793,-0.380800000000022,0.380770000000002,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,98
54.15644,0,3.68545,152.72999,16.20586,-0.0482400000000069,0,0.0482200000000002,-0.385629999999992,0.38561,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,99
54.1082,0,3.73367,152.34436,16.59147,-0.0485199999999963,0,0.0485099999999998,-0.390510000000006,0.39048,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,100
54.05968,0,3.78218,151.95385,16.98195,-0.0488100000000031,0,0.0487800000000003,-0.395389999999992,0.39537,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,101
54.01087,0,3.83096,151.55846,17.37732,-0.0490899999999996,0,0.0490699999999999,-0.400299999999987,0.400269999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,102
53.96178,0,3.88003,151.15816,17.77759,-0.0493899999999954,0,0.0493600000000001,-0.40524000000002,0.40521,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,103
53.91239,0,3.92939,150.75292,18.1828,-0.0496600000000029,0,0.0496499999999997,-0.410199999999975,0.41018,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,104
53.86273,0,3.97904,150.34272,18.59298,-0.0499599999999987,0,0.0499300000000003,-0.415180000000021,0.415150000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,105
53.81277,0,4.02897,149.92754,19.00813,-0.0502499999999984,0,0.0502199999999995,-0.420189999999991,0.420159999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,106
53.76252,0,4.07919,149.50735,19.42829,-0.050530000000002,0,0.0505100000000001,-0.425229999999999,0.425190000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,107
53.71199,0,4.1297,149.08212,19.85348,-0.0508299999999977,0,0.0508100000000002,-0.43028000000001,0.430249999999997,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,108
53.66116,0,4.18051,148.65184,20.28373,-0.0511200000000045,0,0.0510999999999999,-0.43535,0.435320000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,109
53.61004,0,4.23161,148.21649,20.71905,-0.0514200000000002,0,0.0513900000000005,-0.440470000000005,0.44042,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,110
53.55862,0,4.283,147.77602,21.15947,-0.0516999999999967,0,0.0516799999999993,-0.445579999999978,0.445550000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,111
53.50692,0,4.33468,147.33044,21.60502,-0.0520100000000028,0,0.0519800000000004,-0.450739999999996,0.450700000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,112
53.45491,0,4.38666,146.8797,22.05572,-0.0522999999999954,0,0.0522799999999997,-0.455910000000017,0.455870000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,113
53.40261,0,4.43894,146.42379,22.51159,-0.0526000000000053,0,0.0525700000000002,-0.461109999999991,0.46106,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,114
53.35001,0,4.49151,145.96268,22.97265,-0.052899999999994,0,0.05288,-0.466329999999999,0.466289999999997,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,115
53.29711,0,4.54439,145.49635,23.43894,-0.0532000000000039,0,0.0531699999999997,-0.471570000000014,0.471520000000002,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,116
53.24391,0,4.59756,145.02478,23.91046,-0.0534999999999997,0,0.0534700000000008,-0.476839999999982,0.476790000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,117
53.19041,0,4.65103,144.54794,24.38725,-0.0538000000000025,0,0.0537799999999997,-0.482130000000012,0.48208,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,118
53.13661,0,4.70481,144.06581,24.86933,-0.0540999999999983,0,0.0540799999999999,-0.487439999999992,0.487389999999998,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,119
53.08251,0,4.75889,143.57837,25.35672,-0.0544099999999972,0,0.0543800000000001,-0.49278000000001,0.492720000000002,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,120
53.0281,0,4.81327,143.08559,25.84944,-0.05471,0,0.0546800000000003,-0.498140000000006,0.498079999999998,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,121
52.97339,0,4.86795,142.58745,26.34752,-0.055019999999999,0,0.0549899999999992,-0.503509999999977,0.50346,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,122
52.91837,0,4.92294,142.08394,26.85098,-0.0553200000000018,0,0.0553000000000008,-0.508930000000021,0.508859999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,123
52.86305,0,4.97824,141.57501,27.35984,-0.0556300000000007,0,0.0556099999999997,-0.514349999999979,0.514290000000003,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,124
52.80742,0,5.03385,141.06066,27.87413,-0.0559399999999997,0,0.0559099999999999,-0.51979,0.519729999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,125
52.75148,0,5.08976,140.54087,28.39386,-0.0562499999999986,0,0.0562199999999997,-0.525270000000006,0.525200000000002,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,126
52.69523,0,5.14598,140.0156,28.91906,-0.0565600000000046,0,0.0565300000000004,-0.530770000000018,0.53069,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,127
52.63867,0,5.20251,139.48483,29.44975,-0.0568699999999964,0,0.0568499999999998,-0.536270000000002,0.536199999999997,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,128
52.5818,0,5.25936,138.94856,29.98595,-0.0571899999999985,0,0.05715,-0.541819999999973,0.541740000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,129
52.52461,0,5.31651,138.40674,30.52769,-0.0574900000000014,0,0.0574700000000004,-0.547370000000001,0.54729,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,130
52.46712,0,5.37398,137.85937,31.07498,-0.0578100000000035,0,0.0577799999999993,-0.552960000000013,0.552869999999999,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,131
52.40931,0,5.43176,137.30641,31.62785,-0.0581299999999985,0,0.0581000000000005,-0.55856,0.558470000000003,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,132
52.35118,0,5.48986,136.74785,32.18632,-0.0584399999999974,0,0.0584099999999994,-0.56416999999999,0.56409,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,133
52.29274,0,5.54827,136.18368,32.75041,-0.0587599999999995,0,0.0587300000000006,-0.569829999999996,0.56973,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,134
52.23398,0,5.607,135.61385,33.32014,-0.0590700000000055,0,0.05905,-0.575480000000027,0.575379999999996,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,135
52.17491,0,5.66605,135.03837,33.89552,-0.0593999999999966,0,0.0593599999999999,-0.581179999999989,0.581070000000004,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,136
52.11551,0,5.72541,134.45719,34.47659,-0.0597100000000026,0,0.0596800000000002,-0.586870000000005,0.586779999999997,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,137
52.0558,0,5.78509,133.87032,35.06337,-0.0600299999999976,0,0.0599999999999996,-0.592609999999979,0.592489999999998,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,138
51.99577,0,5.84509,133.27771,35.65586,-0.0603600000000029,0,0.0603300000000004,-0.598340000000007,0.598230000000001,1,240.46804,0.29747,0.12354,0.19136,0.05852,0.12073,0.00043,0.01,139
