"S","A1","A2","P0","P1","P2","R1","R2","Q","t","N"
43.0459186861975,0,0,157.983463013678,4.02374760310707e-08,0,0,0,8,1,200
43.0229067637764,0,0,157.984089809137,3.8319577000946e-08,0,0,0,8,2,200
42.9998948434469,0,0,157.984716604662,3.64016774639554e-08,0,0,0,8,3,200
42.9768826568051,0,0,157.985343421182,3.4483727290251e-08,0,0,0,8,4,200
42.953869935447,0,0,157.985970279628,3.25656763499849e-08,0,0,0,8,5,200
42.9308564109686,0,0,157.98659720093,3.0647474513309e-08,0,0,0,8,6,200
42.907841814966,0,0,157.987224206018,2.87290716503753e-08,0,0,0,8,7,200
42.8848258790353,0,0,157.987851315822,2.6810417631336e-08,0,0,0,8,8,200
42.8618082682102,0,0,157.98847855596,2.48914518668985e-08,0,0,0,8,9,200
42.8387883812758,0,0,157.989105970803,2.29720719299923e-08,0,0,0,8,10,200
42.8157655504547,0,0,157.989733609411,2.10521649341022e-08,0,0,0,8,11,200
42.7927391079698,0,0,157.990361520844,1.91316179927132e-08,0,0,0,8,12,200
42.7697083860437,0,0,157.99098975416,1.72103182193101e-08,0,0,0,8,13,200
42.7466727168991,0,0,157.99161835842,1.5288152727378e-08,0,0,0,8,14,200
42.7236314327589,0,0,157.992247382683,1.33650086304017e-08,0,0,0,8,15,200
42.7005838062599,0,0,157.992876879163,1.14407677630637e-08,0,0,0,8,16,200
42.6775288716956,0,0,157.993506912697,9.51529084483719e-09,0,0,0,8,17,200
42.6544656037735,0,0,157.994137551277,7.58843331639284e-09,0,0,0,8,18,200
42.6313929772014,0,0,157.994768862896,5.66005061840138e-09,0,0,0,8,19,200
42.6083099666866,0,0,157.995400915545,3.72999819153355e-09,0,0,0,8,20,200
42.585215546937,0,0,157.996033777217,1.79813147646007e-09,0,0,0,8,21,200
42.5621086926601,0,0,157.996667515903,0,0,0,0,8,22,200
42.5389883785635,0,0,157.997302199596,0,0,0,0,8,23,200
42.515853533485,0,0,157.99793789752,0,0,0,0,8,24,200
42.4927029027832,0,0,157.998574683827,0,0,0,0,8,25,200
42.4695351859468,0,0,157.999212633902,0,0,0,0,8,26,200
42.4463490824647,0,0,157.99985182313,0,0,0,0,8,27,200
42.4231432918256,0,0,158.000492326897,0,0,0,0,8,28,200
42.3999165135184,0,0,158.001134220587,0,0,0,0,8,29,200
42.3766674470318,0,0,158.001777579584,0,0,0,0,8,30,200
42.3533947646835,0,0,158.002422478621,0,0,0,0,8,31,200
42.3300970301067,0,0,158.003068989821,0,0,0,0,8,32,200
42.3067727797636,0,0.00928760650511379,158.003717184652,0,0,0,0,8,33,200
42.2834205501165,0,0.0188434368353297,158.004367134585,0,0,0,0,8,34,200
42.2600388776274,0,0.0283997132814523,158.005018911088,0,0,0,0,8,35,200
42.2366262987584,0,0.0379564553167741,158.005672585631,0,0,0,0,8,36,200
42.2131813499719,0,0.0475136824145879,158.006328229684,0,0,0,0,8,37,200
42.189702550255,0,0.0570714137866038,158.006985911954,0,0,0,0,8,38,200
42.1661883486952,0,0.0666296675982028,158.0076456901,0,0,0,0,8,39,200
42.1426371769053,0,0.0761884617531833,158.008307619019,0,3.74467896565558e-06,0,0,8,40,200
42.1190474664978,0,0.0857478141553435,158.008971753609,0,1.14924226922371e-05,0,0,8,41,200
42.0954176490855,0,0.095307742708482,158.009638148767,0,1.92905044899803e-05,0,0,8,42,200
42.071746156281,0,0.104868265316397,158.010306859388,0,2.71407662672579e-05,0,0,8,43,200
42.0480314196969,0,0.114429399882887,158.010977940372,0,3.50450499324428e-05,0,0,8,44,200
42.0242718709458,0,0.123991164311751,158.011651446614,0,4.30051973939077e-05,0,0,8,45,200
42.0004659391961,0,0.133553575870276,158.012327428143,0,5.10230330834997e-05,0,0,8,46,200
41.9766120438385,0,0.143116649279704,158.013005915511,0,5.91003115269638e-05,0,0,8,47,200
41.9527086018194,0.00550115301412428,0.152680398624766,158.0136869344,0,6.72387697735192e-05,0,0,8,48,200
41.928754030085,0.0161267827533634,0.162244837990196,158.014370510493,0,7.54401448723853e-05,0,0,8,49,200
41.9047467455818,0.0267539837079633,0.171809981460722,158.015056669473,0,8.37061738727813e-05,0,0,8,50,200
41.8806851652561,0.0373828038065695,0.181375843121078,158.015745437023,0,9.20385938239266e-05,0,0,8,51,200
41.8565677060544,0.0480132909778276,0.190942437055995,158.016436838825,0,0.00010043914177504,0,0,8,52,200
41.8323927951845,0.0586454929396592,0.20050977648888,158.017130894558,0,0.000108909518142269,0,0,8,53,200
41.8081589009006,0.0692794565670895,0.210077871197851,158.01782759988,0,0.000117451276809468,0,0,8,54,200
41.7838645017185,0.0799152285244194,0.219646730099699,158.018526944443,0,0.000126065935027421,0,0,8,55,200
41.7595080761541,0.0905528554759502,0.229216362111218,158.019228917903,0,0.00013475501004691,0,0,8,56,200
41.7350881027231,0.101192384085983,0.2387867761492,158.019933509911,0,0.000143520019118717,0,0,8,57,200
41.7106030599412,0.111833861018818,0.248357981130439,158.020640710122,0,0.000152362479493627,0,0,8,58,200
41.6860514263244,0.122477332938758,0.257929985971728,158.021350508189,0,0.00016128390842242,0,0,8,59,200
41.6614317075076,0.133122845837468,0.267502798225046,158.022062884611,0,0.000170285753683481,0,0,8,60,200
41.6367425176029,0.143770443016072,0.277076419983122,158.022777783267,0,0.000179369185165591,0,0,8,61,200
41.6119824978414,0.15442016710306,0.28665085197387,158.023495138884,0,0.00018853530328513,0,0,8,62,200
41.5871502894545,0.165072060726923,0.296226094925208,158.024214886187,0,0.000197785208458481,0,0,8,63,200
