"S","A1","A2","P1","P2","R1","R2","t","Q","N"
12.4528359212043,5.92020384109111,1.2731926359041,4.02374760310707e-08,0.0004853686888206,2.11926584952559,20.3314841809913,547,8,200
12.3842250041041,5.92606713542594,1.24290024930728,4.02374760310707e-08,0.000489093744013811,2.06017240850085,20.4546410407152,548,8,200
12.3156649399253,5.93187038456697,1.21214953070258,4.02374760310707e-08,0.000492841358635842,2.00005071258926,20.5785170625878,549,8,200
12.2471560521311,5.9376130626513,1.18093246479438,4.02374760310707e-08,0.000496611665554436,1.93888065915915,20.70312267419,550,8,200
12.1786986682629,5.94329463442151,1.14924099791358,4.02374760310707e-08,0.000500404799608304,1.8766421838647,20.8284686982913,551,8,200
12.1102931164128,5.94891455518036,1.11706709124202,4.02374760310707e-08,0.000504220897678819,1.81331543092843,20.9545663513385,552,8,200
12.0419397219021,5.9544722708075,1.08440277482107,4.02374760310707e-08,0.000508060098760819,1.74888092443544,21.0814272385981,553,8,200
11.9736388042384,5.95996721783924,1.05124020149187,4.02374760310707e-08,0.000511922544031928,1.6833197378971,21.2090633459468,554,8,200
11.9053906744273,5.96539882361131,1.01757169986981,4.02374760310707e-08,0.000515808376919772,1.61661365922171,21.3374870283591,555,8,200
11.8371956327106,5.97076650646378,0.983389825422234,4.02374760310707e-08,0.000519717743166515,1.54874534814753,21.4667109951977,556,8,200
11.7690539668009,5.97606967600591,0.948687408698424,4.02374760310707e-08,0.000523650790890169,1.47969848315645,21.5967482924723,557,8,200
11.7009659506797,5.98130773343782,0.913457599756088,4.02374760310707e-08,0.000527607670642159,1.4094578948969,21.7276122822925,558,8,200
11.6329318440169,5.98648007192473,0.877693907839571,4.02374760310707e-08,0.000531588535460688,1.33800968320734,21.8593166198009,559,8,200
11.5649518922698,5.99158607701822,0.841390235394012,4.02374760310707e-08,0.000535593540919507,1.26534131494991,21.9918752279314,560,8,200
11.4970263275038,5.99662512711825,0.804540905546883,4.02374760310707e-08,0.000539622845171762,1.19144170004031,22.125302270396,561,8,200
11.4291553699748,6.0015965939683,0.7671406822551,4.02374760310707e-08,0.000543676608988683,1.11630124329753,22.2596121233546,562,8,200
11.3613392304984,6.00649984317519,0.729184782402568,4.02374760310707e-08,0.000547754995792969,1.03991187003544,22.394819346275,563,8,200
11.2935781136225,6.01133423474451,0.690668879239876,4.02374760310707e-08,0.000551858171686814,0.96226702368015,22.5309386525289,564,8,200
11.2258722216044,6.01609912362136,0.65158909668481,4.02374760310707e-08,0.000555986305474639,0.883361634118296,22.6679848803105,565,8,200
11.1582217591842,6.02079386022616,0.611941994148763,4.02374760310707e-08,0.0005601395686807,0.803192055962979,22.8059729644861,566,8,200
11.0906269391277,6.02541779097427,0.57244905575611,4.02374760310707e-08,0.000564318136013702,0.72175597645917,22.9449203911911,567,8,200
11.0230879884941,6.02997111854735,0.532378731384659,4.02374760310707e-08,0.000568522184851351,0.639052301153516,23.0848418161626,568,8,200
10.955605143114,6.03445317758262,0.491728703316949,4.02374760310707e-08,0.000572751895244439,0.555080993517205,23.2257519175752,569,8,200
10.8881786677263,6.03886330006319,0.450496933393505,4.02374760310707e-08,0.000577007449917665,0.46984289616826,23.3676653781221,570,8,200
10.8208088640519,6.04320081566286,0.408681601741538,4.02374760310707e-08,0.000581289034267928,0.383339526811873,23.5105968710992,571,8,200
10.75349607929,6.0474650520212,0.366281037975884,4.02374760310707e-08,0.0005855968363609,0.295572851863714,23.6545610510114,572,8,200
10.6862407149195,6.05165533494005,0.323293645948688,4.02374760310707e-08,0.000589931046926804,0.206545041403344,23.799572549156,573,8,200
